epoch,loss,kl_div,log_cond
1,1.218758225440979,0.21525335311889648,-1.003504753112793
2,1.021209955215454,0.18518440425395966,-0.836025595664978
3,0.9489561319351196,0.22737489640712738,-0.7215811610221863
4,0.9271613955497742,0.26015257835388184,-0.6670087575912476
5,0.9143290519714355,0.27112576365470886,-0.6432031989097595
6,0.8940215110778809,0.26307979226112366,-0.6309416890144348
7,0.8490385413169861,0.24088194966316223,-0.6081565618515015
8,0.8169406056404114,0.20948339998722076,-0.6074572205543518
9,0.7979934811592102,0.20204070210456848,-0.5959526896476746
10,0.7549002170562744,0.21362565457820892,-0.5412744879722595
11,0.7109423875808716,0.24201855063438416,-0.46892374753952026
12,0.6757586002349854,0.26954787969589233,-0.40621060132980347
13,0.6326088309288025,0.27979031205177307,-0.3528185188770294
14,0.5884572863578796,0.28323155641555786,-0.3052257001399994
15,0.5455074310302734,0.26557546854019165,-0.279931902885437
16,0.4978524148464203,0.2640189528465271,-0.23383347690105438
17,0.4600372910499573,0.27731406688690186,-0.18272317945957184
18,0.41786256432533264,0.3176857531070709,-0.10017681121826172
19,0.3836909532546997,0.36564186215400696,-0.018049057573080063
20,0.3483625650405884,0.39615702629089355,0.047794442623853683
21,0.32612937688827515,0.40835240483283997,0.0822230875492096
22,0.3124076724052429,0.41778358817100525,0.10537591576576233
23,0.3079737722873688,0.4467237889766693,0.13875003159046173
24,0.3080960512161255,0.4984270930290222,0.19033107161521912
25,0.3147902190685272,0.5403463840484619,0.22555623948574066
26,0.317733496427536,0.5506617426872253,0.23292823135852814
27,0.3171331584453583,0.540596604347229,0.2234635055065155
28,0.30785804986953735,0.5242982506752014,0.21644018590450287
29,0.29692238569259644,0.502608060836792,0.20568570494651794
30,0.28539663553237915,0.4813019931316376,0.19590531289577484
31,0.2735605239868164,0.4578058123588562,0.184245303273201
32,0.265579491853714,0.43488264083862305,0.16930319368839264
33,0.2643425762653351,0.4121236503124237,0.14778107404708862
34,0.26495134830474854,0.4033333361148834,0.13838203251361847
35,0.26814889907836914,0.3869760036468506,0.11882714182138443
36,0.26602327823638916,0.38101544976234436,0.11499214917421341
37,0.26401668787002563,0.376364141702652,0.11234741657972336
38,0.2594813108444214,0.3759187161922455,0.1164373978972435
39,0.255015105009079,0.37953248620033264,0.12451741844415665
40,0.2557430863380432,0.3948794901371002,0.1391364485025406
41,0.25203365087509155,0.4067002236843109,0.15466657280921936
42,0.24792173504829407,0.41449210047721863,0.16657035052776337
43,0.24750754237174988,0.4153173863887787,0.1678098440170288
44,0.24732638895511627,0.40884682536125183,0.16152046620845795
45,0.24250547587871552,0.4041677713394165,0.161662295460701
46,0.24730533361434937,0.4172811508178711,0.1699758619070053
47,0.24327266216278076,0.40831923484802246,0.1650466024875641
48,0.24197478592395782,0.4063188135623932,0.16434404253959656
49,0.23972831666469574,0.3948288559913635,0.15510055422782898
50,0.24160507321357727,0.39275097846984863,0.15114589035511017
51,0.24264951050281525,0.3945056200027466,0.15185609459877014
52,0.24248604476451874,0.38755908608436584,0.1450730562210083
53,0.24353201687335968,0.3848499059677124,0.14131790399551392
54,0.23944617807865143,0.38739296793937683,0.14794684946537018
55,0.24048861861228943,0.3910524249076843,0.1505638062953949
56,0.2396211177110672,0.3920844495296478,0.15246327221393585
57,0.23497800529003143,0.39323750138282776,0.15825948119163513
58,0.23702780902385712,0.39803701639175415,0.16100925207138062
59,0.23756545782089233,0.4047180414199829,0.16715259850025177
60,0.23973973095417023,0.4071381986141205,0.16739843785762787
61,0.2364133596420288,0.396150141954422,0.15973681211471558
62,0.2388300597667694,0.39504897594451904,0.15621888637542725
63,0.23629535734653473,0.3930383026599884,0.15674299001693726
64,0.23771995306015015,0.39447343349456787,0.1567535102367401
65,0.23682750761508942,0.4008732736110687,0.1640457957983017
66,0.23430559039115906,0.40588536858558655,0.17157983779907227
67,0.2367723435163498,0.413432240486145,0.1766599416732788
68,0.23650377988815308,0.3959028422832489,0.15939907729625702
69,0.23504874110221863,0.39180779457092285,0.15675903856754303
70,0.23457957804203033,0.39703458547592163,0.1624550223350525
71,0.2343316525220871,0.3984144330024719,0.16408279538154602
72,0.23535728454589844,0.40086016058921814,0.1655028909444809
73,0.23504142463207245,0.4039541184902191,0.16891275346279144
74,0.23570826649665833,0.41779178380966187,0.18208351731300354
75,0.23673413693904877,0.41844865679740906,0.18171456456184387
76,0.2353321611881256,0.4077090620994568,0.17237691581249237
77,0.23374240100383759,0.4025898277759552,0.16884741187095642
78,0.23623262345790863,0.39120054244995117,0.15496793389320374
79,0.23658527433872223,0.3890014886856079,0.15241622924804688
80,0.2373363971710205,0.3900206983089447,0.152684286236763
81,0.23358461260795593,0.3980250358581543,0.16444046795368195
82,0.23346394300460815,0.40608224272727966,0.17261826992034912
83,0.23645354807376862,0.4105358421802521,0.17408233880996704
84,0.2339845597743988,0.40002569556236267,0.16604116559028625
85,0.23312897980213165,0.400995135307312,0.16786618530750275
86,0.2350461333990097,0.40199124813079834,0.16694507002830505
87,0.23367762565612793,0.39978429675102234,0.16610661149024963
88,0.23320606350898743,0.393201619386673,0.15999560058116913
89,0.23322808742523193,0.3874549865722656,0.1542268842458725
90,0.2341846227645874,0.40077897906303406,0.16659437119960785
91,0.2342313528060913,0.40317413210868835,0.16894276440143585
92,0.2330039143562317,0.40049609541893005,0.16749218106269836
93,0.23425546288490295,0.39602720737457275,0.1617717742919922
94,0.23332947492599487,0.39436039328575134,0.16103091835975647
95,0.23414571583271027,0.3953173756599426,0.16117168962955475
