step,mean,ess,count,resample_fraction
1,0.20283213,502.70123,1000,0.0
2,0.4095795,460.67734,1000,0.01
3,0.6162881,428.62473,1000,0.019
4,0.82200766,403.4908,1000,0.038
5,0.99099874,385.96274,1000,0.039
6,1.1658579,370.57944,1000,0.054
7,1.3624896,359.78574,1000,0.059
8,1.6115457,352.19122,1000,0.078
9,1.8162239,348.02487,1000,0.089
10,2.0242853,347.3755,1000,0.104
11,2.226496,351.13626,1000,0.087
12,2.4444036,351.2069,1000,0.112
13,2.6251137,359.4914,1000,0.092
14,2.8152676,359.8253,1000,0.106
15,3.0220423,365.03506,1000,0.093
16,3.2557688,365.02783,1000,0.082
17,3.4918664,359.53415,1000,0.087
18,3.7115653,357.0092,1000,0.086
19,3.8909092,355.97305,1000,0.092
20,4.1094766,354.49515,1000,0.109
21,4.3259687,361.46893,1000,0.083
22,4.5476866,359.3624,1000,0.076
23,4.738498,356.89755,1000,0.092
24,4.9509153,356.81088,1000,0.091
25,5.1698236,357.49435,1000,0.093
26,5.3624487,357.38962,1000,0.106
27,5.597459,359.48483,1000,0.102
28,5.8299193,362.92117,1000,0.09
29,6.0656295,361.55154,1000,0.072
30,6.2855906,356.90317,1000,0.091
31,6.4830093,358.04675,1000,0.082
32,6.700739,353.97122,1000,0.103
33,6.902137,356.9335,1000,0.106
34,7.1167083,361.25854,1000,0.088
35,7.292561,361.02856,1000,0.08
36,7.4786506,358.8659,1000,0.091
37,7.6604214,359.92532,1000,0.079
38,7.8587523,356.71588,1000,0.095
39,8.0698,356.38696,1000,0.084
40,8.276731,355.39996,1000,0.097
41,8.471637,357.33673,1000,0.098
42,8.642881,361.24857,1000,0.084
43,8.846096,359.3117,1000,0.092
44,9.061141,360.46997,1000,0.099
45,9.262344,363.1935,1000,0.083
46,9.482037,359.04767,1000,0.108
47,9.690973,364.2318,1000,0.079
48,9.886101,361.60617,1000,0.072
49,10.103492,356.72003,1000,0.085
50,10.326626,353.71463,1000,0.096
