step,mean,ess,count,resample_fraction
1,-0.0005590547,507.9585,1000,0.0
2,-0.0053380243,498.1795,1000,0.001
3,-0.0079290345,492.99567,1000,0.001
4,-0.010929403,489.66467,1000,0.001
5,-0.015539005,486.19647,1000,0.001
6,-0.020965362,482.84686,1000,0.0
7,-0.026207171,479.3866,1000,0.0
8,-0.028596569,476.14676,1000,0.0
9,-0.03030852,472.84277,1000,0.0
10,-0.03395621,469.41708,1000,0.0
11,-0.041195218,465.94745,1000,0.0
12,-0.045676313,462.8012,1000,0.0
13,-0.04618718,459.7527,1000,0.0
14,-0.050428975,456.62228,1000,0.0
15,-0.05194991,453.35654,1000,0.001
16,-0.051828377,450.5924,1000,0.0
17,-0.05550471,447.58456,1000,0.0
18,-0.060114097,444.43692,1000,0.0
19,-0.059531707,441.2326,1000,0.0
20,-0.059874408,437.97812,1000,0.0
21,-0.062588446,435.3968,1000,0.0
22,-0.06094843,432.60233,1000,0.0
23,-0.0666644,429.8512,1000,0.0
24,-0.07020008,426.97668,1000,0.0
25,-0.07320755,424.03677,1000,0.0
26,-0.07375548,420.8735,1000,0.0
27,-0.07487927,417.81085,1000,0.001
28,-0.076262236,415.49435,1000,0.0
29,-0.077454545,412.7946,1000,0.0
30,-0.07985241,410.20673,1000,0.0
31,-0.0835984,407.3308,1000,0.002
32,-0.0835087,405.07385,1000,0.001
33,-0.08756825,402.2432,1000,0.001
34,-0.08875873,399.87183,1000,0.0
35,-0.09241798,397.21704,1000,0.001
36,-0.09575376,394.82843,1000,0.0
37,-0.09796282,392.1552,1000,0.003
38,-0.10094421,390.3549,1000,0.0
39,-0.10423935,387.735,1000,0.001
40,-0.108120985,385.5625,1000,0.0
41,-0.10982994,383.12344,1000,0.0
42,-0.10907046,380.5593,1000,0.001
43,-0.10836152,378.3507,1000,0.0
44,-0.10990222,375.75543,1000,0.001
45,-0.11396614,373.39944,1000,0.001
46,-0.11606413,371.12726,1000,0.0
47,-0.118766606,368.76025,1000,0.001
48,-0.122444384,366.65845,1000,0.0
49,-0.12608396,364.4687,1000,0.002
50,-0.12922329,362.5481,1000,0.001
