epoch,loss,num_batches,batch_size
1,12.431020736694336,32,32
2,-6.4355926513671875,32,32
3,-7.482654571533203,32,32
4,-7.690942287445068,32,32
5,-7.877510070800781,32,32
6,-8.029008865356445,32,32
7,-8.010079383850098,32,32
8,-8.166807174682617,32,32
9,-8.269787788391113,32,32
10,-8.42864990234375,32,32
11,-8.504179954528809,32,32
12,-8.630688667297363,32,32
13,-8.509796142578125,32,32
14,-8.674596786499023,32,32
15,-8.6691312789917,32,32
16,-8.75720500946045,32,32
17,-8.769518852233887,32,32
18,-8.829595565795898,32,32
19,-8.812005996704102,32,32
20,-8.935359001159668,32,32
21,-8.895983695983887,32,32
22,-8.933484077453613,32,32
23,-9.029329299926758,32,32
24,-9.088264465332031,32,32
25,-9.146294593811035,32,32
26,-9.042144775390625,32,32
27,-9.125072479248047,32,32
28,-9.093108177185059,32,32
29,-9.21580982208252,32,32
30,-9.092940330505371,32,32
31,-9.30526065826416,32,32
32,-9.284497261047363,32,32
33,-9.372978210449219,32,32
34,-9.328071594238281,32,32
35,-9.338008880615234,32,32
36,-9.350314140319824,32,32
37,-9.380670547485352,32,32
38,-9.389130592346191,32,32
39,-9.497689247131348,32,32
40,-9.336442947387695,32,32
41,-9.502941131591797,32,32
42,-9.38957691192627,32,32
43,-9.518346786499023,32,32
44,-9.457640647888184,32,32
45,-9.561960220336914,32,32
46,-9.575852394104004,32,32
47,-9.530476570129395,32,32
48,-9.549683570861816,32,32
49,-9.619852066040039,32,32
50,-9.42546272277832,32,32
51,-9.63717269897461,32,32
52,-9.490708351135254,32,32
53,-9.583725929260254,32,32
54,-9.578003883361816,32,32
55,-9.646050453186035,32,32
56,-9.563165664672852,32,32
57,-9.614805221557617,32,32
58,-9.642081260681152,32,32
59,-9.665188789367676,32,32
60,-9.570826530456543,32,32
61,-9.580184936523438,32,32
62,-9.64738655090332,32,32
63,-9.708691596984863,32,32
64,-9.642233848571777,32,32
65,-9.66895866394043,32,32
66,-9.602510452270508,32,32
67,-9.467976570129395,32,32
68,-9.672846794128418,32,32
69,-9.667984008789062,32,32
70,-9.667938232421875,32,32
71,-9.597796440124512,32,32
72,-9.595690727233887,32,32
73,-9.617974281311035,32,32
74,-9.546658515930176,32,32
75,-9.58423137664795,32,32
76,-9.556282043457031,32,32
77,-9.6748628616333,32,32
78,-9.719135284423828,32,32
79,-9.670394897460938,32,32
80,-9.65915584564209,32,32
81,-9.759842872619629,32,32
82,-9.69445514678955,32,32
83,-9.645820617675781,32,32
84,-9.627279281616211,32,32
85,-9.697222709655762,32,32
86,-9.679404258728027,32,32
87,-9.6471586227417,32,32
88,-9.668636322021484,32,32
89,-9.667037963867188,32,32
90,-9.736223220825195,32,32
91,-9.458147048950195,32,32
92,-9.661624908447266,32,32
93,-9.709654808044434,32,32
94,-9.76530933380127,32,32
95,-9.728915214538574,32,32
96,-9.709867477416992,32,32
97,-9.668526649475098,32,32
98,-9.622115135192871,32,32
99,-9.599759101867676,32,32
100,-9.698890686035156,32,32
