step,mean,std,stderr,count,ess
1,2.0662684,2.1986673,0.06952796446436861,1000,1.0
2,4.3576055,3.2765045,0.10361217036289916,1000,1.0
3,6.390211,4.6559677,0.14723462683395205,1000,1.0
4,8.523801,5.122736,0.16199513539554541,1000,1.0
5,10.651104,5.5776615,0.1763811440259562,1000,1.0
6,12.842038,6.0114403,0.19009843293708506,1000,1.0
7,15.167404,6.754449,0.2135944283376554,1000,1.0
8,17.404842,6.9673758,0.22032776701015788,1000,1.0
9,19.599298,7.3056846,0.23102603096872912,1000,1.0
10,21.702454,7.703496,0.24360593240566042,1000,1.0
11,23.875174,8.046334,0.2544474309771445,1000,1.0
12,26.122587,8.315184,0.2629491946347183,1000,1.0
13,28.189667,9.126741,0.2886129046876862,1000,1.0
14,30.489487,9.656111,0.3053530335168498,1000,1.0
15,32.799488,10.278223,0.3250259509840907,1000,1.0
16,35.04064,10.465484,0.3309476519816119,1000,1.0
17,37.421677,11.640709,0.368111537768003,1000,1.0
18,40.0399,12.287019,0.38854964985224305,1000,1.0
19,42.384594,12.51849,0.3958694075263436,1000,1.0
20,44.846596,13.027739,0.411973266461153,1000,1.0
21,47.003902,13.203198,0.41752179447200544,1000,1.0
22,49.28587,13.344936,0.4220039416190621,1000,1.0
23,51.46752,13.683994,0.43272589455298716,1000,1.0
24,53.75544,13.8692045,0.43858275621631265,1000,1.0
25,56.03316,14.167461,0.44801446671540246,1000,1.0
26,57.964626,14.259169,0.45091450395025345,1000,1.0
27,60.153652,14.734137,0.46593430953297005,1000,1.0
28,62.393105,15.347748,0.48533840010485246,1000,1.0
29,64.81119,15.790608,0.4993428820297236,1000,1.0
30,66.946045,15.9388075,0.5040293484740714,1000,1.0
31,68.74381,16.623405,0.5256782371114697,1000,1.0
32,70.91415,16.61335,0.5253602529534419,1000,1.0
33,73.0301,16.747364,0.5295981518364747,1000,1.0
34,75.39555,17.053366,0.5392747740718452,1000,1.0
35,77.378265,17.168055,0.5429015546906258,1000,1.0
36,79.34188,17.356594,0.5488636973379873,1000,1.0
37,81.40432,17.52854,0.5543010937458113,1000,1.0
38,83.41515,17.83965,0.5641392413179037,1000,1.0
39,85.55348,18.124407,0.5731440677353468,1000,1.0
40,87.58551,18.256598,0.5773243048476902,1000,1.0
41,89.46791,18.549576,0.5865890917585134,1000,1.0
42,91.42451,18.704424,0.5914858185926345,1000,1.0
43,93.468895,18.819773,0.5951334684296772,1000,1.0
44,95.34349,18.863298,0.596509871784418,1000,1.0
45,97.32539,18.948727,0.5992113498674808,1000,1.0
46,99.03557,19.216547,0.6076805732266374,1000,1.0
47,100.92477,19.348232,0.6118448266891557,1000,1.0
48,102.83661,19.487041,0.616234359140717,1000,1.0
49,104.45818,19.570997,0.6188892735344783,1000,1.0
50,106.88924,19.91445,0.6297501937483913,1000,1.0
