step,mean,std,stderr,count,ess
1,0.20293601,0.4588061,0.014508722724969291,1000,1.0
2,0.4128519,0.6985961,0.022091549033789737,1000,1.0
3,0.58780384,0.9210372,0.029125753526146575,1000,1.0
4,0.78643185,1.0341779,0.03270357667788067,1000,1.0
5,0.9665005,1.2308441,0.03892270927238115,1000,1.0
6,1.1522459,1.3306817,0.04207984954623314,1000,1.0
7,1.3387595,1.3928311,0.044045186311636654,1000,1.0
8,1.5667835,1.4732311,0.0465876572367706,1000,1.0
9,1.7588158,1.5900888,0.05028302430010685,1000,1.0
10,1.9799093,1.7246736,0.05453896887458123,1000,1.0
11,2.1941042,1.8554165,0.058673422631470726,1000,1.0
12,2.4027553,1.9276979,0.06095915995101944,1000,1.0
13,2.5605826,2.1452985,0.06784029460820085,1000,1.0
14,2.8070076,2.36941,0.07492732430928355,1000,1.0
15,3.0966067,2.674418,0.08457252208594151,1000,1.0
16,3.3380678,2.7360218,0.08652060480293725,1000,1.0
17,3.5486774,2.8414621,0.0898549223272078,1000,1.0
18,3.747253,2.8531394,0.09022418987490993,1000,1.0
19,3.9578087,2.8774192,0.0909919856047344,1000,1.0
20,4.191211,2.9358902,0.09284099985064503,1000,1.0
21,4.331254,3.0086272,0.09514114507340864,1000,1.0
22,4.6001625,3.0303385,0.09582771822796676,1000,1.0
23,4.648411,3.1830354,0.10065641653738462,1000,1.0
24,4.9828496,3.2459416,0.10264568731050958,1000,1.0
25,5.203027,3.2848868,0.10387724260844025,1000,1.0
26,5.2824965,3.2974946,0.1042759366586268,1000,1.0
27,5.4774623,3.3350446,0.10546337105147453,1000,1.0
28,5.652212,3.3774924,0.10680568851901794,1000,1.0
29,5.809088,3.4646728,0.1095625740749882,1000,1.0
30,5.9548974,3.5119598,0.11105791991069099,1000,1.0
31,6.081286,3.6029415,0.11393501457647714,1000,1.0
32,6.239461,3.6317673,0.11484656514177952,1000,1.0
33,6.354077,3.6729453,0.11614872745886635,1000,1.0
34,6.468242,3.7145183,0.11746338265697208,1000,1.0
35,6.60603,3.8229458,0.12089216204381684,1000,1.0
36,6.7556424,3.818895,0.12076406666149296,1000,1.0
37,6.9069233,3.8848052,0.12284832705921464,1000,1.0
38,6.8772345,3.9242914,0.12409698938613255,1000,1.0
39,7.084011,3.966918,0.12544496144677442,1000,1.0
40,7.1991663,4.012238,0.1268781067583941,1000,1.0
41,7.3445497,4.0427504,0.1278429914458012,1000,1.0
42,7.4723644,4.0703225,0.1287148995437546,1000,1.0
43,7.589592,4.115473,0.13014267676165944,1000,1.0
44,7.758232,4.112074,0.13003519425604385,1000,1.0
45,7.8755193,4.1385975,0.13087394382006784,1000,1.0
46,7.9827256,4.210941,0.13316164139855735,1000,1.0
47,8.120133,4.217911,0.13338204989807806,1000,1.0
48,8.298298,4.2749214,0.1351848849670179,1000,1.0
49,8.494052,4.3047147,0.13612703065071166,1000,1.0
50,8.612091,4.318895,0.1365754474228774,1000,1.0
