step,mean,ess,count,resample_fraction
1,0.44573918,487.1283,1000,0.004
2,0.8828329,433.70706,1000,0.032
3,1.3203514,396.71143,1000,0.055
4,1.7598871,368.78708,1000,0.077
5,2.1583238,352.13593,1000,0.103
6,2.556671,340.45523,1000,0.129
7,2.9899883,335.16684,1000,0.151
8,3.4799535,336.21088,1000,0.16
9,3.9095235,340.73477,1000,0.173
10,4.35416,348.84378,1000,0.155
11,4.789797,347.59683,1000,0.142
12,5.251867,344.69434,1000,0.172
13,5.6581907,353.27927,1000,0.14
14,6.0784197,352.12253,1000,0.111
15,6.520562,341.46747,1000,0.152
16,6.9724503,343.34116,1000,0.135
17,7.438458,338.3214,1000,0.169
18,7.891546,345.86096,1000,0.138
19,8.299105,343.05594,1000,0.155
20,8.747085,344.62308,1000,0.142
21,9.216472,342.60446,1000,0.151
22,9.679164,346.6505,1000,0.142
23,10.11139,347.4168,1000,0.16
24,10.553015,350.75183,1000,0.131
25,10.99906,345.48526,1000,0.126
26,11.418372,339.50623,1000,0.158
27,11.882282,340.6383,1000,0.148
28,12.352121,341.88574,1000,0.144
29,12.823072,342.8498,1000,0.149
30,13.282264,345.70624,1000,0.13
31,13.722515,340.59897,1000,0.16
32,14.17177,344.18994,1000,0.151
33,14.609547,345.92813,1000,0.147
34,15.051918,345.71304,1000,0.139
35,15.459142,346.25366,1000,0.143
36,15.878285,346.3083,1000,0.166
37,16.281065,350.33417,1000,0.133
38,16.709623,345.8972,1000,0.13
39,17.15513,340.4872,1000,0.159
40,17.604082,344.36676,1000,0.146
41,18.02563,346.78076,1000,0.137
42,18.424335,344.32764,1000,0.144
43,18.869854,345.75034,1000,0.157
44,19.318714,348.721,1000,0.142
45,19.751707,348.29156,1000,0.123
46,20.195091,338.39825,1000,0.164
47,20.641169,342.44083,1000,0.162
48,21.06289,349.2878,1000,0.143
49,21.528475,347.91425,1000,0.149
50,21.981657,349.89944,1000,0.141
