epoch,loss,kl_div,log_cond
1,1.5488625764846802,0.21476590633392334,-1.3340965509414673
2,1.3154155015945435,0.18472571671009064,-1.1306896209716797
3,1.2075872421264648,0.2280544936656952,-0.9795327186584473
4,1.1681959629058838,0.271436482667923,-0.896759569644928
5,1.1488239765167236,0.30167803168296814,-0.8471457362174988
6,1.1218383312225342,0.31250056624412537,-0.8093376159667969
7,1.0600332021713257,0.3004066050052643,-0.7596263885498047
8,1.0102242231369019,0.2626562714576721,-0.7475677728652954
9,0.9812843799591064,0.238382488489151,-0.7429018020629883
10,0.924669623374939,0.24695391952991486,-0.6777157783508301
11,0.8604719638824463,0.2863207459449768,-0.5741512179374695
12,0.8079091310501099,0.33286818861961365,-0.4750409722328186
13,0.7485953569412231,0.3571794331073761,-0.39141592383384705
14,0.6864680051803589,0.36539125442504883,-0.32107672095298767
15,0.6291100382804871,0.34495845437049866,-0.28415152430534363
16,0.5697951912879944,0.3433949053287506,-0.2264002114534378
17,0.5201753973960876,0.36692315340042114,-0.1532522290945053
18,0.47102656960487366,0.4251720607280731,-0.045854516327381134
19,0.4370274245738983,0.4827699363231659,0.045742519199848175
20,0.4030720293521881,0.5113584399223328,0.10828645527362823
21,0.38697630167007446,0.5131887197494507,0.1262124478816986
22,0.38377586007118225,0.5166996717453003,0.13292381167411804
23,0.38981521129608154,0.5537136197090149,0.16389846801757812
24,0.3950413167476654,0.6098880171775818,0.21484653651714325
25,0.40417608618736267,0.645375669002533,0.24119950830936432
26,0.4004043936729431,0.6377047300338745,0.23730024695396423
27,0.3930518329143524,0.6089045405387878,0.2158527672290802
28,0.3778623044490814,0.5791944861412048,0.201332226395607
29,0.3632238209247589,0.5511866807937622,0.18796288967132568
30,0.350167453289032,0.5273380875587463,0.1771707385778427
31,0.3397992253303528,0.5062997341156006,0.16650046408176422
32,0.33527013659477234,0.48836374282836914,0.1530935913324356
33,0.3356374204158783,0.47270867228507996,0.13707119226455688
34,0.33678334951400757,0.47020357847213745,0.13342024385929108
35,0.3373487889766693,0.4560304284095764,0.1186816394329071
36,0.33268943428993225,0.4484409689903259,0.11575157940387726
37,0.3301212191581726,0.4393174946308136,0.1091962456703186
38,0.3249802589416504,0.4328838586807251,0.10790376365184784
39,0.3210907578468323,0.43060213327407837,0.10951133817434311
40,0.3212665617465973,0.44349515438079834,0.12222857028245926
41,0.3181169331073761,0.45726409554481506,0.13914716243743896
42,0.3142502009868622,0.4716094434261322,0.15735919773578644
43,0.31458109617233276,0.47980138659477234,0.16522029042243958
44,0.3148884177207947,0.4790745973587036,0.1641862392425537
45,0.31085431575775146,0.4790072441101074,0.16815295815467834
46,0.31734466552734375,0.49483057856559753,0.17748576402664185
47,0.3124205470085144,0.48550716042518616,0.1730867177248001
48,0.3108024597167969,0.4812430441379547,0.1704404503107071
49,0.3067619502544403,0.4664250314235687,0.1596631109714508
50,0.3076079189777374,0.46204718947410583,0.15443934500217438
51,0.3094272315502167,0.4631907045841217,0.15376339852809906
52,0.30834242701530457,0.4573281407356262,0.14898565411567688
53,0.3109969198703766,0.4567813575267792,0.14578449726104736
54,0.30679503083229065,0.4595077931880951,0.1527126282453537
55,0.30793771147727966,0.46157124638557434,0.15363352000713348
56,0.30728644132614136,0.4593571424484253,0.1520707756280899
57,0.3019866943359375,0.4569856524467468,0.15499895811080933
58,0.30379870533943176,0.45916107296943665,0.15536247193813324
59,0.30344802141189575,0.4633980989456177,0.15995025634765625
60,0.3054966628551483,0.46549472212791443,0.15999796986579895
61,0.3015221059322357,0.45591992139816284,0.1543978750705719
62,0.305026650428772,0.45798546075820923,0.15295879542827606
63,0.3020235598087311,0.4593051075935364,0.1572815626859665
64,0.30362367630004883,0.46346810460090637,0.15984447300434113
65,0.30270227789878845,0.47125107049942017,0.1685488373041153
66,0.29987892508506775,0.47733011841773987,0.17745134234428406
67,0.30293917655944824,0.48782628774642944,0.18488702178001404
68,0.3014417588710785,0.47209635376930237,0.1706545054912567
69,0.3003387749195099,0.4668792486190796,0.1665404587984085
70,0.2999647855758667,0.4663749933242798,0.16641028225421906
71,0.3000759482383728,0.461727499961853,0.161651611328125
72,0.3011320233345032,0.459355890750885,0.1582239270210266
73,0.30055728554725647,0.45812132954597473,0.15756405889987946
74,0.3004226088523865,0.4698600172996521,0.16943737864494324
75,0.30200666189193726,0.47380730509757996,0.17180059850215912
76,0.3000020384788513,0.4718250334262848,0.1718229502439499
77,0.29888084530830383,0.4756385385990143,0.17675772309303284
78,0.3012881875038147,0.47006338834762573,0.16877518594264984
79,0.30140742659568787,0.4656597673892975,0.1642524003982544
80,0.30265405774116516,0.46115782856941223,0.15850384533405304
81,0.29860901832580566,0.4622117877006531,0.1636027842760086
82,0.29895785450935364,0.4666694402694702,0.16771161556243896
83,0.30139416456222534,0.4726213812828064,0.1712273210287094
84,0.2989966571331024,0.46578943729400635,0.1667928248643875
85,0.2981235384941101,0.47152093052864075,0.1733975112438202
86,0.30019357800483704,0.47662076354026794,0.17642712593078613
87,0.2990367114543915,0.475124329328537,0.1760876476764679
88,0.2980954349040985,0.46522897481918335,0.16713355481624603
89,0.2984689176082611,0.4543265104293823,0.15585748851299286
90,0.299063116312027,0.46240290999412537,0.163339763879776
91,0.299240380525589,0.4633484184741974,0.16410808265209198
92,0.29827573895454407,0.4650300145149231,0.1667543351650238
93,0.2991042137145996,0.4658510684967041,0.1667468100786209
94,0.29835569858551025,0.4669884741306305,0.16863290965557098
95,0.2990971803665161,0.4670918583869934,0.16799484193325043
