epoch,lr-Adam,step,train_loss,val_loss
,0.00400461481818476,9,,
0,,9,0.0939645767211914,
,0.004020566136879497,19,,
0,,19,0.026135699823498726,
,0.004047907143416157,29,,
0,,29,0.028904348611831665,
,0.0040866313473986865,39,,
0,,39,0.02304513193666935,
,0.00413672955620932,49,,
0,,49,0.04898128658533096,
,0.004198189877190853,59,,
0,,59,0.02912137843668461,
,0.0042709977204697935,69,,
0,,69,0.022236548364162445,
,0.004355135802419807,79,,
0,,79,0.023644622415304184,
,0.004450584149764569,89,,
0,,89,0.04138590767979622,
,0.004557320104319237,99,,
0,,99,0.02041332982480526,
,0.004675318328369191,109,,
0,,109,0.021212494000792503,
,0.004804550810684816,119,,
0,,119,0.033964864909648895,
,0.004944986873171062,129,,
0,,129,0.019848601892590523,
0,,135,,0.030485963448882103
,0.005096593178150005,139,,
1,,139,0.022178566083312035,
,0.005259333736274754,149,,
1,,149,0.021953901275992393,
,0.00543316991507288,159,,
1,,159,0.016683289781212807,
,0.005618060448117218,169,,
1,,169,0.03029480203986168,
,0.005813961444822047,179,,
1,,179,0.015997089445590973,
,0.006020826400862017,189,,
1,,189,0.019016921520233154,
,0.006238606209211822,199,,
1,,199,0.019185537472367287,
,0.006467249171803427,209,,
1,,209,0.01735156588256359,
,0.0067067010117985715,219,,
1,,219,0.019796481356024742,
,0.0069569048864733946,229,,
1,,229,0.01843416877090931,
,0.007217801400712126,239,,
1,,239,0.016330819576978683,
,0.007489328621106656,249,,
1,,249,0.026915304362773895,
,0.007771422090658869,259,,
1,,259,0.020759794861078262,
,0.008064014844081688,269,,
1,,269,0.018860694020986557,
1,,271,,0.02658318355679512
,0.008367037423695906,279,,
2,,279,0.017595291137695312,
,0.008680417895918474,289,,
2,,289,0.017791934311389923,
,0.009004081868338579,299,,
2,,299,0.016257917508482933,
,0.009337952507377428,309,,
2,,309,0.02590988017618656,
,0.009681950556527583,319,,
2,,319,0.018942778930068016,
,0.010035994355167305,329,,
2,,329,0.01560190785676241,
,0.010399999857945846,339,,
2,,339,0.01815180666744709,
,0.010773880654734627,349,,
2,,349,0.027289876714348793,
,0.011157547991139868,359,,
2,,359,0.018734894692897797,
,0.011550910789571767,369,,
2,,369,0.01913670264184475,
,0.011953875670865102,379,,
2,,379,0.019851962104439735,
,0.01236634697644616,389,,
2,,389,0.01771198958158493,
,0.012788226791040955,399,,
2,,399,0.018408330157399178,
2,,407,,0.02596605010330677
,0.013219414965918885,409,,
3,,409,0.019519509747624397,
,0.013659809142666818,419,,
3,,419,0.020361430943012238,
,0.014109304777487647,429,,
3,,429,0.01689111813902855,
,0.014567795166017528,439,,
3,,439,0.017397163435816765,
,0.015035171468656156,449,,
3,,449,0.027646461501717567,
,0.015511322736403904,459,,
3,,459,0.01885482482612133,
,0.015996135937199507,469,,
3,,469,0.01974339410662651,
,0.016489495982752594,479,,
3,,479,0.01703924499452114,
,0.01699128575586395,489,,
3,,489,0.026811636984348297,
,0.01750138613822773,499,,
3,,499,0.017372680827975273,
,0.018019676038708507,509,,
3,,509,0.014670759439468384,
,0.01854603242208676,519,,
3,,519,0.018741432577371597,
,0.01908033033826577,529,,
3,,529,0.01573430746793747,
,0.01962244295193326,539,,
3,,539,0.02966843731701374,
3,,543,,0.025981910526752472
,0.02017224157267021,549,,
4,,549,0.028665997087955475,
,0.020729595685500535,559,,
4,,559,0.015154953114688396,
,0.021294372981873394,569,,
4,,569,0.016039928421378136,
,0.02186643939107165,579,,
4,,579,0.01638350449502468,
,0.022445659112038496,589,,
4,,589,0.017274314537644386,
,0.023031894645614726,599,,
4,,599,0.016821041703224182,
,0.023625006827179343,609,,
4,,609,0.025819629430770874,
,0.024224854859685382,619,,
4,,619,0.019355408847332,
,0.024831296347083254,629,,
4,,629,0.018332650884985924,
,0.02544418732812377,639,,
4,,639,0.019311001524329185,
,0.026063382310532554,649,,
4,,649,0.024871336296200752,
,0.02668873430554805,659,,
4,,659,0.01654133014380932,
,0.027320094862814767,669,,
4,,669,0.01829436793923378,
,0.027957314105623354,679,,
4,,679,0.018453219905495644,
4,,679,,0.026710864156484604
,0.02860024076648944,689,,
5,,689,0.032899707555770874,
,0.029248722223062518,699,,
5,,699,0.015737073495984077,
,0.02990260453435646,709,,
5,,709,0.015798652544617653,
,0.03056173247729317,719,,
5,,719,0.015776779502630234,
,0.03122594958355039,729,,
5,,729,0.017885008826851845,
,0.03189509817670534,739,,
5,,739,0.016652459278702736,
,0.032569019409664945,749,,
5,,749,0.022146107628941536,
,0.03324755330237411,759,,
5,,759,0.02083393558859825,
,0.03393053877979285,769,,
5,,769,0.019101101905107498,
,0.034617813710133366,779,,
5,,779,0.019060151651501656,
,0.0353092149433481,789,,
5,,789,0.017006324604153633,
,0.03600457834985929,799,,
5,,799,0.019407935440540314,
,0.03670373885952129,809,,
5,,809,0.019484786316752434,
5,,815,,0.02881777286529541
,0.03740653050080599,819,,
6,,819,0.017379172146320343,
,0.03811278644020224,829,,
6,,829,0.01671210676431656,
,0.03882233902182009,839,,
6,,839,0.03131869435310364,
,0.03953501980718992,849,,
6,,849,0.02744659222662449,
,0.04025065961524762,859,,
6,,859,0.01604233868420124,
,0.040969088562495926,869,,
6,,869,0.018686015158891678,
,0.041690136103332553,879,,
6,,879,0.017218753695487976,
,0.04241363107053547,889,,
6,,889,0.017374854534864426,
,0.04313940171589573,899,,
6,,899,0.01832074299454689,
,0.04386727575098828,909,,
6,,909,0.019060520455241203,
,0.044597080388070955,919,,
6,,919,0.018277736380696297,
,0.04532864238110199,929,,
6,,929,0.026628902181982994,
,0.04606178806686642,939,,
6,,939,0.017185458913445473,
,0.0467963434062014,949,,
6,,949,0.02008971758186817,
6,,951,,0.027316952124238014
,0.04753213402531082,959,,
7,,959,0.020174318924546242,
,0.048268985257159364,969,,
7,,969,0.022444702684879303,
,0.049006722182936176,979,,
7,,979,0.03079070895910263,
,0.0497451696735783,989,,
7,,989,0.01917278952896595,
,0.05048415243134399,999,,
7,,999,0.019208276644349098,
,0.05122349503142614,1009,,
7,,1009,0.01718762330710888,
,0.05196302196359574,1019,,
7,,1019,0.02483370155096054,
,0.052702557673865835,1029,,
7,,1029,0.03458872810006142,
,0.053441926606165625,1039,,
7,,1039,0.01808921806514263,
,0.054180953244015215,1049,,
7,,1049,0.020315978676080704,
,0.054919462152190915,1059,,
7,,1059,0.017050033435225487,
,0.05565727801837128,1069,,
7,,1069,0.019033655524253845,
,0.056394225694753906,1079,,
7,,1079,0.019989293068647385,
7,,1087,,0.028390515595674515
,0.0571301302396333,1089,,
8,,1089,0.02087792567908764,
,0.057864816958929664,1099,,
8,,1099,0.018982652574777603,
,0.058598111447659,1109,,
8,,1109,0.020142963156104088,
,0.05932983963133461,1119,,
8,,1119,0.020238826051354408,
,0.06005982780729003,1129,,
8,,1129,0.01872033253312111,
,0.06078790268591379,1139,,
8,,1139,0.02205161191523075,
,0.061513891431786094,1149,,
8,,1149,0.019859224557876587,
,0.062237621704707695,1159,,
8,,1159,0.03089320659637451,
,0.06295892170061115,1169,,
8,,1169,0.018091123551130295,
,0.06367762019234492,1179,,
8,,1179,0.021090373396873474,
,0.0643935465703204,1189,,
8,,1189,0.02062411978840828,
,0.06510653088301235,1199,,
8,,1199,0.0179930217564106,
,0.06581640387730332,1209,,
8,,1209,0.0210103876888752,
,0.06652299703866191,1219,,
8,,1219,0.019134974107146263,
8,,1223,,0.02990909107029438
,0.06722614263114607,1229,,
9,,1229,0.017153209075331688,
,0.0679256737372213,1239,,
9,,1239,0.019089264795184135,
,0.0686214242973848,1249,,
9,,1249,0.027736134827136993,
,0.06931322914958565,1259,,
9,,1259,0.03700506314635277,
,0.07000092406843231,1269,,
9,,1269,0.022570151835680008,
,0.07068434580417741,1279,,
9,,1279,0.016756393015384674,
,0.0713633321214712,1289,,
9,,1289,0.02042493224143982,
,0.07203772183787399,1299,,
9,,1299,0.018339816480875015,
,0.0727073548621189,1309,,
9,,1309,0.01970175839960575,
,0.07337207223211528,1319,,
9,,1319,0.017246197909116745,
,0.07403171615268428,1329,,
9,,1329,0.015826202929019928,
,0.07468613003301733,1339,,
9,,1339,0.021150941029191017,
,0.0753351585238488,1349,,
9,,1349,0.01984483003616333,
,0.07597864755433385,1359,,
9,,1359,0.020832490175962448,
9,,1359,,0.029200714081525803
,0.07661644436862279,1369,,
10,,1369,0.02146920934319496,
,0.07724839756212336,1379,,
10,,1379,0.02036537416279316,
,0.07787435711744213,1389,,
10,,1389,0.01839456520974636,
,0.07849417443999679,1399,,
10,,1399,0.01739424280822277,
,0.07910770239329037,1409,,
10,,1409,0.021749045699834824,
,0.0797147953338397,1419,,
10,,1419,0.020955398678779602,
,0.08031530914574911,1429,,
10,,1429,0.019376300275325775,
,0.08090910127492174,1439,,
10,,1439,0.020224658772349358,
,0.08149603076289999,1449,,
10,,1449,0.03042808547616005,
,0.08207595828032718,1459,,
10,,1459,0.023761983960866928,
,0.08264874616002256,1469,,
10,,1469,0.02544952556490898,
,0.08321425842966165,1479,,
10,,1479,0.02176593616604805,
,0.08377236084405429,1489,,
10,,1489,0.019722281023859978,
10,,1495,,0.03169539198279381
,0.08432292091701274,1499,,
11,,1499,0.023761430755257607,
,0.08486580795280207,1509,,
11,,1509,0.02224341593682766,
,0.08540089307716571,1519,,
11,,1519,0.027621598914265633,
,0.08592804926791839,1529,,
11,,1529,0.018703259527683258,
,0.08644715138509969,1539,,
11,,1539,0.019594699144363403,
,0.08695807620068047,1549,,
11,,1549,0.02457858808338642,
,0.0874607024278157,1559,,
11,,1559,0.030726280063390732,
,0.08795491074963631,1569,,
11,,1569,0.021308589726686478,
,0.08844058384757345,1579,,
11,,1579,0.03899361565709114,
,0.08891760642920843,1589,,
11,,1589,0.022190742194652557,
,0.08938586525564153,1599,,
11,,1599,0.022865906357765198,
,0.08984524916837354,1609,,
11,,1609,0.01838761381804943,
,0.09029564911569324,1619,,
11,,1619,0.0227589700371027,
,0.09073695817856489,1629,,
11,,1629,0.018148265779018402,
11,,1631,,0.0333632156252861
,0.09116907159600941,1639,,
12,,1639,0.024660669267177582,
,0.09159188678997321,1649,,
12,,1649,0.02131493203341961,
,0.09200530338967895,1659,,
12,,1659,0.017406051978468895,
,0.09240922325545217,1669,,
12,,1669,0.02301260083913803,
,0.09280355050201841,1679,,
12,,1679,0.02174186334013939,
,0.09318819152126513,1689,,
12,,1689,0.023360537365078926,
,0.09356305500446295,1699,,
12,,1699,0.040399856865406036,
,0.09392805196394129,1709,,
12,,1709,0.022932223975658417,
,0.09428309575421273,1719,,
12,,1719,0.021037528291344643,
,0.09462810209254165,1729,,
12,,1729,0.018887965008616447,
,0.09496298907895169,1739,,
12,,1739,0.01746070384979248,
,0.09528767721566789,1749,,
12,,1749,0.03314893692731857,
,0.09560208942598829,1759,,
12,,1759,0.035904090851545334,
12,,1767,,0.029166605323553085
,0.095906151072581,1769,,
13,,1769,0.018720565363764763,
,0.09619978997520211,1779,,
13,,1779,0.03582170233130455,
,0.0964829364278303,1789,,
13,,1789,0.01885955035686493,
,0.09675552321521419,1799,,
13,,1799,0.021016530692577362,
,0.0970174856288283,1809,,
13,,1809,0.018319033086299896,
,0.09726876148223404,1819,,
13,,1819,0.025181090459227562,
,0.09750929112584196,1829,,
13,,1829,0.034310128539800644,
,0.09773901746107175,1839,,
13,,1839,0.023970406502485275,
,0.0979578859539067,1849,,
13,,1849,0.018517248332500458,
,0.09816584464783941,1859,,
13,,1859,0.01901758834719658,
,0.09836284417620549,1869,,
13,,1869,0.021551253274083138,
,0.09854883777390265,1879,,
13,,1879,0.02187090553343296,
,0.09872378128849206,1889,,
13,,1889,0.017479771748185158,
