corr,epoch,lr-Adam,step,train_loss,val_loss
,,0.004738291353430291,9,,
,0,,9,0.3460027277469635,
,,0.0072612652676067035,19,,
,0,,19,0.115183524787426,
,,0.011482300025506945,29,,
,0,,29,0.025936298072338104,
,,0.01724118604844578,39,,
,0,,39,0.004993934649974108,
,,0.024319344538486373,49,,
,0,,49,0.0008631128002889454,
-0.016229650005698204,0,,53,,0.0013483645161613822
,,0.03244812364730308,59,,
,1,,59,0.00023150676861405373,
,,0.04131899517009691,69,,
,1,,69,0.0007969060679897666,
,,0.050595264748552596,79,,
,1,,79,0.0007989255245774984,
,,0.05992485112151644,89,,
,1,,89,0.000949542096350342,
,,0.0689536493863167,99,,
,1,,99,8.736207382753491e-05,
-0.007710548117756844,1,,107,,0.0011601523729041219
,,0.07733897106749596,109,,
,2,,109,0.0007376119028776884,
,,0.08476255087449538,119,,
,2,,119,0.0015784372808411717,
,,0.0909426264761734,129,,
,2,,129,0.00015953696856740862,
,,0.09564463280373148,139,,
,2,,139,0.0001770845556166023,
,,0.09869010497926176,149,,
,2,,149,0.0009397102985531092,
,,0.09996345195883216,159,,
,2,,159,0.0007243070285767317,
0.0020218174904584885,2,,161,,0.00123312056530267
,,0.09988952235883158,169,,
,3,,169,0.0014958487590774894,
,,0.09944154354509119,179,,
,3,,179,0.0002333182783331722,
,,0.09865224892001707,189,,
,3,,189,0.001081302878446877,
,,0.09752708733908166,199,,
,3,,199,0.00023811502614989877,
,,0.09607382629827801,209,,
,3,,209,0.0009972162079066038,
0.011528236791491508,3,,215,,0.001588247949257493
,,0.09430249831160464,219,,
,4,,219,0.0009016181575134397,
,,0.09222533165211319,229,,
,4,,229,0.0015460392460227013,
,,0.08985666593464468,239,,
,4,,239,0.0002104901650454849,
,,0.08721285312302468,249,,
,4,,249,0.0003354144864715636,
,,0.08431214464510911,259,,
,4,,259,0.0014710802352055907,
,,0.0811745653949763,269,,
,4,,269,0.0002959909907076508,
-0.01725170388817787,4,,269,,0.001614983193576336
,,0.07782177549208494,279,,
,5,,279,0.0002501673880033195,
,,0.07427692075173617,289,,
,5,,289,0.0009171041310764849,
,,0.07056447289910997,299,,
,5,,299,0.00021368302986957133,
,,0.06671006062994951,309,,
,5,,309,0.0009411703213118017,
,,0.06274029268415816,319,,
,5,,319,0.0002516828535590321,
0.03275348246097565,5,,323,,0.0014148512855172157
,,0.058682574153711,329,,
,6,,329,0.00023374946613330394,
,,0.05456491729299021,339,,
,6,,339,0.0015419290866702795,
,,0.05041574813760566,349,,
,6,,349,0.0002426815335638821,
,,0.046263710266697504,359,,
,6,,359,0.0002543065638747066,
,,0.042137467063438294,369,,
,6,,369,0.000879402388818562,
0.04932775720953941,6,,377,,0.0011640278389677405
,,0.038065503838818716,379,,
,7,,379,0.001656587002798915,
,,0.034075931184745833,389,,
,7,,389,0.00025255244690924883,
,,0.03019629091399537,399,,
,7,,399,0.0014856064226478338,
,,0.026453365926702055,409,,
,7,,409,0.0021421611309051514,
,,0.02287299531596481,419,,
,7,,419,0.000903247797396034,
,,0.01947989598897622,429,,
,7,,429,0.0002553539234213531,
-0.003957005683332682,7,,431,,0.0011385418474674225
,,0.016297492035105336,439,,
,8,,439,0.0015631649876013398,
,,0.01334775301888306,449,,
,8,,449,0.000948474567849189,
,,0.010651042314225891,459,,
,8,,459,0.0015658849151805043,
,,0.008225976526915469,469,,
,8,,469,0.00023539196990896016,
,,0.006089296975803242,479,,
,8,,479,0.0008286152151413262,
-0.002575361169874668,8,,485,,0.0011371612781658769
,,0.004255754119963707,489,,
,9,,489,0.00085447944002226,
,,0.0027380057296470376,499,,
,9,,499,0.00023650492948945612,
,,0.0015465295040033534,509,,
,9,,509,0.0014372857986018062,
,,0.0006895507388171068,519,,
,9,,519,0.00023655188851989806,
,,0.00017298554359429017,529,,
,9,,529,0.0014940729597583413,
,,4e-07,539,,
,9,,539,0.00023975849035196006,
-0.0119097288697958,9,,539,,0.001169418217614293
