step,mean,ess,count,resample_fraction
1,0.20569393,507.66782,1000,0.0
2,0.42192063,476.71185,1000,0.001
3,0.6341246,447.53195,1000,0.008
4,0.84846944,422.38922,1000,0.012
5,1.0218734,401.13718,1000,0.032
6,1.204149,384.54892,1000,0.038
7,1.4122788,370.82315,1000,0.049
8,1.6705182,361.7438,1000,0.048
9,1.8801697,353.0393,1000,0.058
10,2.097883,347.46762,1000,0.066
11,2.3102376,343.346,1000,0.097
12,2.5416749,348.67072,1000,0.105
13,2.7248478,357.3271,1000,0.083
14,2.9212656,357.4753,1000,0.092
15,3.1347492,361.52524,1000,0.085
16,3.3673527,361.40146,1000,0.068
17,3.6071095,355.04892,1000,0.093
18,3.8368928,357.66898,1000,0.081
19,4.0255237,357.30383,1000,0.071
20,4.252379,352.84247,1000,0.113
21,4.4790154,363.666,1000,0.091
22,4.7076335,365.85995,1000,0.083
23,4.91242,366.22437,1000,0.058
24,5.135406,359.19885,1000,0.091
25,5.3589864,360.79477,1000,0.087
26,5.5611734,362.1228,1000,0.073
27,5.805795,358.80164,1000,0.095
28,6.0467563,362.0698,1000,0.079
29,6.2906075,360.21793,1000,0.091
30,6.521919,363.11777,1000,0.082
31,6.7311935,363.80167,1000,0.08
32,6.959477,361.94455,1000,0.089
33,7.172813,363.4535,1000,0.071
34,7.3901777,359.80933,1000,0.076
35,7.5714393,359.0504,1000,0.073
36,7.7648783,357.3385,1000,0.091
37,7.9520984,360.8633,1000,0.071
38,8.1532345,358.00687,1000,0.086
39,8.369615,358.45386,1000,0.087
40,8.5887375,359.71945,1000,0.09
41,8.787175,361.9805,1000,0.074
42,8.961364,361.2802,1000,0.084
43,9.174262,360.97583,1000,0.072
44,9.396583,357.60223,1000,0.083
45,9.606073,358.03506,1000,0.081
46,9.831078,355.9403,1000,0.099
47,10.048272,361.24133,1000,0.091
48,10.249954,364.48718,1000,0.087
49,10.475953,365.54953,1000,0.078
50,10.707875,363.22626,1000,0.087
