corr,epoch,lr-Adam,step,train_loss,val_loss
,,0.004738291353430291,9,,
,0,,9,0.5477012991905212,
,,0.0072612652676067035,19,,
,0,,19,0.25535494089126587,
,,0.011482300025506945,29,,
,0,,29,0.1103610023856163,
,,0.01724118604844578,39,,
,0,,39,0.07674551010131836,
,,0.024319344538486373,49,,
,0,,49,0.08131875842809677,
0.4238140285015106,0,,53,,0.07736967504024506
,,0.03244812364730308,59,,
,1,,59,0.06387726962566376,
,,0.04131899517009691,69,,
,1,,69,0.06733569502830505,
,,0.050595264748552596,79,,
,1,,79,0.053691763430833817,
,,0.05992485112151644,89,,
,1,,89,0.06638862937688828,
,,0.0689536493863167,99,,
,1,,99,0.05772728845477104,
0.6974042654037476,1,,107,,0.06829288601875305
,,0.07733897106749596,109,,
,2,,109,0.05526141822338104,
,,0.08476255087449538,119,,
,2,,119,0.06581675261259079,
,,0.0909426264761734,129,,
,2,,129,0.058136846870183945,
,,0.09564463280373148,139,,
,2,,139,0.05968894809484482,
,,0.09869010497926176,149,,
,2,,149,0.051316797733306885,
,,0.09996345195883216,159,,
,2,,159,0.056946370750665665,
0.6809126138687134,2,,161,,0.07198029011487961
,,0.09988952235883158,169,,
,3,,169,0.06506042927503586,
,,0.09944154354509119,179,,
,3,,179,0.061670295894145966,
,,0.09865224892001707,189,,
,3,,189,0.07298388332128525,
,,0.09752708733908166,199,,
,3,,199,0.05444914102554321,
,,0.09607382629827801,209,,
,3,,209,0.053847067058086395,
0.6489734053611755,3,,215,,0.07889658957719803
,,0.09430249831160464,219,,
,4,,219,0.06482534110546112,
,,0.09222533165211319,229,,
,4,,229,0.05516035109758377,
,,0.08985666593464468,239,,
,4,,239,0.061212118715047836,
,,0.08721285312302468,249,,
,4,,249,0.06521420180797577,
,,0.08431214464510911,259,,
,4,,259,0.055577363818883896,
,,0.0811745653949763,269,,
,4,,269,0.06245938315987587,
0.6568670272827148,4,,269,,0.06945431232452393
,,0.07782177549208494,279,,
,5,,279,0.06129719689488411,
,,0.07427692075173617,289,,
,5,,289,0.06212519481778145,
,,0.07056447289910997,299,,
,5,,299,0.06766380369663239,
,,0.06671006062994951,309,,
,5,,309,0.05537903681397438,
,,0.06274029268415816,319,,
,5,,319,0.06605502218008041,
0.7159073352813721,5,,323,,0.06813029199838638
,,0.058682574153711,329,,
,6,,329,0.06305134296417236,
,,0.05456491729299021,339,,
,6,,339,0.06540759652853012,
,,0.05041574813760566,349,,
,6,,349,0.056573428213596344,
,,0.046263710266697504,359,,
,6,,359,0.05138593912124634,
,,0.042137467063438294,369,,
,6,,369,0.05927852541208267,
0.7695754766464233,6,,377,,0.06550120562314987
,,0.038065503838818716,379,,
,7,,379,0.054076679050922394,
,,0.034075931184745833,389,,
,7,,389,0.04722430929541588,
,,0.03019629091399537,399,,
,7,,399,0.053891800343990326,
,,0.026453365926702055,409,,
,7,,409,0.05247078835964203,
,,0.02287299531596481,419,,
,7,,419,0.05946977064013481,
,,0.01947989598897622,429,,
,7,,429,0.06635003536939621,
0.7885171175003052,7,,431,,0.06444153189659119
,,0.016297492035105336,439,,
,8,,439,0.07096046954393387,
,,0.01334775301888306,449,,
,8,,449,0.054491717368364334,
,,0.010651042314225891,459,,
,8,,459,0.05869137495756149,
,,0.008225976526915469,469,,
,8,,469,0.06462989002466202,
,,0.006089296975803242,479,,
,8,,479,0.05494794622063637,
0.8028753399848938,8,,485,,0.0630030706524849
,,0.004255754119963707,489,,
,9,,489,0.04954632744193077,
,,0.0027380057296470376,499,,
,9,,499,0.05763167142868042,
,,0.0015465295040033534,509,,
,9,,509,0.05518382415175438,
,,0.0006895507388171068,519,,
,9,,519,0.059048984199762344,
,,0.00017298554359429017,529,,
,9,,529,0.05826553329825401,
,,4e-07,539,,
,9,,539,0.04157543554902077,
0.799769401550293,9,,539,,0.06315927952528
