step,mean,std,stderr,count,ess
1,3.4035366,2.504849,0.07921027899012492,1000,1.0
2,6.8717217,3.95947,0.12520943633503717,1000,1.0
3,10.329317,6.0060344,0.1899274832785323,1000,1.0
4,13.941652,6.5788226,0.20804063778549267,1000,1.0
5,17.671711,6.9015813,0.21824716324930651,1000,1.0
6,21.427498,7.328505,0.23174767767941265,1000,1.0
7,25.11819,8.705092,0.2752791932145273,1000,1.0
8,28.673037,9.228756,0.29183888774764766,1000,1.0
9,32.295517,9.563758,0.3024325794311846,1000,1.0
10,35.64057,9.977811,0.31552608378952074,1000,1.0
11,39.185734,10.334279,0.32679859806534217,1000,1.0
12,42.925697,10.835407,0.34264566307890665,1000,1.0
13,46.20033,11.758564,0.3718384423819137,1000,1.0
14,49.96655,12.074857,0.3818404977592871,1000,1.0
15,53.277603,12.601666,0.3984996829731105,1000,1.0
16,56.971264,12.882322,0.40737480056433223,1000,1.0
17,60.70589,14.426033,0.45619121944059143,1000,1.0
18,64.82036,15.319363,0.4844407824569447,1000,1.0
19,67.71421,15.7278185,0.4973572905118414,1000,1.0
20,71.09458,15.965576,0.504875848600369,1000,1.0
21,74.731255,16.115318,0.5096111104134279,1000,1.0
22,78.55993,16.387213,0.5182091680217398,1000,1.0
23,82.54256,16.728018,0.5289863700999656,1000,1.0
24,86.45556,17.147778,0.5422603389121748,1000,1.0
25,89.791145,17.466179,0.5523290732513653,1000,1.0
26,92.73305,17.498835,0.5533617376613793,1000,1.0
27,95.74542,17.687754,0.5593358831250245,1000,1.0
28,99.173004,18.391129,0.5815785492745063,1000,1.0
29,102.956764,19.047993,0.6023504180617901,1000,1.0
30,106.31547,19.397423,0.613400367553256,1000,1.0
31,109.34909,20.219278,0.6393897218530358,1000,1.0
32,112.54793,20.584736,0.6509465038331033,1000,1.0
33,115.78735,20.843342,0.6591243422401671,1000,1.0
34,119.35364,21.037846,0.6652750919554635,1000,1.0
35,122.40354,21.180283,0.6697793447918065,1000,1.0
36,125.304924,21.424616,0.6775058411172082,1000,1.0
37,128.44371,21.355932,0.6753338742108007,1000,1.0
38,131.02594,21.754992,0.6879532371681017,1000,1.0
39,133.82726,22.096361,0.6987482926816039,1000,1.0
40,137.12042,22.31362,0.7056186082173235,1000,1.0
41,140.55997,22.936218,0.7253069061777923,1000,1.0
42,143.7982,23.344397,0.7382146383042001,1000,1.0
43,147.13434,23.504208,0.7432683064849047,1000,1.0
44,149.96016,23.744804,0.7508766444329211,1000,1.0
45,152.85849,23.963789,0.7578015456406846,1000,1.0
46,156.24667,24.508066,0.775013101666196,1000,1.0
47,159.6069,24.923204,0.788140925634911,1000,1.0
48,162.45041,24.938562,0.788626587326952,1000,1.0
49,165.36209,24.924923,0.788195270044316,1000,1.0
50,168.2331,25.424795,0.8040026171959569,1000,1.0
