epoch,lr-Adam,step,train_loss,val_loss
,0.00400461481818476,9,,
0,,9,0.3681165277957916,
,0.004020566136879497,19,,
0,,19,0.30561909079551697,
,0.004047907143416157,29,,
0,,29,0.251319020986557,
,0.0040866313473986865,39,,
0,,39,0.20961646735668182,
,0.00413672955620932,49,,
0,,49,0.17296651005744934,
,0.004198189877190853,59,,
0,,59,0.13850456476211548,
,0.0042709977204697935,69,,
0,,69,0.11621524393558502,
,0.004355135802419807,79,,
0,,79,0.09613931179046631,
,0.004450584149764569,89,,
0,,89,0.08216094970703125,
,0.004557320104319237,99,,
0,,99,0.06568685173988342,
,0.004675318328369191,109,,
0,,109,0.06022830307483673,
,0.004804550810684816,119,,
0,,119,0.04756694659590721,
,0.004944986873171062,129,,
0,,129,0.04156815633177757,
0,,135,,0.04815256595611572
,0.005096593178150005,139,,
1,,139,0.044650524854660034,
,0.005259333736274754,149,,
1,,149,0.045643486082553864,
,0.00543316991507288,159,,
1,,159,0.038632605224847794,
,0.005618060448117218,169,,
1,,169,0.029464291408658028,
,0.005813961444822047,179,,
1,,179,0.030637448653578758,
,0.006020826400862017,189,,
1,,189,0.04690910130739212,
,0.006238606209211822,199,,
1,,199,0.028412364423274994,
,0.006467249171803427,209,,
1,,209,0.026379529386758804,
,0.0067067010117985715,219,,
1,,219,0.020119136199355125,
,0.0069569048864733946,229,,
1,,229,0.03514630347490311,
,0.007217801400712126,239,,
1,,239,0.028592856600880623,
,0.007489328621106656,249,,
1,,249,0.023619243875145912,
,0.007771422090658869,259,,
1,,259,0.017787551507353783,
,0.008064014844081688,269,,
1,,269,0.017948970198631287,
1,,271,,0.031482573598623276
,0.008367037423695906,279,,
2,,279,0.02926534041762352,
,0.008680417895918474,289,,
2,,289,0.016526341438293457,
,0.009004081868338579,299,,
2,,299,0.029138842597603798,
,0.009337952507377428,309,,
2,,309,0.019339000806212425,
,0.009681950556527583,319,,
2,,319,0.012644298374652863,
,0.010035994355167305,329,,
2,,329,0.023076964542269707,
,0.010399999857945846,339,,
2,,339,0.013849003240466118,
,0.010773880654734627,349,,
2,,349,0.011422690935432911,
,0.011157547991139868,359,,
2,,359,0.013131266459822655,
,0.011550910789571767,369,,
2,,369,0.034079015254974365,
,0.011953875670865102,379,,
2,,379,0.028563404455780983,
,0.01236634697644616,389,,
2,,389,0.01911669597029686,
,0.012788226791040955,399,,
2,,399,0.02299555204808712,
2,,407,,0.029439715668559074
,0.013219414965918885,409,,
3,,409,0.01892232894897461,
,0.013659809142666818,419,,
3,,419,0.008723931387066841,
,0.014109304777487647,429,,
3,,429,0.022018857300281525,
,0.014567795166017528,439,,
3,,439,0.028186028823256493,
,0.015035171468656156,449,,
3,,449,0.01496296189725399,
,0.015511322736403904,459,,
3,,459,0.021764952689409256,
,0.015996135937199507,469,,
3,,469,0.026642609387636185,
,0.016489495982752594,479,,
3,,479,0.02589566260576248,
,0.01699128575586395,489,,
3,,489,0.017277365550398827,
,0.01750138613822773,499,,
3,,499,0.02093399316072464,
,0.018019676038708507,509,,
3,,509,0.012374474667012691,
,0.01854603242208676,519,,
3,,519,0.0195278562605381,
,0.01908033033826577,529,,
3,,529,0.025833869352936745,
,0.01962244295193326,539,,
3,,539,0.016615256667137146,
3,,543,,0.024863233789801598
,0.02017224157267021,549,,
4,,549,0.016420772299170494,
,0.020729595685500535,559,,
4,,559,0.024551333859562874,
,0.021294372981873394,569,,
4,,569,0.011507134884595871,
,0.02186643939107165,579,,
4,,579,0.02631339058279991,
,0.022445659112038496,589,,
4,,589,0.02571707032620907,
,0.023031894645614726,599,,
4,,599,0.01990308053791523,
,0.023625006827179343,609,,
4,,609,0.02564821019768715,
,0.024224854859685382,619,,
4,,619,0.022300060838460922,
,0.024831296347083254,629,,
4,,629,0.015121215023100376,
,0.02544418732812377,639,,
4,,639,0.02702641673386097,
,0.026063382310532554,649,,
4,,649,0.020708899945020676,
,0.02668873430554805,659,,
4,,659,0.014780222438275814,
,0.027320094862814767,669,,
4,,669,0.010839389637112617,
,0.027957314105623354,679,,
4,,679,0.005904858466237783,
4,,679,,0.025348078459501266
,0.02860024076648944,689,,
5,,689,0.019085586071014404,
,0.029248722223062518,699,,
5,,699,0.016077717766165733,
,0.02990260453435646,709,,
5,,709,0.012360842898488045,
,0.03056173247729317,719,,
5,,719,0.02325170673429966,
,0.03122594958355039,729,,
5,,729,0.030007049441337585,
,0.03189509817670534,739,,
5,,739,0.010876502841711044,
,0.032569019409664945,749,,
5,,749,0.016439441591501236,
,0.03324755330237411,759,,
5,,759,0.017214663326740265,
,0.03393053877979285,769,,
5,,769,0.02462911047041416,
,0.034617813710133366,779,,
5,,779,0.014026750810444355,
,0.0353092149433481,789,,
5,,789,0.01608489453792572,
,0.03600457834985929,799,,
5,,799,0.02795540913939476,
,0.03670373885952129,809,,
5,,809,0.02233976125717163,
5,,815,,0.02588573470711708
,0.03740653050080599,819,,
6,,819,0.022637030109763145,
,0.03811278644020224,829,,
6,,829,0.02886013686656952,
,0.03882233902182009,839,,
6,,839,0.024406926706433296,
,0.03953501980718992,849,,
6,,849,0.009192022494971752,
,0.04025065961524762,859,,
6,,859,0.026170670986175537,
,0.040969088562495926,869,,
6,,869,0.02618292346596718,
,0.041690136103332553,879,,
6,,879,0.026532400399446487,
,0.04241363107053547,889,,
6,,889,0.019810030236840248,
,0.04313940171589573,899,,
6,,899,0.017283396795392036,
,0.04386727575098828,909,,
6,,909,0.01431933231651783,
,0.044597080388070955,919,,
6,,919,0.01502121053636074,
,0.04532864238110199,929,,
6,,929,0.017006879672408104,
,0.04606178806686642,939,,
6,,939,0.013766386546194553,
,0.0467963434062014,949,,
6,,949,0.011552254669368267,
6,,951,,0.026128001511096954
,0.04753213402531082,959,,
7,,959,0.044644132256507874,
,0.048268985257159364,969,,
7,,969,0.00654319254681468,
,0.049006722182936176,979,,
7,,979,0.014056794345378876,
,0.0497451696735783,989,,
7,,989,0.021678278222680092,
,0.05048415243134399,999,,
7,,999,0.00905270129442215,
,0.05122349503142614,1009,,
7,,1009,0.012279676273465157,
,0.05196302196359574,1019,,
7,,1019,0.007791887037456036,
,0.052702557673865835,1029,,
7,,1029,0.022313479334115982,
,0.053441926606165625,1039,,
7,,1039,0.019155429676175117,
,0.054180953244015215,1049,,
7,,1049,0.012298914603888988,
,0.054919462152190915,1059,,
7,,1059,0.01738046482205391,
,0.05565727801837128,1069,,
7,,1069,0.023540427908301353,
,0.056394225694753906,1079,,
7,,1079,0.02232581004500389,
7,,1087,,0.026566466316580772
,0.0571301302396333,1089,,
8,,1089,0.03101572021842003,
,0.057864816958929664,1099,,
8,,1099,0.009602515958249569,
,0.058598111447659,1109,,
8,,1109,0.012479281984269619,
,0.05932983963133461,1119,,
8,,1119,0.021644778549671173,
,0.06005982780729003,1129,,
8,,1129,0.009261016733944416,
,0.06078790268591379,1139,,
8,,1139,0.018148774281144142,
,0.061513891431786094,1149,,
8,,1149,0.012191173620522022,
,0.062237621704707695,1159,,
8,,1159,0.0226154588162899,
,0.06295892170061115,1169,,
8,,1169,0.023215753957629204,
,0.06367762019234492,1179,,
8,,1179,0.0468946136534214,
,0.0643935465703204,1189,,
8,,1189,0.019224291667342186,
,0.06510653088301235,1199,,
8,,1199,0.018869874998927116,
,0.06581640387730332,1209,,
8,,1209,0.01655423827469349,
,0.06652299703866191,1219,,
8,,1219,0.030288899317383766,
8,,1223,,0.02625138685107231
,0.06722614263114607,1229,,
9,,1229,0.028454752638936043,
,0.0679256737372213,1239,,
9,,1239,0.023609895259141922,
,0.0686214242973848,1249,,
9,,1249,0.01741619221866131,
,0.06931322914958565,1259,,
9,,1259,0.030604438856244087,
,0.07000092406843231,1269,,
9,,1269,0.028191231191158295,
,0.07068434580417741,1279,,
9,,1279,0.023141959682106972,
,0.0713633321214712,1289,,
9,,1289,0.023128492757678032,
,0.07203772183787399,1299,,
9,,1299,0.013712323270738125,
,0.0727073548621189,1309,,
9,,1309,0.0323551744222641,
,0.07337207223211528,1319,,
9,,1319,0.031558096408843994,
,0.07403171615268428,1329,,
9,,1329,0.02637542597949505,
,0.07468613003301733,1339,,
9,,1339,0.009936496615409851,
,0.0753351585238488,1349,,
9,,1349,0.017673175781965256,
,0.07597864755433385,1359,,
9,,1359,0.007720263674855232,
9,,1359,,0.030149884521961212
,0.07661644436862279,1369,,
10,,1369,0.029766131192445755,
,0.07724839756212336,1379,,
10,,1379,0.017286181449890137,
,0.07787435711744213,1389,,
10,,1389,0.015480363741517067,
,0.07849417443999679,1399,,
10,,1399,0.01169509906321764,
,0.07910770239329037,1409,,
10,,1409,0.012434462085366249,
,0.0797147953338397,1419,,
10,,1419,0.029249874874949455,
,0.08031530914574911,1429,,
10,,1429,0.026559477671980858,
,0.08090910127492174,1439,,
10,,1439,0.017971765249967575,
,0.08149603076289999,1449,,
10,,1449,0.008509866893291473,
,0.08207595828032718,1459,,
10,,1459,0.006407475098967552,
,0.08264874616002256,1469,,
10,,1469,0.029884332790970802,
,0.08321425842966165,1479,,
10,,1479,0.013105034828186035,
,0.08377236084405429,1489,,
10,,1489,0.02435094490647316,
10,,1495,,0.025359787046909332
,0.08432292091701274,1499,,
11,,1499,0.02686694636940956,
,0.08486580795280207,1509,,
11,,1509,0.01037687063217163,
,0.08540089307716571,1519,,
11,,1519,0.008233795873820782,
,0.08592804926791839,1529,,
11,,1529,0.015940461307764053,
,0.08644715138509969,1539,,
11,,1539,0.029244987294077873,
,0.08695807620068047,1549,,
11,,1549,0.022154461592435837,
,0.0874607024278157,1559,,
11,,1559,0.012550413608551025,
,0.08795491074963631,1569,,
11,,1569,0.01854337938129902,
,0.08844058384757345,1579,,
11,,1579,0.023118237033486366,
,0.08891760642920843,1589,,
11,,1589,0.021810248494148254,
,0.08938586525564153,1599,,
11,,1599,0.02889358252286911,
,0.08984524916837354,1609,,
11,,1609,0.010656802915036678,
,0.09029564911569324,1619,,
11,,1619,0.012817168608307838,
,0.09073695817856489,1629,,
11,,1629,0.009413858875632286,
11,,1631,,0.03006356582045555
,0.09116907159600941,1639,,
12,,1639,0.032661110162734985,
,0.09159188678997321,1649,,
12,,1649,0.010577891021966934,
,0.09200530338967895,1659,,
12,,1659,0.019407980144023895,
,0.09240922325545217,1669,,
12,,1669,0.025121307000517845,
,0.09280355050201841,1679,,
12,,1679,0.030284486711025238,
,0.09318819152126513,1689,,
12,,1689,0.009947913698852062,
,0.09356305500446295,1699,,
12,,1699,0.007332660723477602,
,0.09392805196394129,1709,,
12,,1709,0.021649615839123726,
,0.09428309575421273,1719,,
12,,1719,0.017582902684807777,
,0.09462810209254165,1729,,
12,,1729,0.03106462024152279,
,0.09496298907895169,1739,,
12,,1739,0.015195471234619617,
,0.09528767721566789,1749,,
12,,1749,0.029915986582636833,
,0.09560208942598829,1759,,
12,,1759,0.04099108651280403,
12,,1767,,0.025846747681498528
,0.095906151072581,1769,,
13,,1769,0.019658876582980156,
,0.09619978997520211,1779,,
13,,1779,0.021631279960274696,
,0.0964829364278303,1789,,
13,,1789,0.026933837682008743,
,0.09675552321521419,1799,,
13,,1799,0.025779539719223976,
,0.0970174856288283,1809,,
13,,1809,0.010930810123682022,
,0.09726876148223404,1819,,
13,,1819,0.016537796705961227,
,0.09750929112584196,1829,,
13,,1829,0.0221608504652977,
,0.09773901746107175,1839,,
13,,1839,0.01564612425863743,
,0.0979578859539067,1849,,
13,,1849,0.012878237292170525,
,0.09816584464783941,1859,,
13,,1859,0.01593780517578125,
,0.09836284417620549,1869,,
13,,1869,0.01469650212675333,
,0.09854883777390265,1879,,
13,,1879,0.014361976645886898,
,0.09872378128849206,1889,,
13,,1889,0.029943080618977547,
,0.0988876331906796,1899,,
13,,1899,0.019716858863830566,
13,,1903,,0.02693416178226471
,0.09904035458417433,1909,,
14,,1909,0.022848540917038918,
,0.099181909214922,1919,,
14,,1919,0.015880189836025238,
,0.09931226347971124,1929,,
14,,1929,0.012636465020477772,
,0.09943138643415056,1939,,
14,,1939,0.012097001075744629,
,0.09953924980001416,1949,,
14,,1949,0.01877899281680584,
,0.09963582797195472,1959,,
14,,1959,0.023190611973404884,
,0.09972109802358188,1969,,
14,,1969,0.014079404063522816,
,0.0997950397129046,1979,,
14,,1979,0.011865026317536831,
,0.09985763548713636,1989,,
14,,1989,0.018274681642651558,
,0.09990887048686196,1999,,
14,,1999,0.021939147263765335,
,0.09994873254956496,2009,,
14,,2009,0.020850565284490585,
,0.09997721221251489,2019,,
14,,2019,0.021237945184111595,
,0.09999430271501356,2029,,
14,,2029,0.01560242474079132,
,0.1,2039,,
14,,2039,0.04590553045272827,
14,,2039,,0.02701539173722267
,0.0999989110134021,2049,,
15,,2049,0.01372374128550291,
,0.09999564410104421,2059,,
15,,2059,0.02172188088297844,
,0.09999019940523188,2069,,
15,,2069,0.01809489168226719,
,0.09998257716313408,2079,,
15,,2079,0.018774745985865593,
,0.09997277770677292,2089,,
15,,2089,0.03296978771686554,
,0.09996080146300916,2099,,
15,,2099,0.0169222429394722,
,0.09994664895352368,2109,,
15,,2109,0.02702714316546917,
,0.09993032079479462,2119,,
15,,2119,0.013726447708904743,
,0.09991181769807071,2129,,
15,,2129,0.01655941642820835,
,0.09989114046934014,2139,,
15,,2139,0.006671585142612457,
,0.0998682900092955,2149,,
15,,2149,0.025125911459326744,
,0.09984326731329456,2159,,
15,,2159,0.012488238513469696,
,0.09981607347131692,2169,,
15,,2169,0.03302943333983421,
15,,2175,,0.026117274537682533
,0.09978670966791647,2179,,
16,,2179,0.01981743983924389,
,0.09975517718216989,2189,,
16,,2189,0.014885970391333103,
,0.09972147738762083,2199,,
16,,2199,0.042186934500932693,
,0.09968561175222017,2209,,
16,,2209,0.032407037913799286,
,0.09964758183826196,2219,,
16,,2219,0.0220432560890913,
,0.09960738930231555,2229,,
16,,2229,0.02729520946741104,
,0.09956503589515321,2239,,
16,,2239,0.013671694323420525,
,0.09952052346167409,2249,,
16,,2249,0.011700519360601902,
,0.09947385394082364,2259,,
16,,2259,0.0179191455245018,
,0.09942502936550932,2269,,
16,,2269,0.019900117069482803,
,0.09937405186251194,2279,,
16,,2279,0.01314511988312006,
,0.09932092365239312,2289,,
16,,2289,0.023859670385718346,
,0.09926564704939843,2299,,
16,,2299,0.022537071257829666,
,0.09920822446135673,2309,,
16,,2309,0.012470527552068233,
16,,2311,,0.026491418480873108
,0.09914865838957516,2319,,
17,,2319,0.02213514782488346,
,0.09908695142873027,2329,,
17,,2329,0.011755218729376793,
,0.09902310626675491,2339,,
17,,2339,0.006632461678236723,
,0.09895712568472126,2349,,
17,,2349,0.013675621710717678,
,0.0988890125567196,2359,,
17,,2359,0.020309897139668465,
,0.09881876984973312,2369,,
17,,2369,0.02960333600640297,
,0.09874640062350874,2379,,
17,,2379,0.015473471954464912,
,0.09867190803042378,2389,,
17,,2389,0.027971850708127022,
,0.09859529531534861,2399,,
17,,2399,0.017438814043998718,
,0.09851656581550539,2409,,
17,,2409,0.03198647499084473,
,0.09843572296032262,2419,,
17,,2419,0.02237744815647602,
,0.09835277027128586,2429,,
17,,2429,0.036743201315402985,
,0.09826771136178421,2439,,
17,,2439,0.02183511294424534,
17,,2447,,0.026902932673692703
,0.09818054993695298,2449,,
18,,2449,0.01802292838692665,
,0.09809128979351232,2459,,
18,,2459,0.012160719372332096,
,0.09799993481960177,2469,,
18,,2469,0.0191841721534729,
,0.09790648899461092,2479,,
18,,2479,0.011814198456704617,
,0.09781095638900612,2489,,
18,,2489,0.017370518296957016,
,0.09771334116415309,2499,,
18,,2499,0.014860780909657478,
,0.0976136475721357,2509,,
18,,2509,0.006894530728459358,
,0.09751187995557074,2519,,
18,,2519,0.017972813919186592,
,0.09740804274741878,2529,,
18,,2529,0.020365701988339424,
,0.09730214047079103,2539,,
18,,2539,0.016693470999598503,
,0.09719417773875232,2549,,
18,,2549,0.007102594710886478,
,0.09708415925412023,2559,,
18,,2559,0.016758877784013748,
,0.0969720898092601,2569,,
18,,2569,0.010587329044938087,
,0.0968579742858764,2579,,
18,,2579,0.014442019164562225,
18,,2583,,0.028186742216348648
,0.09674181765480007,2589,,
19,,2589,0.02770811691880226,
,0.09662362497577191,2599,,
19,,2599,0.019586993381381035,
,0.09650340139722226,2609,,
19,,2609,0.016946064308285713,
,0.09638115215604667,2619,,
19,,2619,0.024971820414066315,
,0.09625688257737788,2629,,
19,,2629,0.014098051935434341,
,0.09613059807435376,2639,,
19,,2639,0.019546598196029663,
,0.09600230414788158,2649,,
19,,2649,0.019914567470550537,
,0.09587200638639831,2659,,
19,,2659,0.01427372545003891,
,0.09573971046562736,2669,,
19,,2669,0.022296611219644547,
,0.09560542214833112,2679,,
19,,2679,0.014405800960958004,
,0.09546914728406011,2689,,
19,,2689,0.03335818648338318,
,0.09533089180889812,2699,,
19,,2699,0.03032485768198967,
,0.09519066174520358,2709,,
19,,2709,0.03062766045331955,
,0.09504846320134738,2719,,
19,,2719,0.02520446665585041,
19,,2719,,0.029401389881968498
,0.0949043023714466,2729,,
20,,2729,0.03267832100391388,
,0.09475818553509485,2739,,
20,,2739,0.04445333033800125,
,0.09461011905708863,2749,,
20,,2749,0.019874313846230507,
,0.09446010938715015,2759,,
20,,2759,0.02240576595067978,
,0.09430816305964636,2769,,
20,,2769,0.03614313527941704,
,0.09415428669330429,2779,,
20,,2779,0.019555144011974335,
,0.0939984869909228,2789,,
20,,2789,0.022352777421474457,
,0.09384077073908054,2799,,
20,,2799,0.008116711862385273,
,0.09368114480784036,2809,,
20,,2809,0.022356553003191948,
,0.09351961615045007,2819,,
20,,2819,0.0173204243183136,
,0.09335619180303954,2829,,
20,,2829,0.027977705001831055,
,0.09319087888431422,2839,,
20,,2839,0.02230667881667614,
,0.09302368459524503,2849,,
20,,2849,0.01136954315006733,
20,,2855,,0.028769319877028465
,0.0928546162187547,2859,,
21,,2859,0.01672697253525257,
,0.09268368111940051,2869,,
21,,2869,0.00862505380064249,
,0.09251088674305356,2879,,
21,,2879,0.017582887783646584,
,0.09233624061657436,2889,,
21,,2889,0.014229276217520237,
,0.09215975034748498,2899,,
21,,2899,0.011291196569800377,
,0.09198142362363769,2909,,
21,,2909,0.02240237221121788,
,0.09180126821288004,2919,,
21,,2919,0.03301854059100151,
,0.09161929196271652,2929,,
21,,2929,0.025111371651291847,
,0.09143550279996678,2939,,
21,,2939,0.012123584747314453,
,0.0912499087304202,2949,,
21,,2949,0.036733075976371765,
,0.09106251783848733,2959,,
21,,2959,0.014952532015740871,
,0.0908733382868476,2969,,
21,,2969,0.016733719035983086,
,0.09068237831609383,2979,,
21,,2979,0.027628378942608833,
,0.09048964624437324,2989,,
21,,2989,0.011901658028364182,
21,,2991,,0.02885981649160385
,0.09029515046702516,2999,,
22,,2999,0.008391613140702248,
,0.09009889945621524,3009,,
22,,3009,0.017145629972219467,
,0.08990090176056653,3019,,
22,,3019,0.0141229797154665,
,0.08970116600478698,3029,,
22,,3029,0.025122569873929024,
,0.08949970088929385,3039,,
22,,3039,0.02101353369653225,
,0.08929651518983468,3049,,
22,,3049,0.028389737010002136,
,0.089091617757105,3059,,
22,,3059,0.01070342492312193,
,0.08888501751636285,3069,,
22,,3069,0.012254237197339535,
,0.08867672346703996,3079,,
22,,3079,0.020209642127156258,
,0.08846674468234976,3089,,
22,,3089,0.03123553842306137,
,0.0882550903088921,3099,,
22,,3099,0.017456255853176117,
,0.08804176956625491,3109,,
22,,3109,0.00741275679320097,
,0.08782679174661259,3119,,
