step,mean,ess,count,resample_fraction
1,0.0013487632,511.3312,1000,0.0
2,0.0020875216,510.79132,1000,0.0
3,0.0027788682,510.0411,1000,0.0
4,0.0036760252,509.2466,1000,0.0
5,0.0019555513,508.2456,1000,0.0
6,0.0008664768,507.14142,1000,0.0
7,0.00031370288,506.0341,1000,0.0
8,0.0019177401,504.99304,1000,0.0
9,0.0019676792,503.83325,1000,0.0
10,0.0027489467,502.71094,1000,0.0
11,0.003102663,501.5375,1000,0.0
12,0.0038065116,500.43115,1000,0.0
13,0.0023031,499.324,1000,0.0
14,0.001277581,498.27087,1000,0.0
15,0.0015153191,497.1409,1000,0.0
16,0.0034674013,496.0284,1000,0.0
17,0.004862887,494.90164,1000,0.0
18,0.005887507,493.74973,1000,0.0
19,0.005061473,492.64932,1000,0.0
20,0.006626071,491.5168,1000,0.0
21,0.0057137404,490.40067,1000,0.0
22,0.006785421,489.37823,1000,0.0
23,0.0064701545,488.33127,1000,0.0
24,0.008120937,487.177,1000,0.0
25,0.008819369,486.13107,1000,0.0
26,0.008966769,485.03418,1000,0.0
27,0.012106596,483.93478,1000,0.0
28,0.014101012,482.8605,1000,0.0
29,0.016429938,481.8035,1000,0.0
30,0.017862946,480.8374,1000,0.0
31,0.017363964,479.81372,1000,0.0
32,0.01891703,478.7706,1000,0.0
33,0.018785486,477.7159,1000,0.0
34,0.020458166,476.6683,1000,0.0
35,0.019178519,475.63635,1000,0.0
36,0.017866986,474.5544,1000,0.0
37,0.016966999,473.52243,1000,0.0
38,0.016788468,472.49106,1000,0.0
39,0.01697511,471.38632,1000,0.0
40,0.01682454,470.37186,1000,0.0
41,0.016955527,469.35452,1000,0.0
42,0.015253494,468.2506,1000,0.0
43,0.014898811,467.26123,1000,0.0
44,0.015996853,466.2328,1000,0.0
45,0.017059313,465.1724,1000,0.0
46,0.019638462,464.12393,1000,0.0
47,0.020305732,463.11237,1000,0.0
48,0.019933414,462.1291,1000,0.0
49,0.01984216,460.9393,1000,0.0
50,0.022115853,459.9595,1000,0.0
