step,mean,ess,count,resample_fraction
1,0.7114201,314.73483,1000,0.181
2,1.3739675,192.28127,1000,0.795
3,2.0684876,218.2934,1000,0.594
4,2.779403,194.17615,1000,0.72
5,3.4766316,205.26045,1000,0.67
6,4.14157,204.68347,1000,0.682
7,4.8406844,197.4522,1000,0.693
8,5.5214896,202.74858,1000,0.669
9,6.2011867,203.53664,1000,0.671
10,6.875397,204.33345,1000,0.675
11,7.5483546,196.32806,1000,0.7
12,8.2203455,200.46797,1000,0.667
13,8.906023,201.09058,1000,0.701
14,9.567112,202.38107,1000,0.678
15,10.2530155,201.23056,1000,0.681
16,10.944954,202.8861,1000,0.685
17,11.629265,200.56937,1000,0.683
18,12.317951,201.06325,1000,0.686
19,12.973766,200.18805,1000,0.685
20,13.665853,205.44061,1000,0.672
21,14.372248,200.10081,1000,0.693
22,15.099415,204.06146,1000,0.678
23,15.794269,200.3029,1000,0.698
24,16.467272,202.35133,1000,0.679
25,17.162724,200.35107,1000,0.672
26,17.834665,198.99948,1000,0.702
27,18.531565,207.97714,1000,0.671
28,19.239582,201.22478,1000,0.702
29,19.953373,203.04514,1000,0.689
30,20.619118,204.40703,1000,0.672
31,21.325739,204.4473,1000,0.684
32,22.01763,202.51709,1000,0.665
33,22.699183,198.63261,1000,0.692
34,23.417131,205.17606,1000,0.669
35,24.112469,196.54713,1000,0.716
36,24.779316,203.0292,1000,0.685
37,25.455229,201.7221,1000,0.697
38,26.150517,199.21132,1000,0.704
39,26.817938,205.90114,1000,0.667
40,27.486584,201.744,1000,0.689
41,28.180422,201.17233,1000,0.685
42,28.86194,203.51358,1000,0.68
43,29.556116,202.40535,1000,0.676
44,30.260954,207.23143,1000,0.673
45,30.967154,203.70407,1000,0.669
46,31.680372,202.99722,1000,0.682
47,32.386387,199.91916,1000,0.691
48,33.06023,204.73715,1000,0.68
49,33.733204,200.55615,1000,0.686
50,34.409546,202.83803,1000,0.697
