epoch,loss,num_batches,batch_size
1,26.27663803100586,32,32
2,-2.843679189682007,32,32
3,-6.657988548278809,32,32
4,-7.274323463439941,32,32
5,-7.756316184997559,32,32
6,-7.98830509185791,32,32
7,-8.064803123474121,32,32
8,-8.191145896911621,32,32
9,-8.350055694580078,32,32
10,-8.443721771240234,32,32
11,-8.543045043945312,32,32
12,-8.6925630569458,32,32
13,-8.576005935668945,32,32
14,-8.673040390014648,32,32
15,-8.733680725097656,32,32
16,-8.775341033935547,32,32
17,-8.798449516296387,32,32
18,-8.895663261413574,32,32
19,-8.851302146911621,32,32
20,-8.961587905883789,32,32
21,-8.890730857849121,32,32
22,-8.953946113586426,32,32
23,-9.062435150146484,32,32
24,-9.125677108764648,32,32
25,-9.146223068237305,32,32
26,-8.985604286193848,32,32
27,-9.127427101135254,32,32
28,-9.14751148223877,32,32
29,-9.24541187286377,32,32
30,-9.09588623046875,32,32
31,-9.315731048583984,32,32
32,-9.29487133026123,32,32
33,-9.371200561523438,32,32
34,-9.316576957702637,32,32
35,-9.33138656616211,32,32
36,-9.39826488494873,32,32
37,-9.397492408752441,32,32
38,-9.379138946533203,32,32
39,-9.511549949645996,32,32
40,-9.328998565673828,32,32
41,-9.47929573059082,32,32
42,-9.396781921386719,32,32
43,-9.470366477966309,32,32
44,-9.453588485717773,32,32
45,-9.547210693359375,32,32
46,-9.598857879638672,32,32
47,-9.591527938842773,32,32
48,-9.577404975891113,32,32
49,-9.607917785644531,32,32
50,-9.427949905395508,32,32
51,-9.566641807556152,32,32
52,-9.485294342041016,32,32
53,-9.602445602416992,32,32
54,-9.590977668762207,32,32
55,-9.63831901550293,32,32
56,-9.589770317077637,32,32
57,-9.624876022338867,32,32
58,-9.660276412963867,32,32
59,-9.666182518005371,32,32
60,-9.667048454284668,32,32
61,-9.664648056030273,32,32
62,-9.683164596557617,32,32
63,-9.727945327758789,32,32
64,-9.660341262817383,32,32
65,-9.69405460357666,32,32
66,-9.597363471984863,32,32
67,-9.597936630249023,32,32
68,-9.722060203552246,32,32
69,-9.663421630859375,32,32
70,-9.682329177856445,32,32
71,-9.662205696105957,32,32
72,-9.7235107421875,32,32
73,-9.643006324768066,32,32
74,-9.587958335876465,32,32
75,-9.62929630279541,32,32
76,-9.63116455078125,32,32
77,-9.725244522094727,32,32
78,-9.781020164489746,32,32
79,-9.733452796936035,32,32
80,-9.662630081176758,32,32
81,-9.852590560913086,32,32
82,-9.792208671569824,32,32
83,-9.73150634765625,32,32
84,-9.706893920898438,32,32
85,-9.8052978515625,32,32
86,-9.769075393676758,32,32
87,-9.757896423339844,32,32
88,-9.757344245910645,32,32
89,-9.77470588684082,32,32
90,-9.817057609558105,32,32
91,-9.572813034057617,32,32
92,-9.78361701965332,32,32
93,-9.807745933532715,32,32
94,-9.845818519592285,32,32
95,-9.806641578674316,32,32
96,-9.79812240600586,32,32
97,-9.761053085327148,32,32
98,-9.740126609802246,32,32
99,-9.722432136535645,32,32
100,-9.7947359085083,32,32
