epoch,loss,num_batches,batch_size
1,12.617859840393066,32,32
2,-6.317197322845459,32,32
3,-7.476573944091797,32,32
4,-7.683285236358643,32,32
5,-7.865728855133057,32,32
6,-8.014266967773438,32,32
7,-8.020709991455078,32,32
8,-8.159646987915039,32,32
9,-8.255369186401367,32,32
10,-8.422045707702637,32,32
11,-8.49856948852539,32,32
12,-8.62315559387207,32,32
13,-8.502297401428223,32,32
14,-8.663914680480957,32,32
15,-8.660164833068848,32,32
16,-8.74805736541748,32,32
17,-8.761279106140137,32,32
18,-8.82217788696289,32,32
19,-8.807637214660645,32,32
20,-8.92805290222168,32,32
21,-8.891244888305664,32,32
22,-8.930317878723145,32,32
23,-9.02492618560791,32,32
24,-9.084013938903809,32,32
25,-9.142311096191406,32,32
26,-9.037863731384277,32,32
27,-9.121156692504883,32,32
28,-9.090203285217285,32,32
29,-9.212499618530273,32,32
30,-9.087623596191406,32,32
31,-9.301762580871582,32,32
32,-9.28380298614502,32,32
33,-9.370461463928223,32,32
34,-9.325704574584961,32,32
35,-9.335662841796875,32,32
36,-9.34831428527832,32,32
37,-9.378485679626465,32,32
38,-9.3864107131958,32,32
39,-9.495265007019043,32,32
40,-9.334330558776855,32,32
41,-9.500869750976562,32,32
42,-9.385663032531738,32,32
43,-9.517001152038574,32,32
44,-9.456811904907227,32,32
45,-9.560587882995605,32,32
46,-9.575928688049316,32,32
47,-9.530523300170898,32,32
48,-9.550392150878906,32,32
49,-9.618803977966309,32,32
50,-9.426029205322266,32,32
51,-9.638566017150879,32,32
52,-9.492012977600098,32,32
53,-9.585046768188477,32,32
54,-9.580087661743164,32,32
55,-9.647257804870605,32,32
56,-9.563056945800781,32,32
57,-9.615318298339844,32,32
58,-9.642308235168457,32,32
59,-9.666728019714355,32,32
60,-9.571818351745605,32,32
61,-9.582186698913574,32,32
62,-9.648700714111328,32,32
63,-9.710638999938965,32,32
64,-9.64419937133789,32,32
65,-9.671425819396973,32,32
66,-9.599910736083984,32,32
67,-9.464741706848145,32,32
68,-9.673174858093262,32,32
69,-9.667573928833008,32,32
70,-9.668627738952637,32,32
71,-9.598572731018066,32,32
72,-9.592902183532715,32,32
73,-9.619059562683105,32,32
74,-9.547118186950684,32,32
75,-9.583433151245117,32,32
76,-9.555157661437988,32,32
77,-9.673431396484375,32,32
78,-9.717581748962402,32,32
79,-9.670166969299316,32,32
80,-9.659424781799316,32,32
81,-9.761735916137695,32,32
82,-9.694563865661621,32,32
83,-9.645245552062988,32,32
84,-9.627108573913574,32,32
85,-9.695428848266602,32,32
86,-9.679427146911621,32,32
87,-9.645170211791992,32,32
88,-9.666763305664062,32,32
89,-9.666735649108887,32,32
90,-9.737410545349121,32,32
91,-9.456330299377441,32,32
92,-9.658649444580078,32,32
93,-9.707210540771484,32,32
94,-9.765666961669922,32,32
95,-9.727750778198242,32,32
96,-9.709280014038086,32,32
97,-9.66976547241211,32,32
98,-9.622416496276855,32,32
99,-9.6024169921875,32,32
100,-9.70105266571045,32,32
