step,mean,std,stderr,count,ess
1,0.35816854,0.6219952,0.01966921559362577,1000,0.0030174693
2,0.7365974,0.9078552,0.028708902577520855,1000,0.0030174693
3,1.1570592,1.130004,0.03573386557989044,1000,0.0030174693
4,1.5703986,1.324216,0.04187538699925012,1000,0.0030174693
5,1.9156866,1.4885463,0.047071965596196634,1000,0.0030174693
6,2.295296,1.6535257,0.052289074135819305,1000,0.0030174693
7,2.761526,1.7759458,0.056160336741805136,1000,0.0030174693
8,3.1994207,1.9258527,0.06090080831997202,1000,0.0030174693
9,3.5986474,2.0688295,0.06542213425774354,1000,0.0030174693
10,3.9677842,2.2111382,0.06992233086597047,1000,0.0030174693
11,4.37062,2.3331926,0.07378202794420557,1000,0.0030174693
12,4.8167777,2.465841,0.07797674081488104,1000,0.0030174693
13,5.2289133,2.5624304,0.08103116352023505,1000,0.0030174693
14,5.6221323,2.61832,0.08279854806017625,1000,0.0030174693
15,6.0196676,2.697722,0.0853094588163633,1000,0.0030174693
16,6.4564433,2.8007512,0.08856752980729414,1000,0.0030174693
17,6.9328413,2.908002,0.09195909443209355,1000,0.0030174693
18,7.435932,2.9543626,0.0934251494755463,1000,0.0030174693
19,7.831112,2.9948092,0.09470418073713169,1000,0.0030174693
20,8.294715,3.1116397,0.09839868830231698,1000,0.0030174693
21,8.711206,3.1949544,0.1010333290949559,1000,0.0030174693
22,9.1262665,3.2438743,0.10258031267483386,1000,0.0030174693
23,9.521404,3.3377886,0.10555014266743484,1000,0.0030174693
24,9.923583,3.412267,0.10790535608752003,1000,0.0030174693
25,10.32548,3.4859676,0.11023597579735563,1000,0.0030174693
26,10.565987,3.543543,0.11205667184102915,1000,0.0030174693
27,10.88409,3.5842257,0.11334316716550451,1000,0.0030174693
28,11.217906,3.6230478,0.11457083210338345,1000,0.0030174693
29,11.5480585,3.6922576,0.11675943859241547,1000,0.0030174693
30,11.868445,3.74994,0.11858351231303314,1000,0.0030174693
31,12.151611,3.7657812,0.11908445648535486,1000,0.0030174693
32,12.45559,3.7983563,0.12011457255874584,1000,0.0030174693
33,12.742397,3.8322303,0.12118576359640405,1000,0.0030174693
34,13.034377,3.8490658,0.12171814730635325,1000,0.0030174693
35,13.283406,3.8815846,0.12274648406778256,1000,0.0030174693
36,13.556275,3.9437153,0.12471122898577511,1000,0.0030174693
37,13.841474,3.9908993,0.12620331777585317,1000,0.0030174693
38,14.106891,4.0345473,0.12758358887227347,1000,0.0030174693
39,14.390123,4.1166697,0.13018052483813183,1000,0.0030174693
40,14.683273,4.1730056,0.1319620232424468,1000,0.0030174693
41,14.947811,4.25213,0.13446415807014503,1000,0.0030174693
42,15.19666,4.304812,0.13613010674935724,1000,0.0030174693
43,15.487613,4.361522,0.13792344210189164,1000,0.0030174693
44,15.78243,4.4061513,0.13933473806577887,1000,0.0030174693
45,16.086292,4.4633703,0.14114416262054277,1000,0.0030174693
46,16.402485,4.5233135,0.14303973301629744,1000,0.0030174693
47,16.708572,4.6114373,0.1458264522054552,1000,0.0030174693
48,16.98469,4.678276,0.1479400787900016,1000,0.0030174693
49,17.303745,4.6978064,0.14855768098767336,1000,0.0030174693
50,17.59897,4.7527986,0.15029668700971774,1000,0.0030174693
