corr,epoch,lr-Adam,step,train_loss,val_loss
,,0.004738291353430291,9,,
,0,,9,0.14787961542606354,
,,0.0072612652676067035,19,,
,0,,19,0.034295663237571716,
,,0.011482300025506945,29,,
,0,,29,0.033143021166324615,
,,0.01724118604844578,39,,
,0,,39,0.038399163633584976,
,,0.024319344538486373,49,,
,0,,49,0.033121079206466675,
-0.00044556098873727024,0,,53,,0.05630867928266525
,,0.03244812364730308,59,,
,1,,59,0.0313396155834198,
,,0.04131899517009691,69,,
,1,,69,0.027799755334854126,
,,0.050595264748552596,79,,
,1,,79,0.027404718101024628,
,,0.05992485112151644,89,,
,1,,89,0.026383856311440468,
,,0.0689536493863167,99,,
,1,,99,0.028974322602152824,
0.07825678586959839,1,,107,,0.03283073753118515
,,0.07733897106749596,109,,
,2,,109,0.027629924938082695,
,,0.08476255087449538,119,,
,2,,119,0.024167941883206367,
,,0.0909426264761734,129,,
,2,,129,0.026408769190311432,
,,0.09564463280373148,139,,
,2,,139,0.02654244937002659,
,,0.09869010497926176,149,,
,2,,149,0.02443981170654297,
,,0.09996345195883216,159,,
,2,,159,0.026101823896169662,
0.08292817324399948,2,,161,,0.02802121266722679
,,0.09988952235883158,169,,
,3,,169,0.02466856874525547,
,,0.09944154354509119,179,,
,3,,179,0.028631584718823433,
,,0.09865224892001707,189,,
,3,,189,0.024347104132175446,
,,0.09752708733908166,199,,
,3,,199,0.02599707618355751,
,,0.09607382629827801,209,,
,3,,209,0.025708412751555443,
0.01856590434908867,3,,215,,0.029322896152734756
,,0.09430249831160464,219,,
,4,,219,0.025644274428486824,
,,0.09222533165211319,229,,
,4,,229,0.024562900885939598,
,,0.08985666593464468,239,,
,4,,239,0.023994015529751778,
,,0.08721285312302468,249,,
,4,,249,0.02362826094031334,
,,0.08431214464510911,259,,
,4,,259,0.025046121329069138,
,,0.0811745653949763,269,,
,4,,269,0.021392852067947388,
0.16785132884979248,4,,269,,0.031195111572742462
,,0.07782177549208494,279,,
,5,,279,0.02503099851310253,
,,0.07427692075173617,289,,
,5,,289,0.02483115717768669,
,,0.07056447289910997,299,,
,5,,299,0.023678762838244438,
,,0.06671006062994951,309,,
,5,,309,0.022580459713935852,
,,0.06274029268415816,319,,
,5,,319,0.02321489341557026,
0.06839276105165482,5,,323,,0.027558136731386185
,,0.058682574153711,329,,
,6,,329,0.02507917955517769,
,,0.05456491729299021,339,,
,6,,339,0.02063269354403019,
,,0.05041574813760566,349,,
,6,,349,0.022519631311297417,
,,0.046263710266697504,359,,
,6,,359,0.021189099177718163,
,,0.042137467063438294,369,,
,6,,369,0.02436176687479019,
0.0704043060541153,6,,377,,0.02788345329463482
,,0.038065503838818716,379,,
,7,,379,0.024369163438677788,
,,0.034075931184745833,389,,
,7,,389,0.023766662925481796,
,,0.03019629091399537,399,,
,7,,399,0.026578716933727264,
,,0.026453365926702055,409,,
,7,,409,0.022178074344992638,
,,0.02287299531596481,419,,
,7,,419,0.02482343465089798,
,,0.01947989598897622,429,,
,7,,429,0.02376420423388481,
0.10818846523761749,7,,431,,0.026558611541986465
,,0.016297492035105336,439,,
,8,,439,0.02308538369834423,
,,0.01334775301888306,449,,
,8,,449,0.022708125412464142,
,,0.010651042314225891,459,,
,8,,459,0.02310527302324772,
,,0.008225976526915469,469,,
,8,,469,0.021647443994879723,
,,0.006089296975803242,479,,
,8,,479,0.021861599758267403,
0.13935399055480957,8,,485,,0.025726864114403725
,,0.004255754119963707,489,,
,9,,489,0.02395220845937729,
,,0.0027380057296470376,499,,
,9,,499,0.022434446960687637,
,,0.0015465295040033534,509,,
,9,,509,0.022222455590963364,
,,0.0006895507388171068,519,,
,9,,519,0.022175900638103485,
,,0.00017298554359429017,529,,
,9,,529,0.021364005282521248,
,,4e-07,539,,
,9,,539,0.020326223224401474,
0.2357342690229416,9,,539,,0.023698244243860245
