epoch,loss,num_batches,batch_size
1,16.507217407226562,32,32
2,-6.104681968688965,32,32
3,-7.44590425491333,32,32
4,-7.673289775848389,32,32
5,-7.8698272705078125,32,32
6,-8.013967514038086,32,32
7,-8.04220962524414,32,32
8,-8.138993263244629,32,32
9,-8.22319221496582,32,32
10,-8.397903442382812,32,32
11,-8.472207069396973,32,32
12,-8.60539722442627,32,32
13,-8.494914054870605,32,32
14,-8.62027359008789,32,32
15,-8.626922607421875,32,32
16,-8.716215133666992,32,32
17,-8.721722602844238,32,32
18,-8.791746139526367,32,32
19,-8.77794075012207,32,32
20,-8.88674259185791,32,32
21,-8.849813461303711,32,32
22,-8.901517868041992,32,32
23,-9.0023193359375,32,32
24,-9.066950798034668,32,32
25,-9.110401153564453,32,32
26,-8.993306159973145,32,32
27,-9.102015495300293,32,32
28,-9.06335163116455,32,32
29,-9.201192855834961,32,32
30,-9.049408912658691,32,32
31,-9.281462669372559,32,32
32,-9.270039558410645,32,32
33,-9.361590385437012,32,32
34,-9.316607475280762,32,32
35,-9.318723678588867,32,32
36,-9.334211349487305,32,32
37,-9.400504112243652,32,32
38,-9.375799179077148,32,32
39,-9.498777389526367,32,32
40,-9.332661628723145,32,32
41,-9.49754810333252,32,32
42,-9.375110626220703,32,32
43,-9.513707160949707,32,32
44,-9.467375755310059,32,32
45,-9.55319881439209,32,32
46,-9.58992862701416,32,32
47,-9.550935745239258,32,32
48,-9.564896583557129,32,32
49,-9.61369514465332,32,32
50,-9.428112030029297,32,32
51,-9.630277633666992,32,32
52,-9.491336822509766,32,32
53,-9.577554702758789,32,32
54,-9.568058013916016,32,32
55,-9.6461763381958,32,32
56,-9.580161094665527,32,32
57,-9.607110977172852,32,32
58,-9.64463996887207,32,32
59,-9.668477058410645,32,32
60,-9.613728523254395,32,32
61,-9.60425853729248,32,32
62,-9.649781227111816,32,32
63,-9.712512969970703,32,32
64,-9.634875297546387,32,32
65,-9.678863525390625,32,32
66,-9.586150169372559,32,32
67,-9.501152992248535,32,32
68,-9.697080612182617,32,32
69,-9.661170959472656,32,32
70,-9.674223899841309,32,32
71,-9.60068130493164,32,32
72,-9.612977027893066,32,32
73,-9.625848770141602,32,32
74,-9.551836967468262,32,32
75,-9.59553050994873,32,32
76,-9.575915336608887,32,32
77,-9.692215919494629,32,32
78,-9.723883628845215,32,32
79,-9.670385360717773,32,32
80,-9.638846397399902,32,32
81,-9.77154541015625,32,32
82,-9.71399974822998,32,32
83,-9.647506713867188,32,32
84,-9.640192985534668,32,32
85,-9.706124305725098,32,32
86,-9.68476390838623,32,32
87,-9.651531219482422,32,32
88,-9.676292419433594,32,32
89,-9.672532081604004,32,32
90,-9.74996280670166,32,32
91,-9.478739738464355,32,32
92,-9.674179077148438,32,32
93,-9.711776733398438,32,32
94,-9.766433715820312,32,32
95,-9.736958503723145,32,32
96,-9.701539993286133,32,32
97,-9.672977447509766,32,32
98,-9.624754905700684,32,32
99,-9.599969863891602,32,32
100,-9.7255220413208,32,32
