step,mean,ess,count,resample_fraction
1,0.31523216,499.3388,1000,0.0
2,0.62383157,451.5609,1000,0.016
3,0.9385422,414.59772,1000,0.031
4,1.2511691,386.16736,1000,0.052
5,1.5267273,367.62897,1000,0.082
6,1.8055066,357.5689,1000,0.077
7,2.11004,346.59518,1000,0.094
8,2.4728496,341.9103,1000,0.119
9,2.7831652,343.24234,1000,0.131
10,3.0980787,347.97122,1000,0.124
11,3.408492,348.9948,1000,0.125
12,3.7368526,351.70303,1000,0.131
13,4.02358,358.03354,1000,0.112
14,4.3187337,356.774,1000,0.116
15,4.6349626,358.7382,1000,0.116
16,4.9754906,359.171,1000,0.093
17,5.3234987,351.766,1000,0.105
18,5.651096,348.74445,1000,0.125
19,5.931453,352.34576,1000,0.117
20,6.2566204,351.8866,1000,0.129
21,6.59165,356.62308,1000,0.128
22,6.925449,360.77014,1000,0.093
23,7.2236676,356.13303,1000,0.108
24,7.539412,353.05194,1000,0.102
25,7.865651,348.93622,1000,0.13
26,8.160854,352.84573,1000,0.131
27,8.502663,355.11942,1000,0.1
28,8.845519,352.24945,1000,0.118
29,9.189439,352.73868,1000,0.127
30,9.51803,356.38696,1000,0.113
31,9.82526,354.93036,1000,0.112
32,10.14893,351.7809,1000,0.128
33,10.458611,354.63733,1000,0.116
34,10.780431,353.2963,1000,0.111
35,11.061067,353.97498,1000,0.1
36,11.352272,350.10638,1000,0.113
37,11.636106,349.87598,1000,0.109
38,11.943284,349.5151,1000,0.13
39,12.264614,350.29797,1000,0.137
40,12.580056,354.89404,1000,0.122
41,12.880312,358.60852,1000,0.108
42,13.153926,357.70816,1000,0.106
43,13.46664,354.7811,1000,0.124
44,13.789767,357.39194,1000,0.102
45,14.098471,354.6644,1000,0.095
46,14.421049,347.4949,1000,0.119
47,14.737537,350.15417,1000,0.123
48,15.037925,354.0022,1000,0.11
49,15.369515,352.1918,1000,0.118
50,15.69907,352.81735,1000,0.12
