Time,MutualInformation,Variance,Count,SEM,n_particles,gain,kappa,tau
3.71,0.56066656,1.0057019,2048,0.022159996,1024,1.1707317073170733,100.0,2.0
3.72,0.5621319,1.0081195,2048,0.022186615,1024,1.1707317073170733,100.0,2.0
3.73,0.5635652,1.0081686,2048,0.022187155,1024,1.1707317073170733,100.0,2.0
3.74,0.5655341,1.0121903,2048,0.022231365,1024,1.1707317073170733,100.0,2.0
3.75,0.56835574,1.0172164,2048,0.022286491,1024,1.1707317073170733,100.0,2.0
3.7600000000000002,0.56963193,1.0223517,2048,0.022342676,1024,1.1707317073170733,100.0,2.0
3.77,0.57082623,1.0234764,2048,0.022354962,1024,1.1707317073170733,100.0,2.0
3.7800000000000002,0.57197726,1.0257144,2048,0.02237939,1024,1.1707317073170733,100.0,2.0
3.79,0.5727606,1.023995,2048,0.022360625,1024,1.1707317073170733,100.0,2.0
3.8000000000000003,0.57597727,1.0255761,2048,0.022377882,1024,1.1707317073170733,100.0,2.0
3.81,0.57825905,1.0304623,2048,0.022431126,1024,1.1707317073170733,100.0,2.0
3.8200000000000003,0.58028746,1.0296292,2048,0.022422057,1024,1.1707317073170733,100.0,2.0
3.83,0.5822414,1.0331665,2048,0.022460539,1024,1.1707317073170733,100.0,2.0
3.84,0.5842505,1.0314724,2048,0.022442117,1024,1.1707317073170733,100.0,2.0
3.85,0.5870342,1.029993,2048,0.022426018,1024,1.1707317073170733,100.0,2.0
3.86,0.58783203,1.0333303,2048,0.02246232,1024,1.1707317073170733,100.0,2.0
3.87,0.5906376,1.0350387,2048,0.02248088,1024,1.1707317073170733,100.0,2.0
3.88,0.59382975,1.0372374,2048,0.022504745,1024,1.1707317073170733,100.0,2.0
3.89,0.59309876,1.0404778,2048,0.02253987,1024,1.1707317073170733,100.0,2.0
3.9,0.5942254,1.0461031,2048,0.02260072,1024,1.1707317073170733,100.0,2.0
3.91,0.59642637,1.0478594,2048,0.022619683,1024,1.1707317073170733,100.0,2.0
3.92,0.5993229,1.0429684,2048,0.022566833,1024,1.1707317073170733,100.0,2.0
3.93,0.6004207,1.0438278,2048,0.022576127,1024,1.1707317073170733,100.0,2.0
3.94,0.6027123,1.0432013,2048,0.022569353,1024,1.1707317073170733,100.0,2.0
3.95,0.60459024,1.0449609,2048,0.022588378,1024,1.1707317073170733,100.0,2.0
3.96,0.6050445,1.043825,2048,0.022576097,1024,1.1707317073170733,100.0,2.0
3.97,0.60698855,1.0456574,2048,0.022595905,1024,1.1707317073170733,100.0,2.0
3.98,0.6102327,1.0502328,2048,0.022645285,1024,1.1707317073170733,100.0,2.0
3.99,0.61144036,1.0481,2048,0.02262228,1024,1.1707317073170733,100.0,2.0
4.0,0.6128538,1.0489849,2048,0.022631828,1024,1.1707317073170733,100.0,2.0
4.01,0.6139826,1.0564288,2048,0.022711987,1024,1.1707317073170733,100.0,2.0
4.0200000000000005,0.61564934,1.0620468,2048,0.022772297,1024,1.1707317073170733,100.0,2.0
4.03,0.6188904,1.0648533,2048,0.022802366,1024,1.1707317073170733,100.0,2.0
4.04,0.6207359,1.0687221,2048,0.022843752,1024,1.1707317073170733,100.0,2.0
4.05,0.6218562,1.0693659,2048,0.02285063,1024,1.1707317073170733,100.0,2.0
4.0600000000000005,0.6226107,1.0726739,2048,0.022885947,1024,1.1707317073170733,100.0,2.0
4.07,0.6258347,1.0805768,2048,0.022970097,1024,1.1707317073170733,100.0,2.0
4.08,0.6264595,1.0819454,2048,0.022984639,1024,1.1707317073170733,100.0,2.0
4.09,0.62711525,1.0824182,2048,0.02298966,1024,1.1707317073170733,100.0,2.0
4.1,0.6272965,1.0858202,2048,0.02302576,1024,1.1707317073170733,100.0,2.0
4.11,0.6288553,1.08847,2048,0.023053838,1024,1.1707317073170733,100.0,2.0
4.12,0.6307296,1.0940783,2048,0.023113154,1024,1.1707317073170733,100.0,2.0
4.13,0.6320435,1.0995924,2048,0.023171326,1024,1.1707317073170733,100.0,2.0
4.14,0.63360643,1.1026393,2048,0.023203406,1024,1.1707317073170733,100.0,2.0
4.15,0.63645303,1.1028788,2048,0.023205927,1024,1.1707317073170733,100.0,2.0
4.16,0.6404455,1.1097591,2048,0.0232782,1024,1.1707317073170733,100.0,2.0
4.17,0.64180076,1.1163839,2048,0.023347577,1024,1.1707317073170733,100.0,2.0
4.18,0.64445305,1.1260216,2048,0.02344814,1024,1.1707317073170733,100.0,2.0
4.19,0.6466729,1.1251853,2048,0.02343943,1024,1.1707317073170733,100.0,2.0
4.2,0.6471497,1.1287358,2048,0.023476383,1024,1.1707317073170733,100.0,2.0
4.21,0.64758563,1.1330011,2048,0.023520697,1024,1.1707317073170733,100.0,2.0
4.22,0.6477078,1.133683,2048,0.023527773,1024,1.1707317073170733,100.0,2.0
4.23,0.6491989,1.1355816,2048,0.023547467,1024,1.1707317073170733,100.0,2.0
4.24,0.6505369,1.1362995,2048,0.023554908,1024,1.1707317073170733,100.0,2.0
4.25,0.65075934,1.1385212,2048,0.023577925,1024,1.1707317073170733,100.0,2.0
4.26,0.6524273,1.1435162,2048,0.023629589,1024,1.1707317073170733,100.0,2.0
4.2700000000000005,0.6523886,1.1476561,2048,0.023672324,1024,1.1707317073170733,100.0,2.0
4.28,0.6531629,1.1527202,2048,0.023724495,1024,1.1707317073170733,100.0,2.0
4.29,0.65414727,1.152261,2048,0.023719769,1024,1.1707317073170733,100.0,2.0
4.3,0.6568837,1.1582707,2048,0.023781545,1024,1.1707317073170733,100.0,2.0
4.3100000000000005,0.6570983,1.1645464,2048,0.023845883,1024,1.1707317073170733,100.0,2.0
4.32,0.6597941,1.1632612,2048,0.023832722,1024,1.1707317073170733,100.0,2.0
4.33,0.6611339,1.1653463,2048,0.023854071,1024,1.1707317073170733,100.0,2.0
4.34,0.6606041,1.1731181,2048,0.023933483,1024,1.1707317073170733,100.0,2.0
4.3500000000000005,0.6632229,1.1745757,2048,0.023948345,1024,1.1707317073170733,100.0,2.0
4.36,0.6653801,1.1820544,2048,0.024024466,1024,1.1707317073170733,100.0,2.0
4.37,0.66522455,1.18682,2048,0.024072846,1024,1.1707317073170733,100.0,2.0
4.38,0.6661812,1.1902213,2048,0.024107317,1024,1.1707317073170733,100.0,2.0
4.39,0.66622794,1.1932487,2048,0.024137957,1024,1.1707317073170733,100.0,2.0
4.4,0.6688528,1.1969863,2048,0.024175731,1024,1.1707317073170733,100.0,2.0
4.41,0.6708392,1.1963843,2048,0.024169652,1024,1.1707317073170733,100.0,2.0
4.42,0.6702801,1.2006905,2048,0.02421311,1024,1.1707317073170733,100.0,2.0
4.43,0.6728047,1.2055392,2048,0.02426195,1024,1.1707317073170733,100.0,2.0
4.44,0.67233306,1.2104638,2048,0.024311453,1024,1.1707317073170733,100.0,2.0
4.45,0.6736828,1.2112138,2048,0.024318984,1024,1.1707317073170733,100.0,2.0
4.46,0.67613757,1.2164035,2048,0.024371028,1024,1.1707317073170733,100.0,2.0
4.47,0.67787886,1.2208914,2048,0.024415946,1024,1.1707317073170733,100.0,2.0
4.48,0.6791839,1.2265747,2048,0.024472708,1024,1.1707317073170733,100.0,2.0
4.49,0.6808098,1.2329307,2048,0.024536034,1024,1.1707317073170733,100.0,2.0
4.5,0.6831401,1.2364941,2048,0.024571465,1024,1.1707317073170733,100.0,2.0
4.51,0.68278885,1.2423723,2048,0.024629802,1024,1.1707317073170733,100.0,2.0
4.5200000000000005,0.68483055,1.24487,2048,0.024654547,1024,1.1707317073170733,100.0,2.0
4.53,0.689285,1.2453547,2048,0.024659345,1024,1.1707317073170733,100.0,2.0
4.54,0.69167733,1.2522178,2048,0.024727201,1024,1.1707317073170733,100.0,2.0
4.55,0.6934616,1.249756,2048,0.024702882,1024,1.1707317073170733,100.0,2.0
4.5600000000000005,0.69627166,1.2557924,2048,0.024762468,1024,1.1707317073170733,100.0,2.0
4.57,0.69696474,1.2625481,2048,0.024828987,1024,1.1707317073170733,100.0,2.0
4.58,0.6981233,1.2642031,2048,0.024845254,1024,1.1707317073170733,100.0,2.0
4.59,0.6966747,1.2695069,2048,0.024897318,1024,1.1707317073170733,100.0,2.0
4.6000000000000005,0.69841313,1.2773778,2048,0.02497438,1024,1.1707317073170733,100.0,2.0
4.61,0.69923484,1.2810988,2048,0.02501073,1024,1.1707317073170733,100.0,2.0
4.62,0.70146525,1.2841969,2048,0.02504095,1024,1.1707317073170733,100.0,2.0
4.63,0.70182246,1.2845411,2048,0.025044307,1024,1.1707317073170733,100.0,2.0
4.64,0.70440733,1.2812445,2048,0.02501215,1024,1.1707317073170733,100.0,2.0
4.65,0.70814455,1.2806611,2048,0.025006454,1024,1.1707317073170733,100.0,2.0
4.66,0.71126163,1.2808304,2048,0.025008108,1024,1.1707317073170733,100.0,2.0
4.67,0.71397537,1.287622,2048,0.025074324,1024,1.1707317073170733,100.0,2.0
4.68,0.71549,1.2906432,2048,0.025103722,1024,1.1707317073170733,100.0,2.0
4.69,0.716395,1.294034,2048,0.025136678,1024,1.1707317073170733,100.0,2.0
4.7,0.71852076,1.2907069,2048,0.025104342,1024,1.1707317073170733,100.0,2.0
4.71,0.71767443,1.2913439,2048,0.025110535,1024,1.1707317073170733,100.0,2.0
4.72,0.7210511,1.2878954,2048,0.025076985,1024,1.1707317073170733,100.0,2.0
4.73,0.72186965,1.2932689,2048,0.025129246,1024,1.1707317073170733,100.0,2.0
4.74,0.7226291,1.2913098,2048,0.025110204,1024,1.1707317073170733,100.0,2.0
4.75,0.72376597,1.2970991,2048,0.02516643,1024,1.1707317073170733,100.0,2.0
4.76,0.7259048,1.2980022,2048,0.02517519,1024,1.1707317073170733,100.0,2.0
4.7700000000000005,0.72753406,1.3066344,2048,0.025258763,1024,1.1707317073170733,100.0,2.0
4.78,0.7292371,1.3091116,2048,0.025282694,1024,1.1707317073170733,100.0,2.0
4.79,0.73315907,1.3116655,2048,0.025307344,1024,1.1707317073170733,100.0,2.0
4.8,0.73558384,1.3076228,2048,0.025268314,1024,1.1707317073170733,100.0,2.0
4.8100000000000005,0.73963743,1.3128796,2048,0.025319053,1024,1.1707317073170733,100.0,2.0
4.82,0.7420776,1.3153862,2048,0.025343211,1024,1.1707317073170733,100.0,2.0
4.83,0.742891,1.3165052,2048,0.02535399,1024,1.1707317073170733,100.0,2.0
4.84,0.746815,1.3184004,2048,0.025372233,1024,1.1707317073170733,100.0,2.0
4.8500000000000005,0.74600136,1.3202919,2048,0.025390428,1024,1.1707317073170733,100.0,2.0
4.86,0.7466475,1.3225887,2048,0.025412502,1024,1.1707317073170733,100.0,2.0
4.87,0.7504171,1.3222141,2048,0.025408903,1024,1.1707317073170733,100.0,2.0
4.88,0.7534534,1.3251697,2048,0.025437286,1024,1.1707317073170733,100.0,2.0
4.89,0.7555069,1.3272674,2048,0.025457412,1024,1.1707317073170733,100.0,2.0
4.9,0.7573751,1.3248322,2048,0.025434047,1024,1.1707317073170733,100.0,2.0
4.91,0.75786805,1.3278182,2048,0.025462693,1024,1.1707317073170733,100.0,2.0
4.92,0.7600442,1.3285058,2048,0.025469285,1024,1.1707317073170733,100.0,2.0
4.93,0.7624979,1.3309749,2048,0.025492942,1024,1.1707317073170733,100.0,2.0
4.94,0.76683354,1.3278234,2048,0.025462743,1024,1.1707317073170733,100.0,2.0
4.95,0.7661764,1.3315976,2048,0.025498904,1024,1.1707317073170733,100.0,2.0
4.96,0.7687702,1.3250979,2048,0.025436597,1024,1.1707317073170733,100.0,2.0
4.97,0.7727928,1.3290974,2048,0.025474954,1024,1.1707317073170733,100.0,2.0
4.98,0.77552074,1.3330815,2048,0.025513109,1024,1.1707317073170733,100.0,2.0
4.99,0.7767224,1.3314348,2048,0.025497347,1024,1.1707317073170733,100.0,2.0
5.0,0.77944005,1.3371048,2048,0.02555158,1024,1.1707317073170733,100.0,2.0
0.01,0.003658662,0.0040133097,2048,0.0013998657,1024,1.2682926829268293,100.0,2.0
0.02,0.008946534,0.008545456,2048,0.002042691,1024,1.2682926829268293,100.0,2.0
0.03,0.009246694,0.01276836,2048,0.0024969082,1024,1.2682926829268293,100.0,2.0
0.04,0.011400353,0.01672669,2048,0.002857854,1024,1.2682926829268293,100.0,2.0
0.05,0.012450422,0.01989447,2048,0.0031167446,1024,1.2682926829268293,100.0,2.0
0.06,0.01638343,0.022967953,2048,0.0033488537,1024,1.2682926829268293,100.0,2.0
0.07,0.019614697,0.027300384,2048,0.0036510637,1024,1.2682926829268293,100.0,2.0
0.08,0.021484923,0.03125041,2048,0.0039062756,1024,1.2682926829268293,100.0,2.0
0.09,0.025275145,0.035831444,2048,0.0041828007,1024,1.2682926829268293,100.0,2.0
0.1,0.027096184,0.038833596,2048,0.0043545053,1024,1.2682926829268293,100.0,2.0
0.11,0.026279263,0.04329319,2048,0.0045977444,1024,1.2682926829268293,100.0,2.0
0.12,0.028680447,0.044936582,2048,0.004684196,1024,1.2682926829268293,100.0,2.0
0.13,0.030628398,0.04713934,2048,0.00479763,1024,1.2682926829268293,100.0,2.0
0.14,0.031603817,0.05061999,2048,0.0049715987,1024,1.2682926829268293,100.0,2.0
0.15,0.032999676,0.05649835,2048,0.005252341,1024,1.2682926829268293,100.0,2.0
0.16,0.038336404,0.059384402,2048,0.0053848205,1024,1.2682926829268293,100.0,2.0
0.17,0.040709473,0.062080882,2048,0.005505718,1024,1.2682926829268293,100.0,2.0
0.18,0.043558978,0.06816693,2048,0.0057692835,1024,1.2682926829268293,100.0,2.0
0.19,0.0458382,0.07016161,2048,0.0058530844,1024,1.2682926829268293,100.0,2.0
0.2,0.048275534,0.072715744,2048,0.005958669,1024,1.2682926829268293,100.0,2.0
0.21,0.04885599,0.076647654,2048,0.0061176475,1024,1.2682926829268293,100.0,2.0
0.22,0.050152544,0.07853767,2048,0.0061926143,1024,1.2682926829268293,100.0,2.0
0.23,0.053212315,0.08080968,2048,0.0062815486,1024,1.2682926829268293,100.0,2.0
0.24,0.05356972,0.08377138,2048,0.006395623,1024,1.2682926829268293,100.0,2.0
0.25,0.056332592,0.08955249,2048,0.0066126245,1024,1.2682926829268293,100.0,2.0
0.26,0.0586363,0.09088558,2048,0.006661661,1024,1.2682926829268293,100.0,2.0
0.27,0.05976374,0.0943104,2048,0.0067860154,1024,1.2682926829268293,100.0,2.0
0.28,0.061342284,0.099480994,2048,0.0069695557,1024,1.2682926829268293,100.0,2.0
0.29,0.06197871,0.102222465,2048,0.0070649353,1024,1.2682926829268293,100.0,2.0
0.3,0.0638262,0.10613048,2048,0.007198717,1024,1.2682926829268293,100.0,2.0
0.31,0.06547026,0.10983553,2048,0.0073232935,1024,1.2682926829268293,100.0,2.0
0.32,0.06867132,0.11390202,2048,0.0074576284,1024,1.2682926829268293,100.0,2.0
0.33,0.071840376,0.11667201,2048,0.007547765,1024,1.2682926829268293,100.0,2.0
0.34,0.07222894,0.12094467,2048,0.0076847263,1024,1.2682926829268293,100.0,2.0
0.35000000000000003,0.072993256,0.122838005,2048,0.007744643,1024,1.2682926829268293,100.0,2.0
0.36,0.076007426,0.12712729,2048,0.0078786975,1024,1.2682926829268293,100.0,2.0
0.37,0.07812679,0.1315203,2048,0.008013669,1024,1.2682926829268293,100.0,2.0
0.38,0.08129814,0.13352484,2048,0.008074508,1024,1.2682926829268293,100.0,2.0
0.39,0.083389975,0.13600409,2048,0.008149126,1024,1.2682926829268293,100.0,2.0
0.4,0.085389584,0.13972385,2048,0.008259814,1024,1.2682926829268293,100.0,2.0
0.41000000000000003,0.08742401,0.14309509,2048,0.008358867,1024,1.2682926829268293,100.0,2.0
0.42,0.09047223,0.145005,2048,0.008414465,1024,1.2682926829268293,100.0,2.0
0.43,0.092885755,0.1481137,2048,0.008504184,1024,1.2682926829268293,100.0,2.0
0.44,0.09428122,0.15249828,2048,0.0086291395,1024,1.2682926829268293,100.0,2.0
0.45,0.09803253,0.15827341,2048,0.008791015,1024,1.2682926829268293,100.0,2.0
0.46,0.100126944,0.16346654,2048,0.008934072,1024,1.2682926829268293,100.0,2.0
0.47000000000000003,0.104221985,0.16529232,2048,0.008983826,1024,1.2682926829268293,100.0,2.0
0.48,0.10603158,0.17133516,2048,0.00914657,1024,1.2682926829268293,100.0,2.0
0.49,0.108514056,0.17285287,2048,0.0091869915,1024,1.2682926829268293,100.0,2.0
0.5,0.10841662,0.17827837,2048,0.0093300585,1024,1.2682926829268293,100.0,2.0
0.51,0.11165109,0.18595158,2048,0.009528728,1024,1.2682926829268293,100.0,2.0
0.52,0.11397463,0.18768618,2048,0.0095730685,1024,1.2682926829268293,100.0,2.0
0.53,0.116130926,0.19147679,2048,0.009669256,1024,1.2682926829268293,100.0,2.0
0.54,0.11701169,0.19464755,2048,0.009748987,1024,1.2682926829268293,100.0,2.0
0.55,0.11889997,0.19604197,2048,0.009783844,1024,1.2682926829268293,100.0,2.0
0.56,0.12091328,0.1972413,2048,0.009813727,1024,1.2682926829268293,100.0,2.0
0.5700000000000001,0.12179263,0.19848478,2048,0.009844612,1024,1.2682926829268293,100.0,2.0
0.58,0.12222214,0.20269011,2048,0.009948356,1024,1.2682926829268293,100.0,2.0
0.59,0.12323779,0.20548496,2048,0.010016709,1024,1.2682926829268293,100.0,2.0
0.6,0.12462483,0.20801942,2048,0.010078292,1024,1.2682926829268293,100.0,2.0
0.61,0.12530178,0.21140906,2048,0.010160073,1024,1.2682926829268293,100.0,2.0
0.62,0.12886813,0.21381381,2048,0.010217695,1024,1.2682926829268293,100.0,2.0
0.63,0.13078743,0.21486357,2048,0.010242746,1024,1.2682926829268293,100.0,2.0
0.64,0.13425313,0.21693963,2048,0.010292111,1024,1.2682926829268293,100.0,2.0
0.65,0.13699701,0.22165011,2048,0.010403249,1024,1.2682926829268293,100.0,2.0
0.66,0.13888173,0.22462764,2048,0.010472892,1024,1.2682926829268293,100.0,2.0
0.67,0.13796076,0.22903432,2048,0.01057512,1024,1.2682926829268293,100.0,2.0
0.68,0.14029431,0.23082957,2048,0.010616485,1024,1.2682926829268293,100.0,2.0
0.6900000000000001,0.14318818,0.2323391,2048,0.010651142,1024,1.2682926829268293,100.0,2.0
0.7000000000000001,0.14364663,0.23396344,2048,0.01068831,1024,1.2682926829268293,100.0,2.0
0.71,0.14544192,0.2391047,2048,0.010805108,1024,1.2682926829268293,100.0,2.0
0.72,0.14713344,0.24174453,2048,0.01086459,1024,1.2682926829268293,100.0,2.0
0.73,0.150708,0.24474186,2048,0.010931737,1024,1.2682926829268293,100.0,2.0
0.74,0.15103456,0.24783024,2048,0.011000494,1024,1.2682926829268293,100.0,2.0
0.75,0.15163484,0.25153968,2048,0.011082513,1024,1.2682926829268293,100.0,2.0
0.76,0.15216835,0.2538919,2048,0.011134211,1024,1.2682926829268293,100.0,2.0
0.77,0.15346292,0.2541477,2048,0.0111398185,1024,1.2682926829268293,100.0,2.0
0.78,0.15356345,0.25663114,2048,0.011194114,1024,1.2682926829268293,100.0,2.0
0.79,0.15504521,0.26081204,2048,0.01128493,1024,1.2682926829268293,100.0,2.0
0.8,0.1566293,0.26239777,2048,0.011319183,1024,1.2682926829268293,100.0,2.0
0.81,0.1603564,0.26459417,2048,0.011366459,1024,1.2682926829268293,100.0,2.0
0.8200000000000001,0.16155419,0.26809776,2048,0.011441465,1024,1.2682926829268293,100.0,2.0
0.8300000000000001,0.16445488,0.2727098,2048,0.011539457,1024,1.2682926829268293,100.0,2.0
0.84,0.16813758,0.27503067,2048,0.011588456,1024,1.2682926829268293,100.0,2.0
0.85,0.17039585,0.27688038,2048,0.01162736,1024,1.2682926829268293,100.0,2.0
0.86,0.17443332,0.27795961,2048,0.011649999,1024,1.2682926829268293,100.0,2.0
0.87,0.17681079,0.28372848,2048,0.011770272,1024,1.2682926829268293,100.0,2.0
0.88,0.17949417,0.28544655,2048,0.011805855,1024,1.2682926829268293,100.0,2.0
0.89,0.18391019,0.28761986,2048,0.011850713,1024,1.2682926829268293,100.0,2.0
0.9,0.18663344,0.28679118,2048,0.011833628,1024,1.2682926829268293,100.0,2.0
0.91,0.18960431,0.2882332,2048,0.011863342,1024,1.2682926829268293,100.0,2.0
0.92,0.19127786,0.2916573,2048,0.0119336,1024,1.2682926829268293,100.0,2.0
0.93,0.19387047,0.29605198,2048,0.0120231705,1024,1.2682926829268293,100.0,2.0
0.9400000000000001,0.19656107,0.29793987,2048,0.012061445,1024,1.2682926829268293,100.0,2.0
0.9500000000000001,0.19798821,0.30244088,2048,0.01215221,1024,1.2682926829268293,100.0,2.0
0.96,0.1983781,0.30551684,2048,0.01221385,1024,1.2682926829268293,100.0,2.0
0.97,0.20105186,0.30504966,2048,0.012204508,1024,1.2682926829268293,100.0,2.0
0.98,0.2020789,0.30640203,2048,0.012231532,1024,1.2682926829268293,100.0,2.0
0.99,0.20306303,0.30715358,2048,0.012246523,1024,1.2682926829268293,100.0,2.0
1.0,0.20627883,0.30682525,2048,0.012239976,1024,1.2682926829268293,100.0,2.0
1.01,0.21151514,0.30496508,2048,0.012202816,1024,1.2682926829268293,100.0,2.0
1.02,0.21402441,0.3078249,2048,0.0122599,1024,1.2682926829268293,100.0,2.0
1.03,0.21452448,0.31129268,2048,0.012328763,1024,1.2682926829268293,100.0,2.0
1.04,0.2156963,0.31404245,2048,0.012383095,1024,1.2682926829268293,100.0,2.0
1.05,0.21732387,0.32067353,2048,0.012513148,1024,1.2682926829268293,100.0,2.0
1.06,0.21850105,0.32365823,2048,0.012571246,1024,1.2682926829268293,100.0,2.0
1.07,0.2213216,0.32342684,2048,0.012566753,1024,1.2682926829268293,100.0,2.0
1.08,0.22315119,0.32642996,2048,0.01262496,1024,1.2682926829268293,100.0,2.0
1.09,0.2232619,0.32856452,2048,0.012666171,1024,1.2682926829268293,100.0,2.0
1.1,0.22510897,0.33300555,2048,0.012751485,1024,1.2682926829268293,100.0,2.0
1.11,0.22618797,0.33524036,2048,0.012794201,1024,1.2682926829268293,100.0,2.0
1.12,0.22921993,0.3445937,2048,0.012971455,1024,1.2682926829268293,100.0,2.0
1.1300000000000001,0.23077917,0.34767565,2048,0.013029332,1024,1.2682926829268293,100.0,2.0
1.1400000000000001,0.23180029,0.35128433,2048,0.013096776,1024,1.2682926829268293,100.0,2.0
1.1500000000000001,0.23504229,0.35387206,2048,0.013144926,1024,1.2682926829268293,100.0,2.0
1.16,0.23545344,0.35780033,2048,0.013217685,1024,1.2682926829268293,100.0,2.0
1.17,0.23508343,0.36114645,2048,0.013279347,1024,1.2682926829268293,100.0,2.0
1.18,0.23595098,0.36587816,2048,0.013366056,1024,1.2682926829268293,100.0,2.0
1.19,0.23625806,0.37088597,2048,0.013457216,1024,1.2682926829268293,100.0,2.0
1.2,0.23617488,0.37464866,2048,0.013525306,1024,1.2682926829268293,100.0,2.0
1.21,0.23784898,0.37586358,2048,0.013547219,1024,1.2682926829268293,100.0,2.0
1.22,0.24212514,0.3807525,2048,0.013635039,1024,1.2682926829268293,100.0,2.0
1.23,0.243231,0.38439053,2048,0.013700025,1024,1.2682926829268293,100.0,2.0
1.24,0.2455596,0.39126158,2048,0.013821928,1024,1.2682926829268293,100.0,2.0
1.25,0.24955148,0.39514044,2048,0.013890272,1024,1.2682926829268293,100.0,2.0
1.26,0.2504781,0.3975069,2048,0.013931804,1024,1.2682926829268293,100.0,2.0
1.27,0.25340185,0.40330863,2048,0.014033105,1024,1.2682926829268293,100.0,2.0
1.28,0.25681213,0.40594044,2048,0.014078817,1024,1.2682926829268293,100.0,2.0
1.29,0.25739643,0.40771067,2048,0.014109482,1024,1.2682926829268293,100.0,2.0
1.3,0.25757453,0.4124747,2048,0.014191676,1024,1.2682926829268293,100.0,2.0
1.31,0.25976485,0.41293535,2048,0.014199598,1024,1.2682926829268293,100.0,2.0
1.32,0.2602474,0.41568315,2048,0.014246765,1024,1.2682926829268293,100.0,2.0
1.33,0.26226655,0.4190487,2048,0.014304322,1024,1.2682926829268293,100.0,2.0
1.34,0.2632159,0.42422187,2048,0.014392344,1024,1.2682926829268293,100.0,2.0
1.35,0.26540923,0.42494574,2048,0.014404618,1024,1.2682926829268293,100.0,2.0
1.36,0.2670303,0.42819008,2048,0.014459502,1024,1.2682926829268293,100.0,2.0
1.37,0.26901057,0.43000278,2048,0.014490075,1024,1.2682926829268293,100.0,2.0
1.3800000000000001,0.2706532,0.42861214,2048,0.014466627,1024,1.2682926829268293,100.0,2.0
1.3900000000000001,0.27263576,0.43123376,2048,0.014510802,1024,1.2682926829268293,100.0,2.0
1.4000000000000001,0.27613628,0.43600708,2048,0.01459089,1024,1.2682926829268293,100.0,2.0
1.41,0.27820575,0.43858612,2048,0.014633981,1024,1.2682926829268293,100.0,2.0
1.42,0.28113434,0.44039693,2048,0.014664159,1024,1.2682926829268293,100.0,2.0
1.43,0.2828437,0.44418478,2048,0.014727088,1024,1.2682926829268293,100.0,2.0
1.44,0.28512627,0.44153696,2048,0.014683127,1024,1.2682926829268293,100.0,2.0
1.45,0.28768396,0.44615483,2048,0.01475971,1024,1.2682926829268293,100.0,2.0
1.46,0.28713077,0.44896364,2048,0.014806097,1024,1.2682926829268293,100.0,2.0
1.47,0.28950566,0.4514233,2048,0.0148466,1024,1.2682926829268293,100.0,2.0
1.48,0.29169092,0.45432138,2048,0.014894181,1024,1.2682926829268293,100.0,2.0
1.49,0.2938617,0.4582187,2048,0.014957927,1024,1.2682926829268293,100.0,2.0
1.5,0.29506958,0.45909488,2048,0.014972222,1024,1.2682926829268293,100.0,2.0
1.51,0.29431993,0.46687463,2048,0.015098548,1024,1.2682926829268293,100.0,2.0
1.52,0.295019,0.46996224,2048,0.015148391,1024,1.2682926829268293,100.0,2.0
1.53,0.29738224,0.4724311,2048,0.015188129,1024,1.2682926829268293,100.0,2.0
1.54,0.30100918,0.47529536,2048,0.015234101,1024,1.2682926829268293,100.0,2.0
1.55,0.30232492,0.4773136,2048,0.01526641,1024,1.2682926829268293,100.0,2.0
1.56,0.30581212,0.4813753,2048,0.015331227,1024,1.2682926829268293,100.0,2.0
1.57,0.30423787,0.48547164,2048,0.015396321,1024,1.2682926829268293,100.0,2.0
1.58,0.30575556,0.48483235,2048,0.01538618,1024,1.2682926829268293,100.0,2.0
1.59,0.3066643,0.48855343,2048,0.015445112,1024,1.2682926829268293,100.0,2.0
1.6,0.30777913,0.4912209,2048,0.015487219,1024,1.2682926829268293,100.0,2.0
1.61,0.30712909,0.49470776,2048,0.015542089,1024,1.2682926829268293,100.0,2.0
1.62,0.3103842,0.49966994,2048,0.015619842,1024,1.2682926829268293,100.0,2.0
1.6300000000000001,0.31195864,0.50137055,2048,0.0156464,1024,1.2682926829268293,100.0,2.0
1.6400000000000001,0.3133133,0.50637364,2048,0.015724273,1024,1.2682926829268293,100.0,2.0
1.6500000000000001,0.31458488,0.50642097,2048,0.015725007,1024,1.2682926829268293,100.0,2.0
1.6600000000000001,0.3148424,0.51249874,2048,0.015819088,1024,1.2682926829268293,100.0,2.0
1.67,0.3182863,0.5142038,2048,0.01584538,1024,1.2682926829268293,100.0,2.0
1.68,0.31782746,0.520586,2048,0.015943412,1024,1.2682926829268293,100.0,2.0
1.69,0.32062155,0.5246644,2048,0.016005743,1024,1.2682926829268293,100.0,2.0
1.7,0.3211006,0.5284675,2048,0.016063647,1024,1.2682926829268293,100.0,2.0
1.71,0.32193616,0.530907,2048,0.01610068,1024,1.2682926829268293,100.0,2.0
1.72,0.32062727,0.5309957,2048,0.016102027,1024,1.2682926829268293,100.0,2.0
1.73,0.32015306,0.5401375,2048,0.016240044,1024,1.2682926829268293,100.0,2.0
1.74,0.3223919,0.54431397,2048,0.016302709,1024,1.2682926829268293,100.0,2.0
1.75,0.3235226,0.5450747,2048,0.016314097,1024,1.2682926829268293,100.0,2.0
1.76,0.32544062,0.5533054,2048,0.016436808,1024,1.2682926829268293,100.0,2.0
