step,mean,std,stderr,count,ess
1,-0.05054006,0.2573481,0.008138061171912707,1000,1.0
2,0.2042095,0.75213355,0.02378455117124936,1000,1.0
3,-0.06549339,0.74631244,0.02360047154752194,1000,1.0
4,-0.024809565,0.84490776,0.026718329363118895,1000,1.0
5,0.060087968,0.8596946,0.027185930284803334,1000,1.0
6,0.22986877,0.88574284,0.028009648055507246,1000,1.0
7,0.5088536,0.87729937,0.027742641939126476,1000,1.0
8,0.49257496,0.8877427,0.028072889024720476,1000,1.0
9,0.5699563,0.8918381,0.028202396170454613,1000,1.0
10,0.441832,0.89922833,0.028436096733485426,1000,1.0
11,0.45175084,0.9029745,0.028554560458898263,1000,1.0
12,0.5660266,0.90299773,0.028555295556001063,1000,1.0
13,0.23400311,0.9033905,0.028567716812174022,1000,1.0
14,0.23703912,0.90536034,0.02863000780974671,1000,1.0
15,0.034827065,0.90970767,0.028767482277156583,1000,1.0
16,0.086542994,0.91103923,0.028809590147096484,1000,1.0
17,0.7737335,0.90583634,0.028645060336574824,1000,1.0
18,0.97404164,0.90688956,0.02867836588992478,1000,1.0
19,0.58718157,0.9099649,0.02877561735176091,1000,1.0
20,0.5103686,0.9154031,0.028947588606800148,1000,1.0
21,0.47680733,0.92163813,0.029144756728686147,1000,1.0
22,0.5453156,0.9374906,0.029646055255508705,1000,1.0
23,0.7331714,0.9725738,0.03075548453656311,1000,1.0
24,0.8599913,1.0484138,0.03315375391336438,1000,1.0
25,0.8390013,1.1445518,0.03619390442573786,1000,1.0
26,0.8591216,1.2375555,0.03913494123028146,1000,1.0
27,0.6599923,1.3100339,0.041426909911424684,1000,1.0
28,1.07815,1.3971616,0.04418212924729527,1000,1.0
29,1.2077087,1.561379,0.04937513791113229,1000,1.0
30,1.3956257,1.8920014,0.05983033730050167,1000,1.0
31,1.9543859,2.1666949,0.0685169081394482,1000,1.0
32,1.9747736,2.3463237,0.07419727110352696,1000,1.0
33,2.057073,2.5121026,0.0794396594440285,1000,1.0
34,2.0427504,2.7519448,0.08702413500916933,1000,1.0
35,2.0694208,2.9871373,0.09446157607483516,1000,1.0
36,2.0125532,3.1030078,0.09812572224481042,1000,1.0
37,2.0418606,3.2071626,0.10141938701443173,1000,1.0
38,1.9756684,3.2934642,0.10414848213018742,1000,1.0
39,1.7328509,3.339672,0.10560970438140534,1000,1.0
40,1.7983844,3.3848968,0.10703983391003917,1000,1.0
41,1.9743298,3.4746811,0.109879065420438,1000,1.0
42,2.1206906,3.6151936,0.11432245975612648,1000,1.0
43,2.2011425,3.7074625,0.11724025995276413,1000,1.0
44,2.1512191,3.8145537,0.1206267806805197,1000,1.0
45,2.1234186,4.022102,0.12719002919262035,1000,1.0
46,2.2550077,4.173772,0.1319862550587381,1000,1.0
47,2.3458123,4.334594,0.13707189053909272,1000,1.0
48,2.2202668,4.4286537,0.1400463271402046,1000,1.0
49,2.3243914,4.507104,0.14252714038219289,1000,1.0
50,2.35398,4.554018,0.144010694506421,1000,1.0
