step,mean,ess,count,resample_fraction
1,0.00025630635,507.96826,1000,0.0
2,-0.0039456757,497.83307,1000,0.001
3,-0.005736153,492.33618,1000,0.001
4,-0.007983018,488.8708,1000,0.001
5,-0.012961336,485.27206,1000,0.001
6,-0.018352713,481.87192,1000,0.0
7,-0.023421349,478.3684,1000,0.0
8,-0.024699051,475.11063,1000,0.0
9,-0.025968328,471.75958,1000,0.0
10,-0.028994437,468.31223,1000,0.0
11,-0.035723977,464.7781,1000,0.0
12,-0.039538473,461.6001,1000,0.0
13,-0.04036464,458.52075,1000,0.0
14,-0.044574652,455.3763,1000,0.0
15,-0.045555394,452.0896,1000,0.001
16,-0.044066776,449.25793,1000,0.0
17,-0.04660989,446.18976,1000,0.0
18,-0.05045348,443.00082,1000,0.0
19,-0.049914315,439.8093,1000,0.0
20,-0.0492585,436.51862,1000,0.0
21,-0.052165776,433.9193,1000,0.0
22,-0.049771704,431.0955,1000,0.0
23,-0.055254333,428.33228,1000,0.0
24,-0.057802834,425.40616,1000,0.0
25,-0.060086038,422.4131,1000,0.0
26,-0.0602896,419.23047,1000,0.0
27,-0.059746496,416.15692,1000,0.001
28,-0.059992578,413.8154,1000,0.0
29,-0.05980549,411.07623,1000,0.0
30,-0.061347548,408.4352,1000,0.0
31,-0.065023966,405.54672,1000,0.002
32,-0.06401117,403.2823,1000,0.0
33,-0.06779789,400.17007,1000,0.001
34,-0.06788261,397.7553,1000,0.0
35,-0.071717866,395.0962,1000,0.002
36,-0.07519527,392.96494,1000,0.0
37,-0.077393994,390.25833,1000,0.002
38,-0.07998452,388.16165,1000,0.001
39,-0.0827969,385.76813,1000,0.001
40,-0.086380124,383.58582,1000,0.001
41,-0.0876035,381.38565,1000,0.0
42,-0.087050185,378.8034,1000,0.0
43,-0.08611604,376.31824,1000,0.0
44,-0.08701008,373.6766,1000,0.001
45,-0.090329394,371.32855,1000,0.0
46,-0.09081693,368.77924,1000,0.0
47,-0.09274314,366.38654,1000,0.003
48,-0.09612874,364.7458,1000,0.002
49,-0.09948036,363.01538,1000,0.0
50,-0.10131643,360.55804,1000,0.001
