step,mean,std,stderr,count,ess
1,0.35100275,0.70396006,0.022261171747828747,1000,0.0006884479
2,0.7791403,1.0527128,0.033289701640637666,1000,0.0006884479
3,1.1834854,1.285796,0.04066044112611399,1000,0.0006884479
4,1.5798972,1.4609885,0.04620051363541985,1000,0.0006884479
5,1.9337429,1.6271335,0.05145447881285831,1000,0.0006884479
6,2.3019507,1.7759324,0.05615991453218711,1000,0.0006884479
7,2.6649222,1.8734903,0.05924496628349114,1000,0.0006884479
8,3.118442,2.020586,0.0638965401186927,1000,0.0006884479
9,3.5328453,2.178769,0.06889872888382893,1000,0.0006884479
10,3.9464822,2.3230054,0.07345988200565731,1000,0.0006884479
11,4.322891,2.4488912,0.07744073816534884,1000,0.0006884479
12,4.7335157,2.563052,0.08105081888584531,1000,0.0006884479
13,5.0839295,2.645019,0.0836428466648942,1000,0.0006884479
14,5.4589157,2.7103975,0.0857102940724698,1000,0.0006884479
15,5.8652773,2.7871609,0.0881377656528959,1000,0.0006884479
16,6.2992597,2.8971055,0.09161451860758804,1000,0.0006884479
17,6.729784,3.0009303,0.09489774876807833,1000,0.0006884479
18,7.1566234,3.020888,0.09552886921298417,1000,0.0006884479
19,7.539575,3.0424514,0.09621076036445676,1000,0.0006884479
20,7.982852,3.1586277,0.09988457965835913,1000,0.0006884479
21,8.409479,3.2364023,0.10234402607789268,1000,0.0006884479
22,8.84203,3.2967954,0.10425382342988307,1000,0.0006884479
23,9.234221,3.388624,0.10715769824858357,1000,0.0006884479
24,9.636914,3.4577994,0.10934521905574068,1000,0.0006884479
25,10.061756,3.5384545,0.11189575720036177,1000,0.0006884479
26,10.42306,3.6004934,0.11385759942723044,1000,0.0006884479
27,10.853972,3.6660392,0.11593033953394619,1000,0.0006884479
28,11.25092,3.7216578,0.1176891517107501,1000,0.0006884479
29,11.636216,3.8144627,0.12062390060776822,1000,0.0006884479
30,12.027295,3.8817148,0.12275060061155825,1000,0.0006884479
31,12.406966,3.9013975,0.12337302052254992,1000,0.0006884479
32,12.7734,3.9379053,0.12452749994681979,1000,0.0006884479
33,13.120912,3.9987092,0.12645028778402173,1000,0.0006884479
34,13.496629,4.01457,0.126951857731313,1000,0.0006884479
35,13.817879,4.058407,0.12833809253858783,1000,0.0006884479
36,14.146514,4.126807,0.13050110256952746,1000,0.0006884479
37,14.47158,4.189204,0.132474269061508,1000,0.0006884479
38,14.815858,4.243517,0.13419178762977818,1000,0.0006884479
39,15.153574,4.349865,0.13755480786861654,1000,0.0006884479
40,15.493171,4.405401,0.13931101893259518,1000,0.0006884479
41,15.838599,4.500365,0.14231403007749793,1000,0.0006884479
42,16.163021,4.5506887,0.14390541352238506,1000,0.0006884479
43,16.534767,4.6121836,0.14585005070731946,1000,0.0006884479
44,16.899708,4.6582294,0.14730614612746143,1000,0.0006884479
45,17.267275,4.7170687,0.1491668088351549,1000,0.0006884479
46,17.651543,4.7676363,0.15076589760557085,1000,0.0006884479
47,18.02626,4.868983,0.15397075510571642,1000,0.0006884479
48,18.390493,4.9339714,0.15602587550033736,1000,0.0006884479
49,18.752316,4.9567885,0.15674741665861638,1000,0.0006884479
50,19.14241,5.011021,0.15846240196917846,1000,0.0006884479
