step,mean,count
1,0.08240604400634766,1000
3,0.16122770309448242,1000
5,0.21211576461791992,1000
7,0.395474910736084,1000
9,0.669743537902832,1000
10,0.7557263374328613,1000
20,1.5364327430725098,1000
30,2.5322046279907227,1000
40,3.287107467651367,1000
50,3.938812494277954,1000
