corr,epoch,lr-Adam,step,train_loss,val_loss
,,0.004738291353430291,9,,
,0,,9,0.7296975255012512,
,,0.0072612652676067035,19,,
,0,,19,0.33160316944122314,
,,0.011482300025506945,29,,
,0,,29,0.15392282605171204,
,,0.01724118604844578,39,,
,0,,39,0.10484504699707031,
,,0.024319344538486373,49,,
,0,,49,0.10166246443986893,
0.213160902261734,0,,53,,0.10594409704208374
,,0.03244812364730308,59,,
,1,,59,0.11384224891662598,
,,0.04131899517009691,69,,
,1,,69,0.10702432692050934,
,,0.050595264748552596,79,,
,1,,79,0.10910333693027496,
,,0.05992485112151644,89,,
,1,,89,0.12600259482860565,
,,0.0689536493863167,99,,
,1,,99,0.08536984026432037,
0.30181241035461426,1,,107,,0.09418987482786179
,,0.07733897106749596,109,,
,2,,109,0.11505084484815598,
,,0.08476255087449538,119,,
,2,,119,0.11266420036554337,
,,0.0909426264761734,129,,
,2,,129,0.10505907982587814,
,,0.09564463280373148,139,,
,2,,139,0.10700465738773346,
,,0.09869010497926176,149,,
,2,,149,0.09814977645874023,
,,0.09996345195883216,159,,
,2,,159,0.09642192721366882,
0.36720865964889526,2,,161,,0.09329354763031006
,,0.09988952235883158,169,,
,3,,169,0.09785249829292297,
,,0.09944154354509119,179,,
,3,,179,0.11266561597585678,
,,0.09865224892001707,189,,
,3,,189,0.08847430348396301,
,,0.09752708733908166,199,,
,3,,199,0.09421666711568832,
,,0.09607382629827801,209,,
,3,,209,0.10373447835445404,
0.34538888931274414,3,,215,,0.0938882827758789
,,0.09430249831160464,219,,
,4,,219,0.097503662109375,
,,0.09222533165211319,229,,
,4,,229,0.09267310798168182,
,,0.08985666593464468,239,,
,4,,239,0.09878260642290115,
,,0.08721285312302468,249,,
,4,,249,0.09762486070394516,
,,0.08431214464510911,259,,
,4,,259,0.09748023748397827,
,,0.0811745653949763,269,,
,4,,269,0.09304452687501907,
0.34660840034484863,4,,269,,0.09352117031812668
,,0.07782177549208494,279,,
,5,,279,0.09370362758636475,
,,0.07427692075173617,289,,
,5,,289,0.09126231074333191,
,,0.07056447289910997,299,,
,5,,299,0.10221433639526367,
,,0.06671006062994951,309,,
,5,,309,0.10915905982255936,
,,0.06274029268415816,319,,
,5,,319,0.10276474058628082,
0.38869965076446533,5,,323,,0.09160242974758148
,,0.058682574153711,329,,
,6,,329,0.10323850065469742,
,,0.05456491729299021,339,,
,6,,339,0.10101605951786041,
,,0.05041574813760566,349,,
,6,,349,0.10047917813062668,
,,0.046263710266697504,359,,
,6,,359,0.08844022452831268,
,,0.042137467063438294,369,,
,6,,369,0.0924413874745369,
0.4724524915218353,6,,377,,0.09143717586994171
,,0.038065503838818716,379,,
,7,,379,0.09700372815132141,
,,0.034075931184745833,389,,
,7,,389,0.09046195447444916,
,,0.03019629091399537,399,,
,7,,399,0.09098096936941147,
,,0.026453365926702055,409,,
,7,,409,0.09139622747898102,
,,0.02287299531596481,419,,
,7,,419,0.0976547971367836,
,,0.01947989598897622,429,,
,7,,429,0.10557379573583603,
0.4857266843318939,7,,431,,0.09029078483581543
,,0.016297492035105336,439,,
,8,,439,0.08858409523963928,
,,0.01334775301888306,449,,
,8,,449,0.10091365873813629,
,,0.010651042314225891,459,,
,8,,459,0.1019832119345665,
,,0.008225976526915469,469,,
,8,,469,0.10228907316923141,
,,0.006089296975803242,479,,
,8,,479,0.09081966429948807,
0.509173572063446,8,,485,,0.08923036605119705
,,0.004255754119963707,489,,
,9,,489,0.09349323064088821,
,,0.0027380057296470376,499,,
,9,,499,0.08695939928293228,
,,0.0015465295040033534,509,,
,9,,509,0.09650224447250366,
,,0.0006895507388171068,519,,
,9,,519,0.09961798787117004,
,,0.00017298554359429017,529,,
,9,,529,0.10502801835536957,
,,4e-07,539,,
,9,,539,0.08757548779249191,
0.4871617555618286,9,,539,,0.08920088410377502
