epoch,loss,num_batches,batch_size
1,13.197813987731934,32,32
2,-6.288673400878906,32,32
3,-7.470146179199219,32,32
4,-7.667362213134766,32,32
5,-7.871469974517822,32,32
6,-8.01259708404541,32,32
7,-8.034116744995117,32,32
8,-8.156962394714355,32,32
9,-8.249662399291992,32,32
10,-8.413599014282227,32,32
11,-8.490621566772461,32,32
12,-8.619109153747559,32,32
13,-8.502406120300293,32,32
14,-8.660665512084961,32,32
15,-8.655043601989746,32,32
16,-8.74471378326416,32,32
17,-8.75985050201416,32,32
18,-8.824426651000977,32,32
19,-8.807367324829102,32,32
20,-8.930264472961426,32,32
21,-8.890789985656738,32,32
22,-8.930980682373047,32,32
23,-9.028656959533691,32,32
24,-9.087879180908203,32,32
25,-9.147173881530762,32,32
26,-9.044227600097656,32,32
27,-9.129311561584473,32,32
28,-9.097759246826172,32,32
29,-9.220008850097656,32,32
30,-9.093338966369629,32,32
31,-9.309792518615723,32,32
32,-9.295660018920898,32,32
33,-9.380040168762207,32,32
34,-9.337543487548828,32,32
35,-9.34732723236084,32,32
36,-9.361573219299316,32,32
37,-9.393301010131836,32,32
38,-9.397679328918457,32,32
39,-9.504639625549316,32,32
40,-9.345730781555176,32,32
41,-9.512799263000488,32,32
42,-9.394683837890625,32,32
43,-9.532868385314941,32,32
44,-9.476091384887695,32,32
45,-9.577415466308594,32,32
46,-9.595622062683105,32,32
47,-9.554571151733398,32,32
48,-9.569687843322754,32,32
49,-9.634763717651367,32,32
50,-9.44418716430664,32,32
51,-9.654651641845703,32,32
52,-9.50451374053955,32,32
53,-9.594555854797363,32,32
54,-9.58914852142334,32,32
55,-9.657758712768555,32,32
56,-9.572957038879395,32,32
57,-9.621561050415039,32,32
58,-9.64881420135498,32,32
59,-9.670674324035645,32,32
60,-9.582226753234863,32,32
61,-9.591629981994629,32,32
62,-9.650585174560547,32,32
63,-9.716830253601074,32,32
64,-9.647444725036621,32,32
65,-9.67783260345459,32,32
66,-9.598682403564453,32,32
67,-9.468860626220703,32,32
68,-9.679404258728027,32,32
69,-9.668872833251953,32,32
70,-9.675914764404297,32,32
71,-9.600793838500977,32,32
72,-9.59617805480957,32,32
73,-9.623482704162598,32,32
74,-9.549116134643555,32,32
75,-9.588692665100098,32,32
76,-9.559944152832031,32,32
77,-9.677611351013184,32,32
78,-9.719908714294434,32,32
79,-9.67435359954834,32,32
80,-9.658112525939941,32,32
81,-9.766215324401855,32,32
82,-9.697205543518066,32,32
83,-9.648214340209961,32,32
84,-9.63008975982666,32,32
85,-9.69979476928711,32,32
86,-9.682880401611328,32,32
87,-9.64379596710205,32,32
88,-9.669119834899902,32,32
89,-9.667656898498535,32,32
90,-9.74027156829834,32,32
91,-9.460206031799316,32,32
92,-9.660911560058594,32,32
93,-9.705058097839355,32,32
94,-9.767186164855957,32,32
95,-9.729859352111816,32,32
96,-9.70900821685791,32,32
97,-9.671821594238281,32,32
98,-9.624143600463867,32,32
99,-9.599154472351074,32,32
100,-9.706063270568848,32,32
