corr,epoch,lr-Adam,step,train_loss,val_loss
,,0.004738291353430291,9,,
,0,,9,0.536129355430603,
,,0.0072612652676067035,19,,
,0,,19,0.21269214153289795,
,,0.011482300025506945,29,,
,0,,29,0.08083198964595795,
,,0.01724118604844578,39,,
,0,,39,0.062059931457042694,
,,0.024319344538486373,49,,
,0,,49,0.0775698572397232,
0.18015426397323608,0,,53,,0.058509234338998795
,,0.03244812364730308,59,,
,1,,59,0.07430773228406906,
,,0.04131899517009691,69,,
,1,,69,0.05182207003235817,
,,0.050595264748552596,79,,
,1,,79,0.045751675963401794,
,,0.05992485112151644,89,,
,1,,89,0.0357370488345623,
,,0.0689536493863167,99,,
,1,,99,0.03349956497550011,
0.6318124532699585,1,,107,,0.031622063368558884
,,0.07733897106749596,109,,
,2,,109,0.03973420709371567,
,,0.08476255087449538,119,,
,2,,119,0.030655106529593468,
,,0.0909426264761734,129,,
,2,,129,0.04017164185643196,
,,0.09564463280373148,139,,
,2,,139,0.02690901607275009,
,,0.09869010497926176,149,,
,2,,149,0.03384016081690788,
,,0.09996345195883216,159,,
,2,,159,0.030929790809750557,
0.7704644203186035,2,,161,,0.031427010893821716
,,0.09988952235883158,169,,
,3,,169,0.03334173187613487,
,,0.09944154354509119,179,,
,3,,179,0.03611655533313751,
,,0.09865224892001707,189,,
,3,,189,0.03423900902271271,
,,0.09752708733908166,199,,
,3,,199,0.02817758545279503,
,,0.09607382629827801,209,,
,3,,209,0.03640386834740639,
0.7327626347541809,3,,215,,0.038253989070653915
,,0.09430249831160464,219,,
,4,,219,0.04087984934449196,
,,0.09222533165211319,229,,
,4,,229,0.029671315103769302,
,,0.08985666593464468,239,,
,4,,239,0.03340285271406174,
,,0.08721285312302468,249,,
,4,,249,0.027600044384598732,
,,0.08431214464510911,259,,
,4,,259,0.03325861692428589,
,,0.0811745653949763,269,,
,4,,269,0.037614841014146805,
0.7816813588142395,4,,269,,0.031454551964998245
,,0.07782177549208494,279,,
,5,,279,0.03093862719833851,
,,0.07427692075173617,289,,
,5,,289,0.024453002959489822,
,,0.07056447289910997,299,,
,5,,299,0.03195913881063461,
,,0.06671006062994951,309,,
,5,,309,0.030884141102433205,
,,0.06274029268415816,319,,
,5,,319,0.033731672912836075,
0.8332655429840088,5,,323,,0.02643224224448204
,,0.058682574153711,329,,
,6,,329,0.03627501800656319,
,,0.05456491729299021,339,,
,6,,339,0.03125859797000885,
,,0.05041574813760566,349,,
,6,,349,0.03191620111465454,
,,0.046263710266697504,359,,
,6,,359,0.03110986016690731,
,,0.042137467063438294,369,,
,6,,369,0.03402576968073845,
0.8416029214859009,6,,377,,0.02667064033448696
,,0.038065503838818716,379,,
,7,,379,0.03720828518271446,
,,0.034075931184745833,389,,
,7,,389,0.0353102944791317,
,,0.03019629091399537,399,,
,7,,399,0.03548159450292587,
,,0.026453365926702055,409,,
,7,,409,0.029494885355234146,
,,0.02287299531596481,419,,
,7,,419,0.028400255367159843,
,,0.01947989598897622,429,,
,7,,429,0.029631564393639565,
0.8940035104751587,7,,431,,0.025162912905216217
,,0.016297492035105336,439,,
,8,,439,0.02823776938021183,
,,0.01334775301888306,449,,
,8,,449,0.028490249067544937,
,,0.010651042314225891,459,,
,8,,459,0.040786828845739365,
,,0.008225976526915469,469,,
,8,,469,0.03281784802675247,
,,0.006089296975803242,479,,
,8,,479,0.03366263210773468,
0.9068986177444458,8,,485,,0.023924844339489937
,,0.004255754119963707,489,,
,9,,489,0.03480152413249016,
,,0.0027380057296470376,499,,
,9,,499,0.024289216846227646,
,,0.0015465295040033534,509,,
,9,,509,0.029591010883450508,
,,0.0006895507388171068,519,,
,9,,519,0.03246118873357773,
,,0.00017298554359429017,529,,
,9,,529,0.03393379971385002,
,,4e-07,539,,
,9,,539,0.025135844945907593,
0.9019598960876465,9,,539,,0.023664085194468498
