step,mean,std,stderr,count
1,0.6343386,0.7613876,0.02407718955814547,1000
2,1.2343942,1.0187464,0.032215589063211904,1000
3,1.8385494,1.2413813,0.039255923134487475,1000
4,2.4492354,1.4040841,0.0444010373947805,1000
5,3.0202336,1.6084453,0.05086350597895157,1000
6,3.593984,1.7174139,0.054309396164512296,1000
7,4.195403,1.8224281,0.057630236908564836,1000
8,4.8541465,1.9545313,0.06180770704001872,1000
9,5.4487586,2.090815,0.06611737778838597,1000
10,6.053724,2.2134209,0.06999451363173674,1000
11,6.6606216,2.3196118,0.07335256536810592,1000
12,7.2842345,2.4410663,0.07719329317136003,1000
13,7.860336,2.5165374,0.07957990089232789,1000
14,8.449713,2.6109354,0.08256502844412458,1000
15,9.069679,2.6674747,0.08435295800565687,1000
16,9.699236,2.7525034,0.08704179995800894,1000
17,10.331416,2.8725362,0.09083756997640154,1000
18,10.949303,2.89347,0.09149955696016752,1000
19,11.520567,2.9307165,0.09267739362366278,1000
20,12.143199,3.0318775,0.09587638542590088,1000
21,12.787586,3.1159608,0.09853533342940574,1000
22,13.418135,3.1896973,0.10086708405786103,1000
23,14.009541,3.2572181,0.1030022810302137,1000
24,14.623219,3.3165731,0.10487925158440313,1000
25,15.235989,3.4047403,0.10766734295481946,1000
26,15.820666,3.490823,0.11038951684862261,1000
27,16.443285,3.548524,0.11221417864692251,1000
28,17.075026,3.6038644,0.11396419981632269,1000
29,17.703691,3.6990645,0.11697469010303037,1000
30,18.34382,3.7880533,0.11978876244386977,1000
31,18.950274,3.8135052,0.1205936221465903,1000
32,19.576113,3.877628,0.1226213667711572,1000
33,20.171469,3.9410021,0.12462542995982774,1000
34,20.78918,3.9553373,0.12507874737934546,1000
35,21.370354,3.973914,0.12566619174715876,1000
36,21.961388,4.0627007,0.12847387816752562,1000
37,22.532526,4.119483,0.13026949043621436,1000
38,23.126888,4.1860056,0.13237311970016266,1000
39,23.745832,4.265297,0.13488053214808612,1000
40,24.354,4.332055,0.13699161039600946,1000
41,24.945019,4.428675,0.1400470056913764,1000
42,25.514603,4.4731665,0.14145394384884907,1000
43,26.136719,4.5627007,0.1442852664683675,1000
44,26.756773,4.6151867,0.14594501771354382,1000
45,27.36367,4.669164,0.14765193580461874,1000
46,27.96758,4.736338,0.1497761628663604,1000
47,28.569351,4.82253,0.15250178229222489,1000
48,29.16338,4.899782,0.1549447172999109,1000
49,29.808304,4.9104953,0.15528349528162613,1000
50,30.428808,4.955382,0.15670293385957512,1000
