step,mean,ess,count,resample_fraction
1,0.7032586,298.54642,1000,0.193
2,1.3774266,181.97739,1000,0.836
3,2.066983,213.28287,1000,0.635
4,2.7899325,197.30637,1000,0.729
5,3.4772396,200.93787,1000,0.704
6,4.1494594,195.19762,1000,0.724
7,4.840768,194.3372,1000,0.713
8,5.52184,198.67209,1000,0.722
9,6.1973724,199.46013,1000,0.707
10,6.8745832,201.13354,1000,0.687
11,7.5502696,195.10272,1000,0.738
12,8.229104,196.66983,1000,0.713
13,8.914567,202.21977,1000,0.707
14,9.580576,197.60869,1000,0.714
15,10.263259,199.13086,1000,0.705
16,10.939369,195.45032,1000,0.721
17,11.6236315,193.55342,1000,0.743
18,12.314864,201.58963,1000,0.715
19,12.965885,197.38628,1000,0.729
20,13.653446,199.39099,1000,0.727
21,14.354631,194.16286,1000,0.735
22,15.065697,199.76181,1000,0.729
23,15.7593155,197.65976,1000,0.716
24,16.434015,195.11287,1000,0.74
25,17.115536,196.75772,1000,0.714
26,17.796799,196.07901,1000,0.734
27,18.47235,198.44269,1000,0.716
28,19.178822,198.6282,1000,0.72
29,19.895536,200.26201,1000,0.719
30,20.57778,202.45499,1000,0.685
31,21.26446,190.4458,1000,0.741
32,21.952316,199.97838,1000,0.706
33,22.633808,197.48117,1000,0.711
34,23.346235,195.10115,1000,0.737
35,24.042864,200.79039,1000,0.732
36,24.712418,196.74779,1000,0.702
37,25.378094,194.13321,1000,0.733
38,26.06634,199.45781,1000,0.735
39,26.732649,203.78215,1000,0.702
40,27.410578,197.16391,1000,0.728
41,28.101542,199.37949,1000,0.703
42,28.782288,193.75148,1000,0.736
43,29.4842,202.4059,1000,0.691
44,30.183043,196.78383,1000,0.713
45,30.886105,199.56834,1000,0.72
46,31.591063,198.22537,1000,0.723
47,32.30164,198.04286,1000,0.729
48,32.969322,199.84158,1000,0.711
49,33.64812,196.26639,1000,0.708
50,34.32314,196.1956,1000,0.71
