step,mean,std,stderr,count
1,0.39024037,0.73132837,0.023126633609649894,1000
2,0.7710249,0.97103393,0.030706789065663497,1000
3,1.1550444,1.2021575,0.03801555798050939,1000
4,1.5334413,1.3635842,0.043120317294723036,1000
5,1.873158,1.5503739,0.04902712786375164,1000
6,2.2179804,1.6766483,0.05302027333911051,1000
7,2.5987675,1.7709844,0.056003444401695135,1000
8,3.040627,1.9134098,0.06050733157435099,1000
9,3.4131489,2.04205,0.06457528731640254,1000
10,3.796401,2.1561184,0.0681824502668602,1000
11,4.1859126,2.2658832,0.07165351847062403,1000
12,4.5916305,2.3706856,0.07496766040671926,1000
13,4.943889,2.4379613,0.07709510681679829,1000
14,5.3074503,2.5133219,0.07947821622950257,1000
15,5.6944394,2.5942361,0.0820369497643877,1000
16,6.091158,2.6808143,0.08477479065080233,1000
17,6.5000033,2.7786362,0.08786819235124843,1000
18,6.9013906,2.7995117,0.08852833216793558,1000
19,7.258697,2.8288562,0.08945628859268097,1000
20,7.6575584,2.9222806,0.09241062500019215,1000
21,8.075036,3.0072548,0.09509774795624229,1000
22,8.481131,3.0628817,0.09685682401405747,1000
23,8.852012,3.1365824,0.09918744372389307,1000
24,9.246234,3.1958869,0.10106281591310001,1000
25,9.637494,3.2818284,0.10378052644808412,1000
26,10.003103,3.357573,0.1061757819267639,1000
27,10.412907,3.4109576,0.10786394938712433,1000
28,10.823366,3.4613962,0.10945895931105193,1000
29,11.234041,3.567118,0.11280217339513074,1000
30,11.6406975,3.6506188,0.11544270250404952,1000
31,12.023294,3.6718392,0.11611375191568798,1000
32,12.424793,3.7317579,0.11800854574732379,1000
33,12.80841,3.7842717,0.11966917910902343,1000
34,13.192351,3.793646,0.11996562303707481,1000
35,13.537257,3.8236566,0.12091463716651887,1000
36,13.895357,3.8909407,0.12304234745760917,1000
37,14.245539,3.9501324,0.12491415348343535,1000
38,14.611254,4.0097933,0.1268007971615519,1000
39,15.008429,4.0911055,0.12937211405094548,1000
40,15.397326,4.1592517,0.13152708702022783,1000
41,15.762034,4.2528224,0.1344860526546223,1000
42,16.099222,4.3038454,0.13609954178879566,1000
43,16.489323,4.389924,0.13882158751182191,1000
44,16.88484,4.429799,0.14008254669386463,1000
45,17.25905,4.488688,0.14194477760871074,1000
46,17.639088,4.548126,0.14382437943355533,1000
47,18.018436,4.6278405,0.14634516687902102,1000
48,18.387556,4.6955023,0.14848481967073526,1000
49,18.793814,4.7154245,0.1491148167364789,1000
50,19.191614,4.769089,0.15081184305936024,1000
