corr,epoch,lr-Adam,step,train_loss,val_loss
,,0.004738291353430291,9,,
,0,,9,0.46819278597831726,
,,0.0072612652676067035,19,,
,0,,19,0.18577565252780914,
,,0.011482300025506945,29,,
,0,,29,0.08360406011343002,
,,0.01724118604844578,39,,
,0,,39,0.057347096502780914,
,,0.024319344538486373,49,,
,0,,49,0.042759835720062256,
0.10510189086198807,0,,53,,0.0833255723118782
,,0.03244812364730308,59,,
,1,,59,0.0436074435710907,
,,0.04131899517009691,69,,
,1,,69,0.04826853796839714,
,,0.050595264748552596,79,,
,1,,79,0.056231725960969925,
,,0.05992485112151644,89,,
,1,,89,0.04056297242641449,
,,0.0689536493863167,99,,
,1,,99,0.03812222555279732,
0.1931593269109726,1,,107,,0.06780163943767548
,,0.07733897106749596,109,,
,2,,109,0.05426536872982979,
,,0.08476255087449538,119,,
,2,,119,0.03610480576753616,
,,0.0909426264761734,129,,
,2,,129,0.04085851088166237,
,,0.09564463280373148,139,,
,2,,139,0.05708866938948631,
,,0.09869010497926176,149,,
,2,,149,0.038616154342889786,
,,0.09996345195883216,159,,
,2,,159,0.04286070913076401,
0.25907671451568604,2,,161,,0.06718339025974274
,,0.09988952235883158,169,,
,3,,169,0.05070437863469124,
,,0.09944154354509119,179,,
,3,,179,0.04750022664666176,
,,0.09865224892001707,189,,
,3,,189,0.03980270028114319,
,,0.09752708733908166,199,,
,3,,199,0.0555511936545372,
,,0.09607382629827801,209,,
,3,,209,0.047565679997205734,
0.25931164622306824,3,,215,,0.06891627609729767
,,0.09430249831160464,219,,
,4,,219,0.05123165622353554,
,,0.09222533165211319,229,,
,4,,229,0.04801767319440842,
,,0.08985666593464468,239,,
,4,,239,0.04950067400932312,
,,0.08721285312302468,249,,
,4,,249,0.04445158690214157,
,,0.08431214464510911,259,,
,4,,259,0.05242451652884483,
,,0.0811745653949763,269,,
,4,,269,0.044601764529943466,
0.31357043981552124,4,,269,,0.06380539387464523
,,0.07782177549208494,279,,
,5,,279,0.04627707973122597,
,,0.07427692075173617,289,,
,5,,289,0.04496832564473152,
,,0.07056447289910997,299,,
,5,,299,0.054327402263879776,
,,0.06671006062994951,309,,
,5,,309,0.05584363639354706,
,,0.06274029268415816,319,,
,5,,319,0.0403565876185894,
0.31889262795448303,5,,323,,0.06308262050151825
,,0.058682574153711,329,,
,6,,329,0.04393617436289787,
,,0.05456491729299021,339,,
,6,,339,0.05120028555393219,
,,0.05041574813760566,349,,
,6,,349,0.04227720946073532,
,,0.046263710266697504,359,,
,6,,359,0.048083242028951645,
,,0.042137467063438294,369,,
,6,,369,0.04227094724774361,
0.3753700256347656,6,,377,,0.06254015117883682
,,0.038065503838818716,379,,
,7,,379,0.051104407757520676,
,,0.034075931184745833,389,,
,7,,389,0.04624180868268013,
,,0.03019629091399537,399,,
,7,,399,0.03892873600125313,
,,0.026453365926702055,409,,
,7,,409,0.05421378090977669,
,,0.02287299531596481,419,,
,7,,419,0.03815473988652229,
,,0.01947989598897622,429,,
,7,,429,0.03946993872523308,
0.3583478629589081,7,,431,,0.06178929656744003
,,0.016297492035105336,439,,
,8,,439,0.04307812452316284,
,,0.01334775301888306,449,,
,8,,449,0.051916416734457016,
,,0.010651042314225891,459,,
,8,,459,0.04090558737516403,
,,0.008225976526915469,469,,
,8,,469,0.05619843304157257,
,,0.006089296975803242,479,,
,8,,479,0.05601826682686806,
0.4750622510910034,8,,485,,0.059935539960861206
,,0.004255754119963707,489,,
,9,,489,0.0359991155564785,
,,0.0027380057296470376,499,,
,9,,499,0.038889799267053604,
,,0.0015465295040033534,509,,
,9,,509,0.038162875920534134,
,,0.0006895507388171068,519,,
,9,,519,0.04512731358408928,
,,0.00017298554359429017,529,,
,9,,529,0.04201912879943848,
,,4e-07,539,,
,9,,539,0.0370451882481575,
0.45862045884132385,9,,539,,0.06019728258252144
