epoch,lr-Adam,step,train_loss,val_loss
,0.00400461481818476,9,,
0,,9,1.324987769126892,
,0.004020566136879497,19,,
0,,19,1.1554780006408691,
,0.004047907143416157,29,,
0,,29,1.0259838104248047,
,0.0040866313473986865,39,,
0,,39,0.919289767742157,
,0.00413672955620932,49,,
0,,49,0.826388955116272,
,0.004198189877190853,59,,
0,,59,0.7415978908538818,
,0.0042709977204697935,69,,
0,,69,0.666678786277771,
,0.004355135802419807,79,,
0,,79,0.5948878526687622,
,0.004450584149764569,89,,
0,,89,0.5293765664100647,
,0.004557320104319237,99,,
0,,99,0.47513115406036377,
,0.004675318328369191,109,,
0,,109,0.4121836721897125,
,0.004804550810684816,119,,
0,,119,0.3600435256958008,
,0.004944986873171062,129,,
0,,129,0.31239578127861023,
0,,135,,0.2752377986907959
,0.005096593178150005,139,,
1,,139,0.27161386609077454,
,0.005259333736274754,149,,
1,,149,0.23399023711681366,
,0.00543316991507288,159,,
1,,159,0.20242351293563843,
,0.005618060448117218,169,,
1,,169,0.18247553706169128,
,0.005813961444822047,179,,
1,,179,0.15572074055671692,
,0.006020826400862017,189,,
1,,189,0.12410085648298264,
,0.006238606209211822,199,,
1,,199,0.1013774424791336,
,0.006467249171803427,209,,
1,,209,0.09783909469842911,
,0.0067067010117985715,219,,
1,,219,0.07716333121061325,
,0.0069569048864733946,229,,
1,,229,0.06627463549375534,
,0.007217801400712126,239,,
1,,239,0.057055775076150894,
,0.007489328621106656,249,,
1,,249,0.0514063760638237,
,0.007771422090658869,259,,
1,,259,0.05419318377971649,
,0.008064014844081688,269,,
1,,269,0.04722096398472786,
1,,271,,0.05646350607275963
,0.008367037423695906,279,,
2,,279,0.055829793214797974,
,0.008680417895918474,289,,
2,,289,0.03524695709347725,
,0.009004081868338579,299,,
2,,299,0.03572089225053787,
,0.009337952507377428,309,,
2,,309,0.029835617169737816,
,0.009681950556527583,319,,
2,,319,0.03153470158576965,
,0.010035994355167305,329,,
2,,329,0.033128149807453156,
,0.010399999857945846,339,,
2,,339,0.025834543630480766,
,0.010773880654734627,349,,
2,,349,0.03861861675977707,
,0.011157547991139868,359,,
2,,359,0.021954411640763283,
,0.011550910789571767,369,,
2,,369,0.029545843601226807,
,0.011953875670865102,379,,
2,,379,0.027127286419272423,
,0.01236634697644616,389,,
2,,389,0.019231848418712616,
,0.012788226791040955,399,,
2,,399,0.027885865420103073,
2,,407,,0.024176113307476044
,0.013219414965918885,409,,
3,,409,0.020552700385451317,
,0.013659809142666818,419,,
3,,419,0.01888602413237095,
,0.014109304777487647,429,,
3,,429,0.0270176250487566,
,0.014567795166017528,439,,
3,,439,0.024890104308724403,
,0.015035171468656156,449,,
3,,449,0.015488248318433762,
,0.015511322736403904,459,,
3,,459,0.03214028850197792,
,0.015996135937199507,469,,
3,,469,0.03057483397424221,
,0.016489495982752594,479,,
3,,479,0.03504306450486183,
,0.01699128575586395,489,,
3,,489,0.014269244857132435,
,0.01750138613822773,499,,
3,,499,0.01896269991993904,
,0.018019676038708507,509,,
3,,509,0.012698228470981121,
,0.01854603242208676,519,,
3,,519,0.015256204642355442,
,0.01908033033826577,529,,
3,,529,0.019186776131391525,
,0.01962244295193326,539,,
3,,539,0.02991933934390545,
3,,543,,0.02545587345957756
,0.02017224157267021,549,,
4,,549,0.026465952396392822,
,0.020729595685500535,559,,
4,,559,0.024348625913262367,
,0.021294372981873394,569,,
4,,569,0.019431283697485924,
,0.02186643939107165,579,,
4,,579,0.011700891889631748,
,0.022445659112038496,589,,
4,,589,0.02197626419365406,
,0.023031894645614726,599,,
4,,599,0.016476526856422424,
,0.023625006827179343,609,,
4,,609,0.015224780887365341,
,0.024224854859685382,619,,
4,,619,0.01331382617354393,
,0.024831296347083254,629,,
4,,629,0.013987275771796703,
,0.02544418732812377,639,,
4,,639,0.009878402575850487,
,0.026063382310532554,649,,
4,,649,0.025830859318375587,
,0.02668873430554805,659,,
4,,659,0.01289195567369461,
,0.027320094862814767,669,,
4,,669,0.02796945534646511,
,0.027957314105623354,679,,
4,,679,0.015834134072065353,
4,,679,,0.019888127222657204
,0.02860024076648944,689,,
5,,689,0.02121259830892086,
,0.029248722223062518,699,,
5,,699,0.013674652203917503,
,0.02990260453435646,709,,
5,,709,0.009593320079147816,
,0.03056173247729317,719,,
5,,719,0.010729045607149601,
,0.03122594958355039,729,,
