epoch,loss,num_batches,batch_size
1,24.06524085998535,32,32
2,-5.153563499450684,32,32
3,-7.317171096801758,32,32
4,-7.567501068115234,32,32
5,-7.882063388824463,32,32
6,-8.05946159362793,32,32
7,-8.086466789245605,32,32
8,-8.207632064819336,32,32
9,-8.337634086608887,32,32
10,-8.45571517944336,32,32
11,-8.550722122192383,32,32
12,-8.682939529418945,32,32
13,-8.574228286743164,32,32
14,-8.662169456481934,32,32
15,-8.726594924926758,32,32
16,-8.767674446105957,32,32
17,-8.804252624511719,32,32
18,-8.868596076965332,32,32
19,-8.85023307800293,32,32
20,-8.96041202545166,32,32
21,-8.891304016113281,32,32
22,-8.954253196716309,32,32
23,-9.057134628295898,32,32
24,-9.121938705444336,32,32
25,-9.149109840393066,32,32
26,-9.008403778076172,32,32
27,-9.121964454650879,32,32
28,-9.123540878295898,32,32
29,-9.234091758728027,32,32
30,-9.083681106567383,32,32
31,-9.311284065246582,32,32
32,-9.28459358215332,32,32
33,-9.370467185974121,32,32
34,-9.317659378051758,32,32
35,-9.318913459777832,32,32
36,-9.37928581237793,32,32
37,-9.414337158203125,32,32
38,-9.376055717468262,32,32
39,-9.510438919067383,32,32
40,-9.322884559631348,32,32
41,-9.500755310058594,32,32
42,-9.403288841247559,32,32
43,-9.49008846282959,32,32
44,-9.470964431762695,32,32
45,-9.556530952453613,32,32
46,-9.60789680480957,32,32
47,-9.598917961120605,32,32
48,-9.586716651916504,32,32
49,-9.622507095336914,32,32
50,-9.44335651397705,32,32
51,-9.625829696655273,32,32
52,-9.503668785095215,32,32
53,-9.59952449798584,32,32
54,-9.594286918640137,32,32
55,-9.657296180725098,32,32
56,-9.59956169128418,32,32
57,-9.641690254211426,32,32
58,-9.67564868927002,32,32
59,-9.697439193725586,32,32
60,-9.684027671813965,32,32
61,-9.669172286987305,32,32
62,-9.69355297088623,32,32
63,-9.750617980957031,32,32
64,-9.673182487487793,32,32
65,-9.706136703491211,32,32
66,-9.589123725891113,32,32
67,-9.572332382202148,32,32
68,-9.727161407470703,32,32
69,-9.689372062683105,32,32
70,-9.713109970092773,32,32
71,-9.654322624206543,32,32
72,-9.694025993347168,32,32
73,-9.65654182434082,32,32
74,-9.593299865722656,32,32
75,-9.622648239135742,32,32
76,-9.620794296264648,32,32
77,-9.734931945800781,32,32
78,-9.782885551452637,32,32
79,-9.728697776794434,32,32
80,-9.67650032043457,32,32
81,-9.842233657836914,32,32
82,-9.78228759765625,32,32
83,-9.721186637878418,32,32
84,-9.705053329467773,32,32
85,-9.78331470489502,32,32
86,-9.75105094909668,32,32
87,-9.73536491394043,32,32
88,-9.756811141967773,32,32
89,-9.763162612915039,32,32
90,-9.804924011230469,32,32
91,-9.562533378601074,32,32
92,-9.767704963684082,32,32
93,-9.80019474029541,32,32
94,-9.847617149353027,32,32
95,-9.781947135925293,32,32
96,-9.782989501953125,32,32
97,-9.743559837341309,32,32
98,-9.698210716247559,32,32
99,-9.69173812866211,32,32
100,-9.777743339538574,32,32
