step,mean,std,stderr,count
1,0.9278154,0.7533946,0.0238244292466441,1000
2,1.7950428,1.0484846,0.033155993132231366,1000
3,2.6654458,1.2635542,0.0399570926786971,1000
4,3.5458808,1.43178,0.04527685847115803,1000
5,4.4067326,1.6495004,0.0521617817057154,1000
6,5.2609324,1.7663106,0.05585564464728746,1000
7,6.121544,1.8902317,0.059774375677470536,1000
8,7.0493155,2.0062761,0.06344402188166623,1000
9,7.8994765,2.1414418,0.06771833634425316,1000
10,8.7631445,2.2600079,0.07146772362032341,1000
11,9.633885,2.3682187,0.07488964964033283,1000
12,10.528221,2.5187454,0.07964972380790773,1000
13,11.38437,2.5943418,0.08204028974404452,1000
14,12.237518,2.7294161,0.08631171659442251,1000
15,13.119619,2.8158653,0.08904547863434878,1000
16,14.017824,2.9152756,0.09218910820042417,1000
17,14.9269905,3.0345876,0.09596208643890121,1000
18,15.802526,3.071401,0.09712622390818326,1000
19,16.633272,3.1087015,0.098305772028523,1000
20,17.509165,3.219185,0.10179957169654265,1000
21,18.42943,3.2736673,0.10352245081907019,1000
22,19.333723,3.363597,0.10636627385906498,1000
23,20.201519,3.4410062,0.10881416982976273,1000
24,21.07638,3.479732,0.11003878882682597,1000
25,21.956102,3.570029,0.11289423017077374,1000
26,22.806465,3.6717227,0.11611006512098779,1000
27,23.697264,3.7200296,0.11763766475572422,1000
28,24.589579,3.7963789,0.12005204029853428,1000
29,25.463087,3.9037216,0.12344651515391503,1000
30,26.383003,3.9869022,0.12607691877145882,1000
31,27.258726,4.0272346,0.12735233863291867,1000
32,28.149767,4.093755,0.12945589250229234,1000
33,29.018242,4.1924686,0.13257749931311355,1000
34,29.913332,4.2247,0.13359674348884054,1000
35,30.770248,4.237442,0.1339996822535797,1000
36,31.631609,4.335636,0.13710485304712805,1000
37,32.48126,4.38346,0.13861717774104115,1000
38,33.33364,4.4656706,0.14121690330616143,1000
39,34.2169,4.531992,0.14331416926800958,1000
40,35.092857,4.5990214,0.14543382741852767,1000
41,35.967617,4.684919,0.1481501431538808,1000
42,36.811226,4.716477,0.14914809590172773,1000
43,37.709118,4.806142,0.15198355014393677,1000
44,38.604218,4.872899,0.15409459823403027,1000
45,39.494186,4.9538746,0.1566552694094838,1000
46,40.360176,5.020652,0.15876695081400433,1000
47,41.23425,5.086139,0.16083784375364124,1000
48,42.103462,5.1687517,0.16345028084404686,1000
49,43.00135,5.198796,0.16440035803699343,1000
50,43.88217,5.3020215,0.16766464154087513,1000
