step,mean,std,stderr,count,ess
1,0.20476042,0.47607967,0.015054961130441896,1000,1.0
2,0.4532915,0.8460065,0.026753074952844593,1000,1.0
3,0.5866493,1.331733,0.042113094783923374,1000,1.0
4,0.8914827,1.5473274,0.04893078867626873,1000,1.0
5,1.0596981,1.621694,0.05128246609080302,1000,1.0
6,1.2589742,1.7248755,0.054545351025325026,1000,1.0
7,1.4975287,1.8698486,0.05912980484044781,1000,1.0
8,1.7700049,2.0701306,0.06546327707712797,1000,1.0
9,2.0022202,2.2351031,0.07068016697248418,1000,1.0
10,2.146934,2.3184438,0.07331562956598674,1000,1.0
11,2.3458652,2.3802404,0.07526981170407135,1000,1.0
12,2.5609891,2.5290387,0.07997522480502775,1000,1.0
13,2.7170572,2.5478237,0.08056925865866514,1000,1.0
14,2.9354968,2.5881715,0.08184516858486017,1000,1.0
15,3.1876419,2.7808986,0.0879397342631302,1000,1.0
16,3.4351213,2.917037,0.09224480971217278,1000,1.0
17,3.6421025,2.9487581,0.09324791944892548,1000,1.0
18,3.8228762,3.0072026,0.09509609681505754,1000,1.0
19,3.9580517,3.041834,0.09619124070908086,1000,1.0
20,4.2236705,3.1185398,0.09861688774080052,1000,1.0
21,4.390159,3.1374676,0.0992154377294592,1000,1.0
22,4.5394335,3.225827,0.10200960590259202,1000,1.0
23,4.663765,3.325261,0.10515398941441387,1000,1.0
24,4.909487,3.3563921,0.10613843899394164,1000,1.0
25,5.1577053,3.4440591,0.10891071258259719,1000,1.0
26,5.346469,3.4524314,0.10917546817092477,1000,1.0
27,5.558964,3.4894533,0.11034620266548836,1000,1.0
28,5.7897105,3.5146635,0.11114341735833978,1000,1.0
29,5.9788394,3.563352,0.11268308766447707,1000,1.0
30,6.1835346,3.6020567,0.11390703564982595,1000,1.0
31,6.256653,3.6732392,0.11615802360992024,1000,1.0
32,6.439501,3.6958697,0.11687366137300446,1000,1.0
33,6.6479244,3.7475758,0.11850875105281397,1000,1.0
34,6.7699947,3.7542198,0.11871885311398053,1000,1.0
35,6.720614,3.923694,0.12407809550572621,1000,1.0
36,6.8753076,3.9754455,0.12571462522191146,1000,1.0
37,7.030605,3.9999616,0.12648989255408338,1000,1.0
38,7.191723,4.0258718,0.1273092430940509,1000,1.0
39,7.4072504,4.066343,0.12858905091975514,1000,1.0
40,7.5880647,4.106013,0.12984352616837827,1000,1.0
41,7.7580614,4.1265526,0.13049305042895526,1000,1.0
42,7.9223433,4.1686206,0.13182335754075752,1000,1.0
43,8.110822,4.183063,0.13228006771613432,1000,1.0
44,8.283982,4.2042866,0.13295121514071984,1000,1.0
45,8.484796,4.271752,0.13508465541948322,1000,1.0
46,8.695015,4.300758,0.13600190581462884,1000,1.0
47,8.795175,4.4323072,0.14016186178639242,1000,1.0
48,9.029308,4.4708266,0.14137995161329128,1000,1.0
49,9.084598,4.473018,0.1414492543063061,1000,1.0
50,9.298552,4.50923,0.14259437726386234,1000,1.0
