step,mean,std,stderr,count
1,0.6334112,0.80055493,0.02531576974556881,1000
2,1.2354213,1.1147943,0.03525288966066376,1000
3,1.8376606,1.3574756,0.04292714885502202,1000
4,2.4449272,1.5521202,0.04908235061995125,1000
5,3.0178251,1.7676003,0.05589642934244232,1000
6,3.588,1.8960819,0.05995937511500864,1000
7,4.191974,2.0170789,0.06378563469938815,1000
8,4.860251,2.16121,0.06834346292047462,1000
9,5.4520187,2.3180008,0.07330162125401747,1000
10,6.0565557,2.4498174,0.07747002895759889,1000
11,6.6648426,2.5659595,0.08114276256962635,1000
12,7.295662,2.6997685,0.08537417751923959,1000
13,7.876765,2.7763808,0.08779686908363313,1000
14,8.464501,2.8905306,0.09140660298908623,1000
15,9.083323,2.9641154,0.09373355852259402,1000
16,9.708078,3.0543938,0.09658841178885956,1000
17,10.342296,3.184639,0.10070712692829166,1000
18,10.960463,3.2079296,0.10144364144909541,1000
19,11.531057,3.2543757,0.1029123956183205,1000
20,12.150041,3.3588595,0.10621646483924299,1000
21,12.803443,3.453496,0.1092091318485043,1000
22,13.439785,3.5330138,0.11172370678101916,1000
23,14.034978,3.6053703,0.11401181902966923,1000
24,14.646699,3.6737394,0.11617384139168101,1000
25,15.260875,3.7738018,0.11933809137392214,1000
26,15.846689,3.8739507,0.12250507817922292,1000
27,16.469093,3.9398892,0.12459023577238289,1000
28,17.10534,4.007782,0.12673719429838037,1000
29,17.732306,4.115125,0.13013168423267604,1000
30,18.374804,4.211529,0.13318023370066512,1000
31,18.989178,4.2376447,0.13400609079242462,1000
32,19.617079,4.3107014,0.13631634642764828,1000
33,20.2182,4.386977,0.13872839981755922,1000
34,20.833403,4.401233,0.1391792141371987,1000
35,21.41074,4.412432,0.1395333575332268,1000
36,21.996273,4.5067935,0.14251732400857395,1000
37,22.562618,4.568461,0.14446741976071273,1000
38,23.155663,4.6442237,0.14686324823815983,1000
39,23.774939,4.7176447,0.14918502416438942,1000
40,24.383883,4.7879367,0.15140785225085335,1000
41,24.97557,4.8929706,0.15472931500014672,1000
42,25.541203,4.9444304,0.1563566164203953,1000
43,26.167236,5.04325,0.15948157075033081,1000
44,26.786324,5.1047344,0.1614258761991368,1000
45,27.39198,5.171063,0.16352336834470887,1000
46,27.991661,5.242908,0.16579530845709733,1000
47,28.598028,5.329399,0.1685303974415374,1000
48,29.191391,5.410648,0.1710997088352454,1000
49,29.834976,5.425561,0.17157130189965733,1000
50,30.449306,5.480398,0.1733054072743497,1000
