step,mean,ess,count,resample_fraction
1,0.7239947,328.23572,1000,0.161
2,1.4058958,211.44456,1000,0.702
3,2.108215,230.33699,1000,0.553
4,2.8561156,221.14996,1000,0.64
5,3.556149,223.57646,1000,0.587
6,4.2344456,213.71278,1000,0.643
7,4.933592,216.06755,1000,0.606
8,5.6471605,218.57294,1000,0.617
9,6.333304,219.9829,1000,0.603
10,7.024322,220.03871,1000,0.608
11,7.71704,217.23032,1000,0.634
12,8.41758,219.9857,1000,0.607
13,9.118592,221.67683,1000,0.613
14,9.79688,217.70346,1000,0.632
15,10.5004835,221.98734,1000,0.605
16,11.193633,216.84999,1000,0.62
17,11.884893,215.74203,1000,0.621
18,12.585164,217.9057,1000,0.641
19,13.251807,218.46823,1000,0.629
20,13.961517,220.00568,1000,0.618
21,14.684117,212.15471,1000,0.648
22,15.419892,222.15855,1000,0.607
23,16.14038,217.93648,1000,0.626
24,16.832043,219.68808,1000,0.606
25,17.534641,214.51552,1000,0.639
26,18.22637,218.8262,1000,0.634
27,18.928396,219.46576,1000,0.601
28,19.653463,214.79669,1000,0.652
29,20.387125,222.17836,1000,0.596
30,21.07866,221.98865,1000,0.589
31,21.794762,212.67822,1000,0.637
32,22.49508,221.0659,1000,0.608
33,23.192541,219.46161,1000,0.618
34,23.910606,215.43495,1000,0.633
35,24.622847,219.55438,1000,0.617
36,25.29959,216.30789,1000,0.606
37,25.973986,211.81134,1000,0.645
38,26.68407,218.96332,1000,0.622
39,27.371536,222.72195,1000,0.601
40,28.069353,217.0596,1000,0.622
41,28.779541,217.10593,1000,0.63
42,29.475172,215.84209,1000,0.627
43,30.184586,220.38419,1000,0.616
44,30.905144,217.79689,1000,0.631
45,31.62045,219.00061,1000,0.64
46,32.343884,220.08287,1000,0.614
47,33.066303,217.72496,1000,0.632
48,33.7475,220.30984,1000,0.614
49,34.445293,217.7042,1000,0.619
50,35.12978,218.97841,1000,0.624
