step,mean,ess,count,resample_fraction
1,0.7238507,330.93683,1000,0.151
2,1.3905264,206.07632,1000,0.698
3,2.084874,220.85867,1000,0.601
4,2.8069844,209.55464,1000,0.658
5,3.5095217,215.76826,1000,0.642
6,4.17596,217.20004,1000,0.635
7,4.877887,208.41618,1000,0.658
8,5.5725393,215.98529,1000,0.634
9,6.257374,215.54227,1000,0.639
10,6.936202,217.62355,1000,0.637
11,7.621337,209.23949,1000,0.665
12,8.305432,215.58981,1000,0.63
13,8.998414,214.326,1000,0.636
14,9.661181,212.72185,1000,0.641
15,10.356703,214.98863,1000,0.632
16,11.054406,213.62874,1000,0.634
17,11.742934,213.06499,1000,0.639
18,12.433329,213.26183,1000,0.648
19,13.09629,211.73393,1000,0.638
20,13.797847,217.39183,1000,0.635
21,14.510604,213.08897,1000,0.659
22,15.249773,218.59338,1000,0.612
23,15.954992,210.33249,1000,0.648
24,16.63716,213.00092,1000,0.633
25,17.343319,211.23524,1000,0.64
26,18.02163,214.26857,1000,0.65
27,18.728445,220.58488,1000,0.622
28,19.449883,215.12762,1000,0.649
29,20.168488,214.36485,1000,0.634
30,20.845577,214.75876,1000,0.639
31,21.561731,216.47086,1000,0.625
32,22.261072,213.12366,1000,0.627
33,22.946283,212.70796,1000,0.647
34,23.665182,218.79903,1000,0.631
35,24.370413,209.71472,1000,0.653
36,25.042902,213.68541,1000,0.65
37,25.72036,212.45535,1000,0.652
38,26.42574,210.68321,1000,0.635
39,27.108484,216.69511,1000,0.635
40,27.79017,216.08934,1000,0.638
41,28.492125,212.75017,1000,0.659
42,29.182516,217.63763,1000,0.626
43,29.87995,212.02177,1000,0.647
44,30.596283,217.97105,1000,0.623
45,31.311003,216.17079,1000,0.618
46,32.032402,215.50642,1000,0.649
47,32.743,213.25287,1000,0.646
48,33.4236,216.357,1000,0.643
49,34.11033,216.21681,1000,0.619
50,34.793472,216.02185,1000,0.641
