epoch,loss,num_batches,batch_size
1,19.55727767944336,32,32
2,-6.315715312957764,32,32
3,-7.444598197937012,32,32
4,-7.603161334991455,32,32
5,-7.882186412811279,32,32
6,-8.03532886505127,32,32
7,-8.036796569824219,32,32
8,-8.163080215454102,32,32
9,-8.262471199035645,32,32
10,-8.430623054504395,32,32
11,-8.49936294555664,32,32
12,-8.635586738586426,32,32
13,-8.524565696716309,32,32
14,-8.633063316345215,32,32
15,-8.663825988769531,32,32
16,-8.739668846130371,32,32
17,-8.755098342895508,32,32
18,-8.820911407470703,32,32
19,-8.80904483795166,32,32
20,-8.919540405273438,32,32
21,-8.876683235168457,32,32
22,-8.932441711425781,32,32
23,-9.029542922973633,32,32
24,-9.09366512298584,32,32
25,-9.139939308166504,32,32
26,-9.009054183959961,32,32
27,-9.116390228271484,32,32
28,-9.092517852783203,32,32
29,-9.2222900390625,32,32
30,-9.057256698608398,32,32
31,-9.289788246154785,32,32
32,-9.279866218566895,32,32
33,-9.366665840148926,32,32
34,-9.319067001342773,32,32
35,-9.319734573364258,32,32
36,-9.354135513305664,32,32
37,-9.417604446411133,32,32
38,-9.36823844909668,32,32
39,-9.505815505981445,32,32
40,-9.338274955749512,32,32
41,-9.498138427734375,32,32
42,-9.397412300109863,32,32
43,-9.505786895751953,32,32
44,-9.471944808959961,32,32
45,-9.550238609313965,32,32
46,-9.602180480957031,32,32
47,-9.58032512664795,32,32
48,-9.573052406311035,32,32
49,-9.631207466125488,32,32
50,-9.445006370544434,32,32
51,-9.62543773651123,32,32
52,-9.507416725158691,32,32
53,-9.589533805847168,32,32
54,-9.575479507446289,32,32
55,-9.655003547668457,32,32
56,-9.587408065795898,32,32
57,-9.623364448547363,32,32
58,-9.662836074829102,32,32
59,-9.677227973937988,32,32
60,-9.64240550994873,32,32
61,-9.62906265258789,32,32
62,-9.662633895874023,32,32
63,-9.719057083129883,32,32
64,-9.645875930786133,32,32
65,-9.69141960144043,32,32
66,-9.593559265136719,32,32
67,-9.538768768310547,32,32
68,-9.713306427001953,32,32
69,-9.661415100097656,32,32
70,-9.684584617614746,32,32
71,-9.608890533447266,32,32
72,-9.651627540588379,32,32
73,-9.630610466003418,32,32
74,-9.572270393371582,32,32
75,-9.598464965820312,32,32
76,-9.589424133300781,32,32
77,-9.696807861328125,32,32
78,-9.734128952026367,32,32
79,-9.683126449584961,32,32
80,-9.635043144226074,32,32
81,-9.787627220153809,32,32
82,-9.733744621276855,32,32
83,-9.667925834655762,32,32
84,-9.65953540802002,32,32
85,-9.726278305053711,32,32
86,-9.697815895080566,32,32
87,-9.672805786132812,32,32
88,-9.695611000061035,32,32
89,-9.70225715637207,32,32
90,-9.760540008544922,32,32
91,-9.521385192871094,32,32
92,-9.706523895263672,32,32
93,-9.746612548828125,32,32
94,-9.785079956054688,32,32
95,-9.743453025817871,32,32
96,-9.726502418518066,32,32
97,-9.689399719238281,32,32
98,-9.643086433410645,32,32
99,-9.626325607299805,32,32
100,-9.743795394897461,32,32
