step,mean,std,stderr,count
1,0.6302186,0.7734303,0.024458013209276503,1000
2,1.2254173,1.069202,0.03381113428861949,1000
3,1.8231362,1.3029789,0.041203809825589126,1000
4,2.4362276,1.4778227,0.04673285587835298,1000
5,3.000935,1.6865871,0.053334566932709375,1000
6,3.5671074,1.8009375,0.05695064529161895,1000
7,4.167921,1.914808,0.060551546722652255,1000
8,4.8308477,2.0500262,0.0648275198658814,1000
9,5.4176073,2.1985688,0.06952485066843572,1000
10,6.0228243,2.3215702,0.0734144944717203,1000
11,6.6280613,2.4263272,0.07672720391089724,1000
12,7.2560673,2.5607724,0.08097873413302609,1000
13,7.8328075,2.6330218,0.08326346116527455,1000
14,8.417843,2.7326388,0.08641362744097177,1000
15,9.045237,2.8005707,0.08856182243799343,1000
16,9.667554,2.874853,0.09091083088458524,1000
17,10.295606,3.0085533,0.0951388078415946,1000
18,10.908879,3.0207772,0.09552536336526313,1000
19,11.478567,3.0540915,0.09657885175679441,1000
20,12.096141,3.1493971,0.09959268202315892,1000
21,12.74153,3.2409983,0.10248936419943816,1000
22,13.374015,3.3122053,0.1047411287236513,1000
23,13.97053,3.3777702,0.10681447198696423,1000
24,14.580156,3.442795,0.10887073837911977,1000
25,15.185848,3.5347989,0.11178015469905676,1000
26,15.769422,3.620005,0.1144746060077625,1000
27,16.386429,3.6827562,0.11645897613353545,1000
28,17.015976,3.7479126,0.11851940430621148,1000
29,17.645237,3.8549142,0.12190309019796036,1000
30,18.278805,3.9490585,0.1248801957670147,1000
31,18.883598,3.9685194,0.12549560398256426,1000
32,19.506012,4.0304065,0.12745264357502797,1000
33,20.107903,4.101298,0.12969442585755797,1000
34,20.71824,4.1093454,0.12994891270481873,1000
35,21.292166,4.1209393,0.13031554144240826,1000
36,21.881401,4.2164364,0.13333542589311684,1000
37,22.44829,4.278068,0.13528439072663592,1000
38,23.040052,4.3446193,0.13738892472547998,1000
39,23.659761,4.4192967,0.13975043359254813,1000
40,24.266344,4.4902663,0.1419946888171265,1000
41,24.857637,4.590233,0.14515590793746685,1000
42,25.427736,4.6449842,0.14688729910747197,1000
43,26.051796,4.7363553,0.14977670570729784,1000
44,26.659704,4.787389,0.15139052657759966,1000
45,27.263866,4.8441663,0.1531859880571391,1000
46,27.867126,4.9226456,0.15566772111293808,1000
47,28.474062,5.0107794,0.15845475695930936,1000
48,29.061064,5.0874777,0.16088017026784762,1000
49,29.701809,5.1006594,0.1612970117921515,1000
50,30.316599,5.1497445,0.16284922021605244,1000
