step,mean,ess,count,resample_fraction
1,0.56477267,454.21127,1000,0.021
2,1.0820525,382.4031,1000,0.096
3,1.6191967,340.91275,1000,0.138
4,2.1533601,321.42477,1000,0.189
5,2.6585681,317.93335,1000,0.225
6,3.1527498,319.82852,1000,0.217
7,3.676597,317.6156,1000,0.257
8,4.2545404,326.10287,1000,0.195
9,4.782531,322.9118,1000,0.217
10,5.3185678,325.0402,1000,0.228
11,5.8408666,321.23453,1000,0.238
12,6.388542,323.796,1000,0.217
13,6.899848,325.90207,1000,0.208
14,7.409001,320.17993,1000,0.236
15,7.9468775,324.7155,1000,0.226
16,8.503726,324.6558,1000,0.228
17,9.070182,325.6854,1000,0.218
18,9.610271,321.3715,1000,0.226
19,10.107444,321.54153,1000,0.218
20,10.648163,320.34152,1000,0.235
21,11.21601,321.59375,1000,0.232
22,11.78394,326.0603,1000,0.222
23,12.307681,324.82043,1000,0.24
24,12.8366585,329.90765,1000,0.197
25,13.379275,319.23648,1000,0.225
26,13.885921,322.36865,1000,0.223
27,14.4385195,323.3381,1000,0.226
28,15.00371,323.16605,1000,0.226
29,15.566751,322.44656,1000,0.215
30,16.117481,321.69745,1000,0.229
31,16.651865,324.06366,1000,0.224
32,17.190426,323.83597,1000,0.21
33,17.712093,317.9618,1000,0.245
34,18.253769,327.37677,1000,0.212
35,18.765247,323.03864,1000,0.218
36,19.279268,325.66858,1000,0.235
37,19.778791,325.87738,1000,0.212
38,20.312336,324.04062,1000,0.221
39,20.853003,321.7174,1000,0.226
40,21.390045,320.89847,1000,0.247
41,21.914597,327.55865,1000,0.217
42,22.418232,326.46313,1000,0.204
43,22.953444,322.6906,1000,0.225
44,23.499846,326.97052,1000,0.196
45,24.034124,322.19244,1000,0.217
46,24.572674,322.82907,1000,0.219
47,25.112907,323.57712,1000,0.223
48,25.631184,326.17847,1000,0.22
49,26.19311,325.67236,1000,0.221
50,26.741241,328.81628,1000,0.2
