step,mean,ess,count,resample_fraction
1,0.03498678,503.5529,1000,0.0
2,0.068214245,480.539,1000,0.004
3,0.103060834,464.73245,1000,0.006
4,0.13953081,455.50836,1000,0.002
5,0.15438443,444.9915,1000,0.008
6,0.1746131,436.80264,1000,0.0
7,0.20079392,427.05603,1000,0.0
8,0.24801652,417.95056,1000,0.0
9,0.28145507,407.85806,1000,0.008
10,0.31540605,400.09137,1000,0.01
11,0.3439851,393.71854,1000,0.007
12,0.37940413,386.39453,1000,0.004
13,0.4013731,379.43762,1000,0.005
14,0.42574772,371.92453,1000,0.015
15,0.4593113,367.10913,1000,0.015
16,0.5094773,363.08383,1000,0.008
17,0.5535229,356.68146,1000,0.012
18,0.58982885,351.9637,1000,0.02
19,0.6145406,349.43674,1000,0.02
20,0.65669745,346.24652,1000,0.025
21,0.6834397,346.05707,1000,0.021
22,0.7250899,344.1992,1000,0.036
23,0.74967134,346.4683,1000,0.026
24,0.78810394,345.25134,1000,0.026
25,0.82488203,343.6308,1000,0.034
26,0.8555138,344.09122,1000,0.04
27,0.9072285,346.51694,1000,0.048
28,0.9528814,350.94635,1000,0.052
29,1.0019987,356.23563,1000,0.043
30,1.04171,359.6968,1000,0.038
31,1.0674673,361.3574,1000,0.046
32,1.1098536,365.31567,1000,0.051
33,1.1382881,370.17947,1000,0.044
34,1.1791215,373.25275,1000,0.041
35,1.1986091,375.64633,1000,0.04
36,1.221524,377.39465,1000,0.037
37,1.2456435,378.1801,1000,0.03
38,1.2756022,377.41464,1000,0.029
39,1.3083364,375.77954,1000,0.023
40,1.3384997,373.1882,1000,0.027
41,1.3697162,372.10205,1000,0.037
42,1.3909618,373.25986,1000,0.04
43,1.4237776,375.27533,1000,0.03
44,1.4611088,374.75418,1000,0.026
45,1.4948171,373.21164,1000,0.03
46,1.542136,371.34964,1000,0.031
47,1.578606,371.37808,1000,0.026
48,1.6072195,369.31952,1000,0.023
49,1.6379442,367.20346,1000,0.027
50,1.6819997,365.67465,1000,0.029
