step,mean,ess,count,resample_fraction
1,0.01800162,505.70502,1000,0.0
2,0.032216307,486.7424,1000,0.004
3,0.048663035,474.19995,1000,0.002
4,0.067024015,466.9042,1000,0.004
5,0.06913625,459.7794,1000,0.002
6,0.075048424,453.36713,1000,0.0
7,0.084218994,446.871,1000,0.0
8,0.10810402,440.883,1000,0.001
9,0.12386951,434.39752,1000,0.001
10,0.13915609,427.91553,1000,0.001
11,0.14979096,421.85822,1000,0.003
12,0.16553137,416.6731,1000,0.003
13,0.17349963,411.93488,1000,0.001
14,0.18198417,406.29645,1000,0.0
15,0.19805641,400.28418,1000,0.001
16,0.2260498,394.89563,1000,0.004
17,0.24793147,390.2366,1000,0.004
18,0.26436475,385.43637,1000,0.001
19,0.27500042,380.3338,1000,0.004
20,0.29734805,375.57446,1000,0.003
21,0.30675972,371.77634,1000,0.005
22,0.32902294,367.93707,1000,0.005
23,0.33772084,364.68414,1000,0.003
24,0.35668558,360.15555,1000,0.006
25,0.3740137,356.36008,1000,0.007
26,0.388376,352.63953,1000,0.007
27,0.41731456,349.4258,1000,0.01
28,0.44147864,347.08173,1000,0.008
29,0.4680062,343.88232,1000,0.012
30,0.48761448,342.17377,1000,0.011
31,0.49707493,340.39398,1000,0.011
32,0.5195818,338.6354,1000,0.015
33,0.5309403,337.5357,1000,0.017
34,0.55262,337.12415,1000,0.018
35,0.5583699,337.55017,1000,0.021
36,0.56601983,338.44495,1000,0.019
37,0.5754736,338.6205,1000,0.023
38,0.58840615,340.15872,1000,0.02
39,0.6028785,340.61365,1000,0.02
40,0.6149868,340.69125,1000,0.028
41,0.6298876,343.22253,1000,0.024
42,0.63859606,344.49747,1000,0.028
43,0.6542603,347.13672,1000,0.038
44,0.67278403,352.20297,1000,0.03
45,0.6884773,355.32437,1000,0.028
46,0.71455353,356.71585,1000,0.036
47,0.7323004,361.13467,1000,0.024
48,0.74376196,362.00336,1000,0.037
49,0.75609726,366.52646,1000,0.034
50,0.77907646,370.17242,1000,0.026
