epoch,loss,num_batches,batch_size
1,12.733806610107422,32,32
2,-6.285336971282959,32,32
3,-7.463799476623535,32,32
4,-7.686124801635742,32,32
5,-7.863583564758301,32,32
6,-8.00975513458252,32,32
7,-8.02379322052002,32,32
8,-8.156193733215332,32,32
9,-8.25056266784668,32,32
10,-8.418042182922363,32,32
11,-8.494721412658691,32,32
12,-8.619751930236816,32,32
13,-8.499590873718262,32,32
14,-8.660279273986816,32,32
15,-8.656536102294922,32,32
16,-8.744551658630371,32,32
17,-8.758267402648926,32,32
18,-8.820026397705078,32,32
19,-8.80550479888916,32,32
20,-8.92577838897705,32,32
21,-8.889123916625977,32,32
22,-8.928569793701172,32,32
23,-9.02370834350586,32,32
24,-9.082812309265137,32,32
25,-9.141284942626953,32,32
26,-9.037109375,32,32
27,-9.12034797668457,32,32
28,-9.089859008789062,32,32
29,-9.211556434631348,32,32
30,-9.086339950561523,32,32
31,-9.301118850708008,32,32
32,-9.284131050109863,32,32
33,-9.369826316833496,32,32
34,-9.326043128967285,32,32
35,-9.335771560668945,32,32
36,-9.348251342773438,32,32
37,-9.378156661987305,32,32
38,-9.385942459106445,32,32
39,-9.493368148803711,32,32
40,-9.333098411560059,32,32
41,-9.500166893005371,32,32
42,-9.382981300354004,32,32
43,-9.51685905456543,32,32
44,-9.456130981445312,32,32
45,-9.560622215270996,32,32
46,-9.575629234313965,32,32
47,-9.530868530273438,32,32
48,-9.550870895385742,32,32
49,-9.618882179260254,32,32
50,-9.426630020141602,32,32
51,-9.639200210571289,32,32
52,-9.492644309997559,32,32
53,-9.585485458374023,32,32
54,-9.581073760986328,32,32
55,-9.648188591003418,32,32
56,-9.563682556152344,32,32
57,-9.615594863891602,32,32
58,-9.6421480178833,32,32
59,-9.667065620422363,32,32
60,-9.573647499084473,32,32
61,-9.583552360534668,32,32
62,-9.649493217468262,32,32
63,-9.712132453918457,32,32
64,-9.645905494689941,32,32
65,-9.673694610595703,32,32
66,-9.599505424499512,32,32
67,-9.465259552001953,32,32
68,-9.675309181213379,32,32
69,-9.668614387512207,32,32
70,-9.671319961547852,32,32
71,-9.599933624267578,32,32
72,-9.594061851501465,32,32
73,-9.620758056640625,32,32
74,-9.548789024353027,32,32
75,-9.5870361328125,32,32
76,-9.556819915771484,32,32
77,-9.675082206726074,32,32
78,-9.719252586364746,32,32
79,-9.672472953796387,32,32
80,-9.659895896911621,32,32
81,-9.764079093933105,32,32
82,-9.696331977844238,32,32
83,-9.647540092468262,32,32
84,-9.630311965942383,32,32
85,-9.697892189025879,32,32
86,-9.680890083312988,32,32
87,-9.646112442016602,32,32
88,-9.667604446411133,32,32
89,-9.669621467590332,32,32
90,-9.740255355834961,32,32
91,-9.45755386352539,32,32
92,-9.659951210021973,32,32
93,-9.708038330078125,32,32
94,-9.76885986328125,32,32
95,-9.728951454162598,32,32
96,-9.711572647094727,32,32
97,-9.671120643615723,32,32
98,-9.62540054321289,32,32
99,-9.603987693786621,32,32
100,-9.705543518066406,32,32
