corr,epoch,lr-Adam,step,train_loss,val_loss
,,0.004738291353430291,9,,
,0,,9,0.37511318922042847,
,,0.0072612652676067035,19,,
,0,,19,0.14141447842121124,
,,0.011482300025506945,29,,
,0,,29,0.051836442202329636,
,,0.01724118604844578,39,,
,0,,39,0.030844826251268387,
,,0.024319344538486373,49,,
,0,,49,0.029573174193501472,
0.20445555448532104,0,,53,,0.04230731725692749
,,0.03244812364730308,59,,
,1,,59,0.031093299388885498,
,,0.04131899517009691,69,,
,1,,69,0.03236532583832741,
,,0.050595264748552596,79,,
,1,,79,0.029554851353168488,
,,0.05992485112151644,89,,
,1,,89,0.026527799665927887,
,,0.0689536493863167,99,,
,1,,99,0.03286213055253029,
0.33676326274871826,1,,107,,0.03947870805859566
,,0.07733897106749596,109,,
,2,,109,0.024504968896508217,
,,0.08476255087449538,119,,
,2,,119,0.040723659098148346,
,,0.0909426264761734,129,,
,2,,129,0.030738933011889458,
,,0.09564463280373148,139,,
,2,,139,0.03703354671597481,
,,0.09869010497926176,149,,
,2,,149,0.02144780382514,
,,0.09996345195883216,159,,
,2,,159,0.022145554423332214,
0.25282594561576843,2,,161,,0.04243126139044762
,,0.09988952235883158,169,,
,3,,169,0.03242872282862663,
,,0.09944154354509119,179,,
,3,,179,0.02160484343767166,
,,0.09865224892001707,189,,
,3,,189,0.02523593232035637,
,,0.09752708733908166,199,,
,3,,199,0.031049180775880814,
,,0.09607382629827801,209,,
,3,,209,0.038686253130435944,
0.4686570167541504,3,,215,,0.03314804658293724
,,0.09430249831160464,219,,
,4,,219,0.0404931865632534,
,,0.09222533165211319,229,,
,4,,229,0.028968090191483498,
,,0.08985666593464468,239,,
,4,,239,0.030432982370257378,
,,0.08721285312302468,249,,
,4,,249,0.027215080335736275,
,,0.08431214464510911,259,,
,4,,259,0.026099860668182373,
,,0.0811745653949763,269,,
,4,,269,0.03450682386755943,
0.30662626028060913,4,,269,,0.035553425550460815
,,0.07782177549208494,279,,
,5,,279,0.036290254443883896,
,,0.07427692075173617,289,,
,5,,289,0.032006192952394485,
,,0.07056447289910997,299,,
,5,,299,0.014678316190838814,
,,0.06671006062994951,309,,
,5,,309,0.032572317868471146,
,,0.06274029268415816,319,,
,5,,319,0.032871466130018234,
0.4460926055908203,5,,323,,0.03420129790902138
,,0.058682574153711,329,,
,6,,329,0.027070431038737297,
,,0.05456491729299021,339,,
,6,,339,0.02147011272609234,
,,0.05041574813760566,349,,
,6,,349,0.02979264222085476,
,,0.046263710266697504,359,,
,6,,359,0.02160530723631382,
,,0.042137467063438294,369,,
,6,,369,0.03404366970062256,
0.3818012475967407,6,,377,,0.036520686000585556
,,0.038065503838818716,379,,
,7,,379,0.02486509084701538,
,,0.034075931184745833,389,,
,7,,389,0.023994188755750656,
,,0.03019629091399537,399,,
,7,,399,0.023354051634669304,
,,0.026453365926702055,409,,
,7,,409,0.029034877195954323,
,,0.02287299531596481,419,,
,7,,419,0.019142592325806618,
,,0.01947989598897622,429,,
,7,,429,0.023360492661595345,
0.3815639615058899,7,,431,,0.033305712044239044
,,0.016297492035105336,439,,
,8,,439,0.02380884625017643,
,,0.01334775301888306,449,,
,8,,449,0.023454200476408005,
,,0.010651042314225891,459,,
,8,,459,0.02823958359658718,
,,0.008225976526915469,469,,
,8,,469,0.02668979950249195,
,,0.006089296975803242,479,,
,8,,479,0.026367628946900368,
0.5011892318725586,8,,485,,0.03248726949095726
,,0.004255754119963707,489,,
,9,,489,0.02323656715452671,
,,0.0027380057296470376,499,,
,9,,499,0.02434460073709488,
,,0.0015465295040033534,509,,
,9,,509,0.019145945087075233,
,,0.0006895507388171068,519,,
,9,,519,0.029490558430552483,
,,0.00017298554359429017,529,,
,9,,529,0.013217773288488388,
,,4e-07,539,,
,9,,539,0.02243693545460701,
0.5265710949897766,9,,539,,0.031608037650585175
