epoch,loss,num_batches,batch_size
1,27.064435958862305,32,32
2,-1.4775457382202148,32,32
3,-5.898845195770264,32,32
4,-6.812275409698486,32,32
5,-7.467522621154785,32,32
6,-7.793949604034424,32,32
7,-7.939296245574951,32,32
8,-8.096163749694824,32,32
9,-8.297818183898926,32,32
10,-8.397464752197266,32,32
11,-8.502644538879395,32,32
12,-8.669897079467773,32,32
13,-8.55683708190918,32,32
14,-8.666555404663086,32,32
15,-8.722508430480957,32,32
16,-8.770575523376465,32,32
17,-8.784528732299805,32,32
18,-8.890722274780273,32,32
19,-8.849123001098633,32,32
20,-8.95278263092041,32,32
21,-8.891669273376465,32,32
22,-8.95096206665039,32,32
23,-9.05954647064209,32,32
24,-9.120322227478027,32,32
25,-9.142496109008789,32,32
26,-8.968363761901855,32,32
27,-9.12264347076416,32,32
28,-9.150081634521484,32,32
29,-9.244482040405273,32,32
30,-9.097790718078613,32,32
31,-9.312919616699219,32,32
32,-9.293527603149414,32,32
33,-9.369416236877441,32,32
34,-9.31567668914795,32,32
35,-9.337796211242676,32,32
36,-9.391938209533691,32,32
37,-9.394540786743164,32,32
38,-9.374095916748047,32,32
39,-9.510897636413574,32,32
40,-9.32796859741211,32,32
41,-9.479105949401855,32,32
42,-9.393442153930664,32,32
43,-9.462907791137695,32,32
44,-9.442560195922852,32,32
45,-9.546746253967285,32,32
46,-9.595376014709473,32,32
47,-9.588379859924316,32,32
48,-9.570801734924316,32,32
49,-9.602887153625488,32,32
50,-9.427568435668945,32,32
51,-9.556015968322754,32,32
52,-9.48008918762207,32,32
53,-9.608591079711914,32,32
54,-9.591747283935547,32,32
55,-9.633063316345215,32,32
56,-9.582802772521973,32,32
57,-9.624030113220215,32,32
58,-9.656932830810547,32,32
59,-9.661431312561035,32,32
60,-9.660992622375488,32,32
61,-9.663732528686523,32,32
62,-9.686480522155762,32,32
63,-9.728219032287598,32,32
64,-9.666696548461914,32,32
65,-9.691981315612793,32,32
66,-9.60637378692627,32,32
67,-9.606156349182129,32,32
68,-9.728140830993652,32,32
69,-9.662405967712402,32,32
70,-9.690085411071777,32,32
71,-9.665070533752441,32,32
72,-9.741903305053711,32,32
73,-9.650101661682129,32,32
74,-9.599029541015625,32,32
75,-9.643963813781738,32,32
76,-9.646411895751953,32,32
77,-9.728254318237305,32,32
78,-9.786355972290039,32,32
79,-9.742409706115723,32,32
80,-9.669429779052734,32,32
81,-9.86288070678711,32,32
82,-9.804675102233887,32,32
83,-9.750093460083008,32,32
84,-9.712095260620117,32,32
85,-9.813089370727539,32,32
86,-9.78091812133789,32,32
87,-9.768439292907715,32,32
88,-9.75655746459961,32,32
89,-9.78356647491455,32,32
90,-9.832901954650879,32,32
91,-9.584750175476074,32,32
92,-9.795677185058594,32,32
93,-9.819486618041992,32,32
94,-9.858187675476074,32,32
95,-9.825787544250488,32,32
96,-9.811553955078125,32,32
97,-9.778483390808105,32,32
98,-9.768457412719727,32,32
99,-9.734352111816406,32,32
100,-9.817362785339355,32,32
