step,mean,ess,count,resample_fraction
1,0.122738265,508.23636,1000,0.0
2,0.25472748,485.9774,1000,0.002
3,0.38252106,465.4325,1000,0.005
4,0.5126733,447.07602,1000,0.001
5,0.6069155,428.25015,1000,0.01
6,0.7110878,411.79803,1000,0.009
7,0.83404833,395.91968,1000,0.016
8,0.9959076,383.34354,1000,0.023
9,1.1216108,372.16113,1000,0.033
10,1.2536552,363.89563,1000,0.03
11,1.3811013,355.5593,1000,0.049
12,1.5225599,351.93802,1000,0.049
13,1.6252778,350.68835,1000,0.043
14,1.7387303,345.973,1000,0.071
15,1.8660187,349.70105,1000,0.059
16,2.012411,349.9135,1000,0.072
17,2.1620204,352.66766,1000,0.083
18,2.3031669,357.95853,1000,0.073
19,2.4117253,361.1987,1000,0.08
20,2.552776,365.49716,1000,0.07
21,2.6858325,369.51648,1000,0.057
22,2.8260386,368.16037,1000,0.058
23,2.9462159,367.86963,1000,0.069
24,3.0846531,369.05927,1000,0.054
25,3.221009,366.07663,1000,0.06
26,3.3423855,365.77292,1000,0.058
27,3.4996068,363.6274,1000,0.06
28,3.650871,363.52005,1000,0.064
29,3.8058467,363.01093,1000,0.068
30,3.949868,365.44455,1000,0.053
31,4.0727735,363.73425,1000,0.055
32,4.214931,361.43683,1000,0.066
33,4.341501,362.26767,1000,0.054
34,4.4753447,360.76532,1000,0.062
35,4.577116,361.55936,1000,0.063
36,4.687844,361.8357,1000,0.075
37,4.79558,365.86432,1000,0.076
38,4.9139614,369.722,1000,0.047
39,5.0427337,364.9882,1000,0.064
40,5.173859,365.53317,1000,0.049
41,5.291136,362.23132,1000,0.057
42,5.3869824,361.92886,1000,0.06
43,5.513004,361.86197,1000,0.072
44,5.6497693,364.7799,1000,0.06
45,5.777197,364.41556,1000,0.055
46,5.919944,360.631,1000,0.068
47,6.051802,362.91946,1000,0.059
48,6.1712003,363.29453,1000,0.054
49,6.306148,361.71274,1000,0.057
50,6.453526,360.18484,1000,0.073
