step,mean,std,stderr,count,ess
1,0.39603359,0.6323598,0.019996972773392078,1000,0.0024844017
2,0.7697147,0.9211625,0.02912971551104423,1000,0.0024844017
3,1.225638,1.1455647,0.0362259358107763,1000,0.0024844017
4,1.6331321,1.3311648,0.042095128256785186,1000,0.0024844017
5,1.9842306,1.5019096,0.04749455218708856,1000,0.0024844017
6,2.327248,1.6590933,0.052465135546533107,1000,0.0024844017
7,2.7386544,1.7714247,0.056017366009903556,1000,0.0024844017
8,3.183103,1.9248191,0.060868124771862896,1000,0.0024844017
9,3.574725,2.0697992,0.06545279723125215,1000,0.0024844017
10,3.9660866,2.214808,0.0700383781952659,1000,0.0024844017
11,4.363968,2.3365366,0.07388777637460432,1000,0.0024844017
12,4.8042364,2.4591424,0.07776491221795509,1000,0.0024844017
13,5.1555657,2.5539541,0.0807631207284529,1000,0.0024844017
14,5.552131,2.612763,0.0826228183855909,1000,0.0024844017
15,5.9651713,2.6895044,0.08504959633593025,1000,0.0024844017
16,6.4059134,2.7919636,0.0882896404840632,1000,0.0024844017
17,6.8346996,2.8871956,0.09130114105807113,1000,0.0024844017
18,7.255399,2.9148548,0.09217580105799911,1000,0.0024844017
19,7.652362,2.9469535,0.09319085329537577,1000,0.0024844017
20,8.06313,3.0474632,0.09636924729982052,1000,0.0024844017
21,8.458181,3.1300366,0.09898044791920195,1000,0.0024844017
22,8.897298,3.182404,0.10063645205401832,1000,0.0024844017
23,9.273581,3.2732923,0.10351059125247834,1000,0.0024844017
24,9.712236,3.3483095,0.10588284384643357,1000,0.0024844017
25,10.13558,3.4246733,0.10829767929614897,1000,0.0024844017
26,10.449888,3.486926,0.1102662844163634,1000,0.0024844017
27,10.776334,3.5309448,0.11165827936914119,1000,0.0024844017
28,11.140486,3.57198,0.11295592555120672,1000,0.0024844017
29,11.493981,3.646274,0.11530531097067176,1000,0.0024844017
30,11.814993,3.7007148,0.11702687822760047,1000,0.0024844017
31,12.135611,3.713803,0.11744076428457821,1000,0.0024844017
32,12.461541,3.756503,0.11879105849811919,1000,0.0024844017
33,12.810755,3.7995002,0.12015074687566109,1000,0.0024844017
34,13.155443,3.8134248,0.12059108134942473,1000,0.0024844017
35,13.462129,3.853962,0.12187297760484667,1000,0.0024844017
36,13.775729,3.9194052,0.12394247574485263,1000,0.0024844017
37,14.112505,3.9827952,0.1259470440771733,1000,0.0024844017
38,14.466725,4.0420876,0.12782203175404955,1000,0.0024844017
39,14.788464,4.133385,0.13070911620097633,1000,0.0024844017
40,15.162265,4.194202,0.13263231116888136,1000,0.0024844017
41,15.490053,4.282797,0.1354339283259892,1000,0.0024844017
42,15.794749,4.3355756,0.13710293802493204,1000,0.0024844017
43,16.054546,4.3938603,0.1389460639545628,1000,0.0024844017
44,16.385859,4.439059,0.14037536414287552,1000,0.0024844017
45,16.732775,4.498199,0.14224554164588935,1000,0.0024844017
46,17.065248,4.547657,0.14380954178126495,1000,0.0024844017
47,17.426367,4.6494355,0.1470280607783364,1000,0.0024844017
48,17.79587,4.720249,0.14926738519773294,1000,0.0024844017
49,18.118202,4.7379494,0.1498271145199063,1000,0.0024844017
50,18.47978,4.8038583,0.15191133722034067,1000,0.0024844017
