corr,epoch,lr-Adam,step,train_loss,val_loss
,,0.004738291353430291,9,,
,0,,9,0.3462720513343811,
,,0.0072612652676067035,19,,
,0,,19,0.13086405396461487,
,,0.011482300025506945,29,,
,0,,29,0.04338298738002777,
,,0.01724118604844578,39,,
,0,,39,0.026402542367577553,
,,0.024319344538486373,49,,
,0,,49,0.027475057169795036,
0.06770440936088562,0,,53,,0.01730762980878353
,,0.03244812364730308,59,,
,1,,59,0.037557147443294525,
,,0.04131899517009691,69,,
,1,,69,0.016773421317338943,
,,0.050595264748552596,79,,
,1,,79,0.02576211839914322,
,,0.05992485112151644,89,,
,1,,89,0.014497369527816772,
,,0.0689536493863167,99,,
,1,,99,0.01915585808455944,
0.5326700210571289,1,,107,,0.012911210767924786
,,0.07733897106749596,109,,
,2,,109,0.01683216169476509,
,,0.08476255087449538,119,,
,2,,119,0.015833618119359016,
,,0.0909426264761734,129,,
,2,,129,0.02209620736539364,
,,0.09564463280373148,139,,
,2,,139,0.019206473603844643,
,,0.09869010497926176,149,,
,2,,149,0.010255600325763226,
,,0.09996345195883216,159,,
,2,,159,0.01978224702179432,
0.7634208798408508,2,,161,,0.012394948862493038
,,0.09988952235883158,169,,
,3,,169,0.015814634039998055,
,,0.09944154354509119,179,,
,3,,179,0.020439915359020233,
,,0.09865224892001707,189,,
,3,,189,0.012489382177591324,
,,0.09752708733908166,199,,
,3,,199,0.015573051758110523,
,,0.09607382629827801,209,,
,3,,209,0.017827998846769333,
0.5765537023544312,3,,215,,0.012327759526669979
,,0.09430249831160464,219,,
,4,,219,0.023026494309306145,
,,0.09222533165211319,229,,
,4,,229,0.03555159270763397,
,,0.08985666593464468,239,,
,4,,239,0.015121077187359333,
,,0.08721285312302468,249,,
,4,,249,0.02043990045785904,
,,0.08431214464510911,259,,
,4,,259,0.024780331179499626,
,,0.0811745653949763,269,,
,4,,269,0.012475154362618923,
-0.0010180096141994,4,,269,,0.017966032028198242
,,0.07782177549208494,279,,
,5,,279,0.025099415332078934,
,,0.07427692075173617,289,,
,5,,289,0.019375236704945564,
,,0.07056447289910997,299,,
,5,,299,0.01854603737592697,
,,0.06671006062994951,309,,
,5,,309,0.018392983824014664,
,,0.06274029268415816,319,,
,5,,319,0.01918557845056057,
0.03505576029419899,5,,323,,0.01774057000875473
,,0.058682574153711,329,,
,6,,329,0.016656694933772087,
,,0.05456491729299021,339,,
,6,,339,0.020848223939538002,
,,0.05041574813760566,349,,
,6,,349,0.02479756623506546,
,,0.046263710266697504,359,,
,6,,359,0.013879137113690376,
,,0.042137467063438294,369,,
,6,,369,0.018529025837779045,
0.7725242972373962,6,,377,,0.012104769237339497
,,0.038065503838818716,379,,
,7,,379,0.02317029796540737,
,,0.034075931184745833,389,,
,7,,389,0.016991959884762764,
,,0.03019629091399537,399,,
,7,,399,0.01519200298935175,
,,0.026453365926702055,409,,
,7,,409,0.01751464046537876,
,,0.02287299531596481,419,,
,7,,419,0.015512614510953426,
,,0.01947989598897622,429,,
,7,,429,0.020278148353099823,
0.8436545729637146,7,,431,,0.012083158828318119
,,0.016297492035105336,439,,
,8,,439,0.016800321638584137,
,,0.01334775301888306,449,,
,8,,449,0.021250225603580475,
,,0.010651042314225891,459,,
,8,,459,0.01095457561314106,
,,0.008225976526915469,469,,
,8,,469,0.013527031056582928,
,,0.006089296975803242,479,,
,8,,479,0.023692268878221512,
0.8511227369308472,8,,485,,0.01153139490634203
,,0.004255754119963707,489,,
,9,,489,0.01734725572168827,
,,0.0027380057296470376,499,,
,9,,499,0.016261961311101913,
,,0.0015465295040033534,509,,
,9,,509,0.013780772686004639,
,,0.0006895507388171068,519,,
,9,,519,0.014440089464187622,
,,0.00017298554359429017,529,,
,9,,529,0.019753186032176018,
,,4e-07,539,,
,9,,539,0.013937256298959255,
0.9004257917404175,9,,539,,0.011538362130522728
