step,mean,std,stderr,count,ess
1,4.571495,3.479801,0.11004096773003325,1000,1.0
2,9.882525,5.7201905,0.18088830709288042,1000,1.0
3,14.498701,8.400825,0.2656573979138395,1000,1.0
4,19.276484,9.022031,0.28530166544271485,1000,1.0
5,23.78146,9.459387,0.29913207637364286,1000,1.0
6,28.338406,9.725145,0.3075360985046453,1000,1.0
7,32.60195,11.240648,0.35546050908935045,1000,1.0
8,37.38375,11.320977,0.35800073325615994,1000,1.0
9,42.04966,11.74863,0.37152428826827794,1000,1.0
10,46.829376,12.727983,0.40249417801135556,1000,1.0
11,51.62108,13.177258,0.41670147134202495,1000,1.0
12,56.16809,13.4435,0.42512078349276566,1000,1.0
13,60.93677,15.00934,0.4746370148108908,1000,1.0
14,66.11788,16.684217,0.5276012812902254,1000,1.0
15,71.17806,17.981382,0.5686212376758111,1000,1.0
16,75.96661,18.093994,0.57218233454116,1000,1.0
17,80.69673,19.239061,0.6083925392739363,1000,1.0
18,85.64741,20.807709,0.6579975250853349,1000,1.0
19,90.23224,21.0488,0.665621484789218,1000,1.0
20,95.1133,21.874662,0.6917375622900631,1000,1.0
21,99.70907,21.991058,0.6954183254242904,1000,1.0
22,104.30752,22.158667,0.7007185640219179,1000,1.0
23,108.8306,22.537703,0.7127047331835105,1000,1.0
24,113.54501,23.045652,0.7287675171540526,1000,1.0
25,117.92598,23.78002,0.7519902524582753,1000,1.0
26,119.92417,23.948776,0.7573268010830525,1000,1.0
27,122.68572,24.439302,0.7728386015020803,1000,1.0
28,124.991066,25.107946,0.793982979803776,1000,1.0
29,127.537224,25.65404,0.8112519563373379,1000,1.0
30,130.72319,26.15336,0.8270418722633206,1000,1.0
31,132.39548,26.781374,0.8469014063817257,1000,1.0
32,135.47958,27.04154,0.8551285829984381,1000,1.0
33,139.05759,27.304169,0.8634336271318449,1000,1.0
34,142.1273,27.652185,0.8744388827194606,1000,1.0
35,144.96428,27.867477,0.881247012810012,1000,1.0
36,147.92848,28.32281,0.8956458686759425,1000,1.0
37,150.67169,28.481783,0.9006730582820315,1000,1.0
38,153.36984,28.825926,0.9115558127647619,1000,1.0
39,156.03085,29.062908,0.9190498525376147,1000,1.0
40,159.10902,29.635715,0.9371636102011722,1000,1.0
41,162.44002,30.024746,0.9494658334196816,1000,1.0
42,165.68396,30.253633,0.9567038935326956,1000,1.0
43,168.61427,30.330471,0.9591337098843932,1000,1.0
44,171.72609,30.71066,0.9711563700201145,1000,1.0
45,174.72739,31.03652,0.9814609385887982,1000,1.0
46,177.823,31.331104,0.990776511285103,1000,1.0
47,180.928,31.653183,1.0009615342162277,1000,1.0
48,183.75903,31.957455,1.010583450148235,1000,1.0
49,186.54211,32.40349,1.0246882671730453,1000,1.0
50,188.83092,32.89102,1.0401054323219772,1000,1.0
