step,mean,ess,count,resample_fraction
1,0.03808878,510.3155,1000,0.0
2,0.07806007,496.53455,1000,0.0
3,0.11596877,486.1113,1000,0.001
4,0.15565103,478.10736,1000,0.002
5,0.17382997,469.10736,1000,0.002
6,0.19861013,460.5316,1000,0.0
7,0.23109628,451.47263,1000,0.0
8,0.28314123,443.63947,1000,0.0
9,0.3187705,434.54532,1000,0.0
10,0.35818714,425.08054,1000,0.004
11,0.39495483,417.83624,1000,0.004
12,0.4378101,411.04153,1000,0.003
13,0.4600107,404.98517,1000,0.002
14,0.48772895,397.61252,1000,0.002
15,0.5238438,390.52228,1000,0.006
16,0.5728497,383.91068,1000,0.007
17,0.62082636,378.1751,1000,0.008
18,0.66448706,373.0113,1000,0.007
19,0.69120115,367.83505,1000,0.01
20,0.7372606,363.12772,1000,0.007
21,0.77123576,358.85318,1000,0.011
22,0.81478554,355.09518,1000,0.01
23,0.8469687,350.86176,1000,0.019
24,0.8923465,348.85904,1000,0.015
25,0.9335099,346.06512,1000,0.018
26,0.968178,344.1996,1000,0.023
27,1.0246695,343.60114,1000,0.025
28,1.0751061,344.12616,1000,0.019
29,1.1292135,342.81647,1000,0.029
30,1.1758072,344.3772,1000,0.03
31,1.20781,345.6787,1000,0.034
32,1.2541845,347.9131,1000,0.032
33,1.2885795,349.0703,1000,0.035
34,1.3320093,351.76135,1000,0.03
35,1.3545673,353.28345,1000,0.035
36,1.3803816,356.1575,1000,0.035
37,1.4068253,358.5155,1000,0.034
38,1.4389133,360.59866,1000,0.038
39,1.4752043,363.58875,1000,0.04
40,1.5112749,367.02103,1000,0.028
41,1.5440352,367.695,1000,0.035
42,1.5632889,370.02628,1000,0.039
43,1.5967581,372.81778,1000,0.04
44,1.6395667,376.51343,1000,0.03
45,1.67897,376.6434,1000,0.037
46,1.7295367,377.538,1000,0.031
47,1.7691517,378.0755,1000,0.039
48,1.8010359,381.3826,1000,0.026
49,1.8389034,381.23807,1000,0.028
50,1.889263,380.80875,1000,0.033
